Orthogroup	Hsap	Gfas
OG0008097	PHB1_HUMAN	gfas1.m1.13982.m1
OG0008098	UBE2W_HUMAN	gfas1.m1.19344.m1
OG0008099	TEX9_HUMAN	gfas1.m1.17990.m1
OG0008100	PLPL9_HUMAN	gfas1.m1.11378.m1
OG0008102	CCD15_HUMAN	gfas1.m1.16838.m1
OG0008103	LGMN_HUMAN	gfas1.m1.19687.m1
OG0008104	LKHA4_HUMAN	gfas1.m1.4194.m1
OG0008105	EDF1_HUMAN	gfas1.m1.20465.m1
OG0008106	TTLL1_HUMAN	gfas1.m1.20551.m1
OG0008107	SMIM8_HUMAN	gfas1.m1.1185.m1
OG0008108	TCF19_HUMAN	gfas1.m1.13063.m1
OG0008109	T229B_HUMAN	gfas1.m1.14624.m1
OG0008110	PFD3_HUMAN	gfas1.m1.5461.m1
OG0008111	NEP1_HUMAN	gfas1.m1.3665.m1
OG0008112	CHM2B_HUMAN	gfas1.m1.20334.m1
OG0008113	MTX2_HUMAN	gfas1.m1.16311.m1
OG0008114	APTX_HUMAN	gfas1.m1.19553.m1
OG0008115	RUXF_HUMAN	gfas1.m1.20595.m1
OG0008116	INT11_HUMAN	gfas1.m1.18696.m1
OG0008117	VPS45_HUMAN	gfas1.m1.5026.m1
OG0008118	EFTS_HUMAN	gfas1.m1.21917.m1
OG0008119	FEN1_HUMAN	gfas1.m1.20086.m1
OG0008121	STIL_HUMAN	gfas1.m1.7333.m1
OG0008122	HCD2_HUMAN	gfas1.m1.6094.m1
OG0008123	FKTN_HUMAN	gfas1.m1.8243.m1
OG0008124	SYDC_HUMAN	gfas1.m1.13629.m1
OG0008125	CK098_HUMAN	gfas1.m1.13432.m1
OG0008126	RERE_HUMAN	gfas1.m1.13511.m1
OG0008127	TMCO1_HUMAN	gfas1.m1.18062.m1
OG0008128	LRC43_HUMAN	gfas1.m1.9746.m1
OG0008129	I5P1_HUMAN	gfas1.m1.7674.m1
OG0008130	ETFA_HUMAN	gfas1.m1.8255.m1
OG0008131	SYIC_HUMAN	gfas1.m1.10983.m1
OG0008132	EFGM_HUMAN	gfas1.m1.2940.m1
OG0008133	SMG7_HUMAN	gfas1.m1.1536.m1
OG0008134	ZRAN1_HUMAN	gfas1.m1.2480.m1
OG0008135	RAD1_HUMAN	gfas1.m1.18136.m1
OG0008136	YTDC2_HUMAN	gfas1.m1.8567.m1
OG0008137	NFXL1_HUMAN	gfas1.m1.6355.m1, gfas1.m1.12741.m1
OG0008138	FLOT2_HUMAN	gfas1.m1.16015.m1
OG0008140	STX5_HUMAN	gfas1.m1.7529.m1
OG0008141	BRAP_HUMAN	gfas1.m1.14765.m1
OG0008142	TEX2_HUMAN	gfas1.m1.5539.m1
OG0008143	KI13A_HUMAN	gfas1.m1.5686.m1
OG0008144	DDX4_HUMAN	gfas1.m1.4862.m1
OG0008145	THYN1_HUMAN	gfas1.m1.4485.m1
OG0008146	CCSAP_HUMAN	gfas1.m1.4633.m1
OG0008148	CDC37_HUMAN	gfas1.m1.19865.m1
OG0008149	PARN_HUMAN	gfas1.m1.18516.m1
OG0008150	PEX12_HUMAN	gfas1.m1.16849.m1
OG0008151	VWA3A_HUMAN	gfas1.m1.16791.m1
OG0008152	GALK1_HUMAN	gfas1.m1.20570.m1
OG0008153	MEMO1_HUMAN	gfas1.m1.2175.m1
OG0008154	CNPD1_HUMAN	gfas1.m1.433.m1
OG0008155	CTSR2_HUMAN	gfas1.m1.14513.m1
OG0008156	LYPL1_HUMAN	gfas1.m1.6559.m1
OG0008157	CLHC1_HUMAN	gfas1.m1.9923.m1
OG0008158	PQBP1_HUMAN	gfas1.m1.13901.m1
OG0008159	EXOS6_HUMAN	gfas1.m1.17409.m1
OG0008160	CEBPZ_HUMAN	gfas1.m1.4637.m1
OG0008161	NPRL2_HUMAN	gfas1.m1.22372.m1
OG0008163	EXOS5_HUMAN	gfas1.m1.18336.m1
OG0008165	PEN2_HUMAN	gfas1.m1.19025.m1
OG0008167	LDAH_HUMAN	gfas1.m1.16675.m1
OG0008168	PTCD3_HUMAN	gfas1.m1.6902.m1
OG0008169	GGNB2_HUMAN	gfas1.m1.17815.m1
OG0008170	UBXN8_HUMAN	gfas1.m1.13591.m1
OG0008171	RM16_HUMAN	gfas1.m1.15338.m1
OG0008172	NAAA_HUMAN	gfas1.m1.6808.m1
OG0008173	SPF45_HUMAN	gfas1.m1.13900.m1
OG0008174	AXDN1_HUMAN	gfas1.m1.17005.m1
OG0008175	SNF8_HUMAN	gfas1.m1.18265.m1
OG0008176	DNJC9_HUMAN	gfas1.m1.981.m1
OG0008177	GSH1_HUMAN	gfas1.m1.17405.m1
OG0008178	IDE_HUMAN	gfas1.m1.17637.m1
OG0008179	IFT80_HUMAN	gfas1.m1.16521.m1
OG0008180	PTGR3_HUMAN	gfas1.m1.1886.m1
OG0008181	NCLN_HUMAN	gfas1.m1.21620.m1
OG0008182	ZCH24_HUMAN	gfas1.m1.90.m1
OG0008183	SNF5_HUMAN	gfas1.m1.601.m1
OG0008184	IPMK_HUMAN	gfas1.m1.14688.m1
OG0008186	AP5B1_HUMAN	gfas1.m1.5927.m1
OG0008187	CENPL_HUMAN	gfas1.m1.3343.m1
OG0008188	WDR83_HUMAN	gfas1.m1.5376.m1
OG0008189	TPC10_HUMAN	gfas1.m1.5459.m1
OG0008190	ERH_HUMAN	gfas1.m1.19939.m1
OG0008192	TPGS1_HUMAN	gfas1.m1.15864.m1
OG0008193	S35D4_HUMAN	gfas1.m1.14820.m1
OG0008194	PI4KB_HUMAN	gfas1.m1.14353.m1
OG0008195	RM41_HUMAN	gfas1.m1.13294.m1
OG0008196	HNRPK_HUMAN	gfas1.m1.14510.m1
OG0008197	AKA10_HUMAN	gfas1.m1.10419.m1
OG0008198	THOC3_HUMAN	gfas1.m1.13675.m1
OG0008199	FBX42_HUMAN	gfas1.m1.8130.m1
OG0008200	SNCAP_HUMAN	gfas1.m1.4891.m1
OG0008201	HYLS1_HUMAN	gfas1.m1.2157.m1
OG0008202	CCNF_HUMAN	gfas1.m1.13412.m1
OG0008203	SAMTR_HUMAN	gfas1.m1.3359.m1
OG0008204	UFSP1_HUMAN	gfas1.m1.18014.m1
OG0008205	UFSP2_HUMAN	gfas1.m1.2072.m1
OG0008206	DDB1_HUMAN	gfas1.m1.6170.m1
OG0008207	STAR7_HUMAN	gfas1.m1.19254.m1
OG0008208	PFD5_HUMAN	gfas1.m1.15337.m1
OG0008209	WRIP1_HUMAN	gfas1.m1.20174.m1
OG0008210	SWI5_HUMAN	gfas1.m1.4673.m1
OG0008211	CNRP1_HUMAN	gfas1.m1.494.m1
OG0008212	VWA8_HUMAN	gfas1.m1.19647.m1
OG0008213	NDUS6_HUMAN	gfas1.m1.2393.m1
OG0008214	PCDP1_HUMAN	gfas1.m1.5395.m1
OG0008215	DIK2A_HUMAN	gfas1.m1.20491.m1
OG0008216	PNDC1_HUMAN	gfas1.m1.14874.m1
OG0008217	UBP1_HUMAN	gfas1.m1.21389.m1
OG0008219	NLE1_HUMAN	gfas1.m1.14762.m1
OG0008220	RFT1_HUMAN	gfas1.m1.15336.m1
OG0008221	S2546_HUMAN	gfas1.m1.17664.m1
OG0008222	TMM69_HUMAN	gfas1.m1.395.m1
OG0008223	GTPB6_HUMAN	gfas1.m1.6721.m1
OG0008224	TATD1_HUMAN	gfas1.m1.18489.m1
OG0008225	DEAF1_HUMAN	gfas1.m1.5711.m1
OG0008226	NF1_HUMAN	gfas1.m1.5857.m1
OG0008227	ARL16_HUMAN	gfas1.m1.541.m1
OG0008228	AASS_HUMAN	gfas1.m1.5445.m1
OG0008229	COAC_HUMAN	gfas1.m1.20547.m1
OG0008230	CDK7_HUMAN	gfas1.m1.14504.m1
OG0008231	NEIL1_HUMAN	gfas1.m1.7370.m1
OG0008232	MTRFR_HUMAN	gfas1.m1.270.m1
OG0008233	BAP1_HUMAN	gfas1.m1.10247.m1
OG0008234	RA51D_HUMAN	gfas1.m1.619.m1
OG0008235	SPART_HUMAN	gfas1.m1.18935.m1
OG0008236	DC2I2_HUMAN	gfas1.m1.567.m1
OG0008237	UB2G2_HUMAN	gfas1.m1.16041.m1
OG0008238	GALM_HUMAN	gfas1.m1.11305.m1
OG0008239	ABCB9_HUMAN	gfas1.m1.3902.m1
OG0008240	ACO13_HUMAN	gfas1.m1.205.m1
OG0008241	FANCJ_HUMAN	gfas1.m1.17185.m1
OG0008242	MSS4_HUMAN	gfas1.m1.20847.m1
OG0008243	THADA_HUMAN	gfas1.m1.14626.m1
OG0008244	OXDD_HUMAN	gfas1.m1.240.m1
OG0008245	INT9_HUMAN	gfas1.m1.8589.m1
OG0008246	DHB4_HUMAN	gfas1.m1.4692.m1
OG0008247	GAR1_HUMAN	gfas1.m1.13240.m1
OG0008248	RT22_HUMAN	gfas1.m1.19385.m1
OG0008249	PSME4_HUMAN	gfas1.m1.5847.m1
OG0008250	RL27A_HUMAN	gfas1.m1.7616.m1
OG0008251	CEP19_HUMAN	gfas1.m1.4231.m1
OG0008252	BOREA_HUMAN	gfas1.m1.3023.m1
OG0008254	AGM1_HUMAN	gfas1.m1.2785.m1
OG0008255	OXLD1_HUMAN	gfas1.m1.11974.m1
OG0008256	EDAR_HUMAN	gfas1.m1.7843.m1
OG0008257	BPL1_HUMAN	gfas1.m1.13748.m1
OG0008258	COIL_HUMAN	gfas1.m1.14844.m1
OG0008259	HOP2_HUMAN	gfas1.m1.977.m1
OG0008260	PEX13_HUMAN	gfas1.m1.7022.m1
OG0008261	SCPDL_HUMAN	gfas1.m1.17177.m1
OG0008262	TMEDA_HUMAN	gfas1.m1.21640.m1
OG0008263	HSF2B_HUMAN	gfas1.m1.23573.m1
OG0008264	RTCB_HUMAN	gfas1.m1.4594.m1
OG0008265	OCRL_HUMAN	gfas1.m1.9629.m1
OG0008266	ZNT9_HUMAN	gfas1.m1.18587.m1
OG0008267	SFR1_HUMAN	gfas1.m1.7274.m1
OG0008268	RELCH_HUMAN	gfas1.m1.2675.m1
OG0008269	IF2B_HUMAN	gfas1.m1.2714.m1
OG0008270	RRFM_HUMAN	gfas1.m1.18796.m1
OG0008271	TBCEL_HUMAN	gfas1.m1.4612.m1
OG0008272	ANM3_HUMAN	gfas1.m1.16699.m1
OG0008273	NUDC_HUMAN	gfas1.m1.3757.m1
OG0008274	CF276_HUMAN	gfas1.m1.18988.m1
OG0008275	TIPRL_HUMAN	gfas1.m1.7246.m1
OG0008276	T2EA_HUMAN	gfas1.m1.1926.m1
OG0008277	BAF_HUMAN	gfas1.m1.16439.m1
OG0008278	SPDYA_HUMAN	gfas1.m1.8897.m1
OG0008279	TLCD5_HUMAN	gfas1.m1.898.m1
OG0008280	ST65G_HUMAN	gfas1.m1.1352.m1
OG0008281	RBM42_HUMAN	gfas1.m1.6361.m1
OG0008282	REN3A_HUMAN, REN3B_HUMAN	gfas1.m1.23187.m1
OG0008283	WDR20_HUMAN	gfas1.m1.13458.m1
OG0008284	SIR3_HUMAN	gfas1.m1.19633.m1
OG0008285	TAF2_HUMAN	gfas1.m1.6405.m1
OG0008286	CX058_HUMAN	gfas1.m1.16528.m1
OG0008287	DCTN3_HUMAN	gfas1.m1.4338.m1
OG0008288	DNJA2_HUMAN	gfas1.m1.2300.m1
OG0008289	COQ5_HUMAN	gfas1.m1.9748.m1
OG0008290	PMVK_HUMAN	gfas1.m1.10723.m1
OG0008291	GBF1_HUMAN	gfas1.m1.8206.m1
OG0008292	ZNHI1_HUMAN	gfas1.m1.20421.m1
OG0008293	SH319_HUMAN	gfas1.m1.15826.m1
OG0008294	TRABD_HUMAN	gfas1.m1.6999.m1
OG0008295	DYHC1_HUMAN	gfas1.m1.16946.m1
OG0008296	GRRE1_HUMAN	gfas1.m1.14139.m1
OG0008297	DPCD_HUMAN	gfas1.m1.16914.m1
OG0008298	RSAD2_HUMAN	gfas1.m1.15794.m1
OG0008299	IFT20_HUMAN	gfas1.m1.4702.m1
OG0008300	ATG7_HUMAN	gfas1.m1.7015.m1
OG0008301	SFXN5_HUMAN	gfas1.m1.14095.m1
OG0008302	IKBL1_HUMAN	gfas1.m1.20464.m1
OG0008303	GALK2_HUMAN	gfas1.m1.13170.m1
OG0008304	ASCC2_HUMAN	gfas1.m1.1208.m1
OG0008305	CNOT2_HUMAN	gfas1.m1.9587.m1
OG0008306	RBM18_HUMAN	gfas1.m1.3100.m1
OG0008307	NDUS8_HUMAN	gfas1.m1.8885.m1
OG0008308	APC7_HUMAN	gfas1.m1.1845.m1
OG0008309	PRSR1_HUMAN	gfas1.m1.17099.m1
OG0008310	RABE1_HUMAN	gfas1.m1.13660.m1
OG0008311	GID8_HUMAN	gfas1.m1.3432.m1
OG0008312	RPA43_HUMAN	gfas1.m1.6667.m1
OG0008313	SMUG1_HUMAN	gfas1.m1.976.m1
OG0008314	ZFR2_HUMAN	gfas1.m1.10202.m1
OG0008315	DJC12_HUMAN	gfas1.m1.9919.m1
OG0008316	AT5F1_HUMAN	gfas1.m1.5936.m1
OG0008317	EMC8_HUMAN	gfas1.m1.20143.m1
OG0008318	FBXW5_HUMAN	gfas1.m1.10606.m1
OG0008319	ARP8_HUMAN	gfas1.m1.22221.m1
OG0008320	TCP4_HUMAN	gfas1.m1.16839.m1
OG0008321	RT33_HUMAN	gfas1.m1.17913.m1
OG0008322	CF418_HUMAN	gfas1.m1.2302.m1
OG0008323	NPHP1_HUMAN	gfas1.m1.14784.m1
OG0008324	RIMC1_HUMAN	gfas1.m1.10272.m1
OG0008325	NUCG_HUMAN	gfas1.m1.16527.m1
OG0008326	APT_HUMAN	gfas1.m1.17279.m1
OG0008327	TSR2_HUMAN	gfas1.m1.8682.m1
OG0008328	DALD3_HUMAN	gfas1.m1.5451.m1
OG0008329	VP13B_HUMAN	gfas1.m1.13433.m1
OG0008330	ATP23_HUMAN	gfas1.m1.17873.m1
OG0008331	DPOLQ_HUMAN	gfas1.m1.15351.m1
OG0008332	TM10A_HUMAN	gfas1.m1.18593.m1
OG0008333	MNT_HUMAN	gfas1.m1.13357.m1
OG0008334	RM28_HUMAN	gfas1.m1.2874.m1
OG0008335	NEPR1_HUMAN	gfas1.m1.16626.m1
OG0008336	5NTD_HUMAN	gfas1.m1.19491.m1
OG0008337	CENPK_HUMAN	gfas1.m1.14447.m1
OG0008338	RPGR_HUMAN	gfas1.m1.18798.m1
OG0008339	DPOLB_HUMAN	gfas1.m1.3068.m1
OG0008340	FCF1_HUMAN	gfas1.m1.15611.m1
OG0008341	MEX3B_HUMAN	gfas1.m1.17225.m1
OG0008342	CISD3_HUMAN	gfas1.m1.8998.m1
OG0008343	KTNB1_HUMAN	gfas1.m1.15499.m1
OG0008344	TM164_HUMAN	gfas1.m1.2324.m1
OG0008345	ZNRF3_HUMAN	gfas1.m1.2861.m1
OG0008346	SAMC_HUMAN	gfas1.m1.6079.m1
OG0008347	TM2D2_HUMAN	gfas1.m1.19784.m1
OG0008348	SPDLY_HUMAN	gfas1.m1.23222.m1
OG0008349	PDRG1_HUMAN	gfas1.m1.3095.m1
OG0008350	IN80B_HUMAN	gfas1.m1.13657.m1
OG0008351	SHLD2_HUMAN	gfas1.m1.15586.m1
OG0008352	TM256_HUMAN	gfas1.m1.7469.m1
OG0008353	DHDH_HUMAN	gfas1.m1.20214.m1
OG0008354	TNAP3_HUMAN	gfas1.m1.18901.m1
OG0008355	LZTL1_HUMAN	gfas1.m1.20819.m1
OG0008356	FEM1B_HUMAN	gfas1.m1.15268.m1
OG0008357	TCAB1_HUMAN	gfas1.m1.6353.m1
OG0008358	RFX4_HUMAN	gfas1.m1.14534.m1
OG0008359	SYWM_HUMAN	gfas1.m1.15357.m1
OG0008360	EF1B_HUMAN	gfas1.m1.13956.m1
OG0008361	TEX10_HUMAN	gfas1.m1.13957.m1
OG0008363	CZIB_HUMAN	gfas1.m1.16044.m1
OG0008364	RL10A_HUMAN	gfas1.m1.23658.m1
OG0008365	SAC31_HUMAN	gfas1.m1.127.m1
OG0008366	HDHD3_HUMAN	gfas1.m1.1448.m1
OG0008368	KDSR_HUMAN	gfas1.m1.10026.m1
OG0008369	ABITM_HUMAN	gfas1.m1.2060.m1
OG0008370	BRX1_HUMAN	gfas1.m1.1162.m1
OG0008371	ALKMO_HUMAN	gfas1.m1.1375.m1
OG0008372	TONSL_HUMAN	gfas1.m1.16627.m1
OG0008373	OGFD1_HUMAN	gfas1.m1.524.m1
OG0008374	NKRF_HUMAN	gfas1.m1.14175.m1
OG0008375	CH082_HUMAN	gfas1.m1.15505.m1
OG0008376	NOB1_HUMAN	gfas1.m1.8449.m1
OG0008377	GCKR_HUMAN	gfas1.m1.16854.m1
OG0008378	CCD12_HUMAN	gfas1.m1.6289.m1
OG0008379	VPS72_HUMAN	gfas1.m1.9510.m1
OG0008380	TASP1_HUMAN	gfas1.m1.21221.m1
OG0008381	DPOD4_HUMAN	gfas1.m1.13655.m1
OG0008382	GTR12_HUMAN	gfas1.m1.1980.m1
OG0008383	AIFM3_HUMAN	gfas1.m1.13530.m1
OG0008384	VAC14_HUMAN	gfas1.m1.2390.m1
OG0008385	RL34_HUMAN	gfas1.m1.805.m1
OG0008386	KAD6_HUMAN	gfas1.m1.6335.m1
OG0008387	DNLI3_HUMAN	gfas1.m1.164.m1
OG0008388	LACB2_HUMAN	gfas1.m1.17410.m1
OG0008389	RL6_HUMAN	gfas1.m1.16323.m1
OG0008390	ZMAT5_HUMAN	gfas1.m1.18049.m1
OG0008391	IF4B_HUMAN	gfas1.m1.6397.m1
OG0008392	COX6C_HUMAN	gfas1.m1.2365.m1
OG0008393	INT14_HUMAN	gfas1.m1.15471.m1
OG0008394	NOP58_HUMAN	gfas1.m1.22554.m1
OG0008395	COFA1_HUMAN	gfas1.m1.12301.m1
OG0008396	TTC16_HUMAN	gfas1.m1.3299.m1
OG0008397	FOLC_HUMAN	gfas1.m1.4331.m1
OG0008398	TECT2_HUMAN	gfas1.m1.4034.m1
OG0008399	PDE6D_HUMAN	gfas1.m1.199.m1
OG0008400	PPIE_HUMAN	gfas1.m1.1117.m1
OG0008401	GRWD1_HUMAN	gfas1.m1.16771.m1
OG0008402	UBE4A_HUMAN	gfas1.m1.2004.m1
OG0008403	ATM_HUMAN	gfas1.m1.19736.m1
OG0008404	NH2L1_HUMAN	gfas1.m1.6248.m1
OG0008405	PR38B_HUMAN	gfas1.m1.2112.m1
OG0008406	HCFC2_HUMAN	gfas1.m1.16201.m1
OG0008407	ALLC_HUMAN	gfas1.m1.9909.m1
OG0008409	QCR7_HUMAN	gfas1.m1.3691.m1
OG0008410	HPDL_HUMAN	gfas1.m1.8030.m1
OG0008411	CLPT1_HUMAN	gfas1.m1.2185.m1
OG0008412	CC125_HUMAN	gfas1.m1.14480.m1
OG0008413	DDX56_HUMAN	gfas1.m1.18359.m1
OG0008414	ARP5_HUMAN	gfas1.m1.1543.m1
OG0008415	CFA58_HUMAN	gfas1.m1.2633.m1
OG0008417	RPC7L_HUMAN	gfas1.m1.10256.m1
OG0008418	CMAP2_HUMAN	gfas1.m1.10709.m1
OG0008419	NOP14_HUMAN	gfas1.m1.5475.m1
OG0008420	MLH1_HUMAN	gfas1.m1.2500.m1
OG0008421	RNH2B_HUMAN	gfas1.m1.23325.m1
OG0008422	CAF1A_HUMAN	gfas1.m1.1134.m1
OG0008423	ANAG_HUMAN	gfas1.m1.14431.m1
OG0008424	RPAB5_HUMAN	gfas1.m1.917.m1
OG0008425	YJU2B_HUMAN	gfas1.m1.3141.m1
OG0008426	AGK_HUMAN	gfas1.m1.18880.m1
OG0008427	LMBD1_HUMAN	gfas1.m1.6400.m1
OG0008428	MED6_HUMAN	gfas1.m1.8080.m1
OG0008429	CDC5L_HUMAN	gfas1.m1.14707.m1
OG0008430	FRG1_HUMAN	gfas1.m1.1264.m1
OG0008431	MCM8_HUMAN	gfas1.m1.17305.m1
OG0008432	PIF1_HUMAN	gfas1.m1.553.m1
OG0008433	IYD1_HUMAN	gfas1.m1.3875.m1
OG0008434	TAF5L_HUMAN	gfas1.m1.14083.m1
OG0008435	NAGK_HUMAN	gfas1.m1.3390.m1
OG0008436	RFC1_HUMAN	gfas1.m1.6592.m1
OG0008437	PALD_HUMAN	gfas1.m1.14141.m1
OG0008438	UBE2C_HUMAN	gfas1.m1.18910.m1
OG0008440	PRI1_HUMAN	gfas1.m1.18517.m1
OG0008441	NTH_HUMAN	gfas1.m1.17085.m1
OG0008442	K1328_HUMAN	gfas1.m1.9962.m1
OG0008443	S68A1_HUMAN	gfas1.m1.13215.m1
OG0008444	U3IP2_HUMAN	gfas1.m1.17866.m1
OG0008445	HAP40_HUMAN	gfas1.m1.10776.m1
OG0008446	EFC10_HUMAN	gfas1.m1.18805.m1
OG0008447	AMPL_HUMAN	gfas1.m1.8748.m1
OG0008448	S33A2_HUMAN	gfas1.m1.8666.m1
OG0008449	3BP2_HUMAN	gfas1.m1.5913.m1
OG0008450	RBM22_HUMAN	gfas1.m1.1088.m1
OG0008451	TRM7_HUMAN	gfas1.m1.5276.m1
OG0008452	SR140_HUMAN	gfas1.m1.6346.m1
OG0008453	SNPC1_HUMAN	gfas1.m1.856.m1
OG0008454	ACK1_HUMAN	gfas1.m1.7791.m1
OG0008455	RL32_HUMAN	gfas1.m1.9256.m1
OG0008456	CDIN1_HUMAN	gfas1.m1.16397.m1
OG0008457	COX10_HUMAN	gfas1.m1.20955.m1
OG0008458	NPAL2_HUMAN	gfas1.m1.2048.m1
OG0008459	NADAP_HUMAN	gfas1.m1.466.m1
OG0008460	TPC2L_HUMAN	gfas1.m1.14932.m1
OG0008461	FP100_HUMAN	gfas1.m1.16253.m1
OG0008462	RFA3_HUMAN	gfas1.m1.15519.m1
OG0008463	CIP1_HUMAN	gfas1.m1.12875.m1
OG0008464	MOGS_HUMAN	gfas1.m1.6903.m1
OG0008465	SSUH2_HUMAN	gfas1.m1.17603.m1
OG0008782	MSD7_HUMAN	gfas1.m1.21705.m1
OG0008783	DYH7_HUMAN	gfas1.m1.4168.m1
OG0008785	TBA4A_HUMAN	gfas1.m1.9536.m1
OG0008786	WNT4_HUMAN	gfas1.m1.16124.m1
OG0008787	C4BPB_HUMAN	gfas1.m1.14999.m1, gfas1.m1.20029.m1
OG0008789	PAR11_HUMAN	gfas1.m1.5661.m1
OG0008791	LRP5L_HUMAN, LRAD2_HUMAN	gfas1.m1.1142.m1
OG0008795	GBG11_HUMAN	gfas1.m1.23498.m1
OG0008796	LIN7A_HUMAN	gfas1.m1.15156.m1
OG0008800	GSC_HUMAN	gfas1.m1.448.m1
OG0008802	KGP2_HUMAN	gfas1.m1.17506.m1
OG0008803	GTSF1_HUMAN	gfas1.m1.19119.m1
OG0008804	SEPT2_HUMAN	gfas1.m1.14173.m1
OG0008805	DHX16_HUMAN	gfas1.m1.17967.m1
OG0008806	SORL_HUMAN	gfas1.m1.20607.m1
OG0008811	PLPL4_HUMAN	gfas1.m1.19369.m1
OG0008812	ASML_HUMAN	gfas1.m1.1663.m1
OG0008816	APLD1_HUMAN	gfas1.m1.8843.m1
OG0008818	WDR88_HUMAN	gfas1.m1.2900.m1
OG0008819	PKHL1_HUMAN	gfas1.m1.15549.m1
OG0008821	IDH3B_HUMAN	gfas1.m1.2494.m1
OG0008822	SYN3_HUMAN	gfas1.m1.1219.m1
OG0008826	WDR97_HUMAN	gfas1.m1.4415.m1
OG0008830	NEUL_HUMAN	gfas1.m1.14546.m1
OG0008833	DPOLL_HUMAN	gfas1.m1.10956.m1
OG0008834	HSDL1_HUMAN	gfas1.m1.17344.m1
OG0008835	FAAH2_HUMAN	gfas1.m1.16925.m1
OG0008837	MTG2_HUMAN	gfas1.m1.1566.m1
OG0008838	ACAD9_HUMAN	gfas1.m1.14576.m1
OG0008839	XNDC1_HUMAN	gfas1.m1.14880.m1
OG0008841	CPSM_HUMAN	gfas1.m1.14632.m1
OG0008842	PHS2_HUMAN	gfas1.m1.13625.m1
OG0008845	PHTF2_HUMAN	gfas1.m1.19213.m1
OG0008846	T161A_HUMAN	gfas1.m1.2710.m1
OG0008854	SMKR1_HUMAN	gfas1.m1.4764.m1
OG0008855	TAF13_HUMAN	gfas1.m1.13746.m1
OG0008856	SUPT3_HUMAN	gfas1.m1.3017.m1
OG0008857	RGSL_HUMAN	gfas1.m1.2346.m1
OG0008859	BRD10_HUMAN	gfas1.m1.7271.m1
OG0008864	LTO1_HUMAN	gfas1.m1.7158.m1
OG0008872	CBR4_HUMAN	gfas1.m1.20703.m1
OG0008874	TOPZ1_HUMAN	gfas1.m1.1287.m1
OG0008875	MZT1_HUMAN	gfas1.m1.13860.m1
OG0008877	RT23_HUMAN	gfas1.m1.9329.m1
OG0008879	RRS1_HUMAN	gfas1.m1.6873.m1
OG0008881	YC006_HUMAN	gfas1.m1.4989.m1
OG0008882	RB_HUMAN	gfas1.m1.16619.m1
OG0008883	AVL9_HUMAN	gfas1.m1.9529.m1
OG0008884	TATD2_HUMAN	gfas1.m1.8668.m1
OG0008886	PRP6_HUMAN	gfas1.m1.9129.m1
OG0008892	PTPS_HUMAN	gfas1.m1.3300.m1
OG0008893	TIM50_HUMAN	gfas1.m1.3697.m1
OG0008899	NTCP7_HUMAN	gfas1.m1.19159.m1
OG0008904	STYL1_HUMAN	gfas1.m1.18319.m1
OG0008905	KRI1_HUMAN	gfas1.m1.5060.m1
OG0008906	GET1_HUMAN	gfas1.m1.5743.m1
OG0008909	CC149_HUMAN	gfas1.m1.21151.m1
OG0008918	G6PT1_HUMAN	gfas1.m1.98.m1
OG0008919	TM243_HUMAN	gfas1.m1.10156.m1
OG0008924	YETS4_HUMAN	gfas1.m1.17623.m1
OG0008927	CPTP_HUMAN	gfas1.m1.18697.m1
OG0008933	ADPRM_HUMAN	gfas1.m1.14567.m1
OG0008935	GEMI4_HUMAN	gfas1.m1.4325.m1
OG0008936	RPIA_HUMAN	gfas1.m1.16780.m1
OG0008942	RT18C_HUMAN	gfas1.m1.3745.m1
OG0008943	SELT_HUMAN	gfas1.m1.16525.m1
OG0008947	S35A4_HUMAN	gfas1.m1.14783.m1
OG0008950	UBE2U_HUMAN	gfas1.m1.5815.m1
OG0008954	DHR12_HUMAN	gfas1.m1.5942.m1
OG0008961	RPGF1_HUMAN	gfas1.m1.14681.m1
OG0008962	CREG1_HUMAN	gfas1.m1.16829.m1
OG0008970	TM134_HUMAN	gfas1.m1.14156.m1
OG0008971	TTC6_HUMAN	gfas1.m1.13189.m1
OG0008974	FBX15_HUMAN	gfas1.m1.2987.m1
OG0008985	CETN3_HUMAN	gfas1.m1.8646.m1
OG0008989	TF3C5_HUMAN	gfas1.m1.3295.m1
OG0008994	RT18A_HUMAN	gfas1.m1.13777.m1
OG0008995	PIGQ_HUMAN	gfas1.m1.7297.m1
OG0008998	ANR22_HUMAN	gfas1.m1.5145.m1
OG0008999	S39AD_HUMAN	gfas1.m1.561.m1
OG0009001	CDC26_HUMAN	gfas1.m1.2923.m1
OG0009002	BORC6_HUMAN	gfas1.m1.15790.m1
OG0009007	CYB_HUMAN	gfas1.m1.22404.m1
OG0009013	8ODP_HUMAN	gfas1.m1.5638.m1
OG0009014	HAUS6_HUMAN	gfas1.m1.5359.m1
OG0009023	DUS23_HUMAN	gfas1.m1.1274.m1
OG0009033	DDX46_HUMAN	gfas1.m1.4970.m1
OG0009036	WDR36_HUMAN	gfas1.m1.533.m1
OG0009038	FXL18_HUMAN	gfas1.m1.6348.m1
OG0009041	CEP89_HUMAN	gfas1.m1.17208.m1
OG0009043	NBAS_HUMAN	gfas1.m1.23576.m1
OG0009045	ENOPH_HUMAN	gfas1.m1.21416.m1
OG0009048	EFC12_HUMAN	gfas1.m1.4596.m1
OG0009050	COX2_HUMAN	gfas1.m1.22947.m1
