Orthogroup	Mmus	Gfas
OG0007437	CE120_MOUSE	gfas1.m1.1136.m1
OG0007438	UXS1_MOUSE	gfas1.m1.19224.m1
OG0007439	PREP_MOUSE	gfas1.m1.1400.m1
OG0007440	SKI8_MOUSE	gfas1.m1.9699.m1
OG0007441	IFT52_MOUSE	gfas1.m1.5082.m1
OG0007442	COMD1_MOUSE	gfas1.m1.13479.m1
OG0007443	ACAD8_MOUSE	gfas1.m1.9111.m1
OG0007444	DDX54_MOUSE	gfas1.m1.15850.m1
OG0007445	SPAG6_MOUSE	gfas1.m1.10147.m1
OG0007446	KGD4_MOUSE	gfas1.m1.6781.m1
OG0007447	ANR54_MOUSE	gfas1.m1.9622.m1
OG0007448	PSDE_MOUSE	gfas1.m1.15036.m1
OG0007449	CSN3_MOUSE	gfas1.m1.16607.m1
OG0007451	PRD12_MOUSE	gfas1.m1.16810.m1
OG0007452	TREA_MOUSE	gfas1.m1.6425.m1
OG0007453	BL1S2_MOUSE	gfas1.m1.14752.m1
OG0007454	BBS1_MOUSE	gfas1.m1.18293.m1
OG0007455	C19L1_MOUSE	gfas1.m1.2752.m1
OG0007456	EMC4_MOUSE	gfas1.m1.2358.m1
OG0007457	HACL1_MOUSE	gfas1.m1.15237.m1
OG0007458	MARH6_MOUSE	gfas1.m1.14400.m1
OG0007459	NOL12_MOUSE	gfas1.m1.4954.m1
OG0007460	DPYD_MOUSE	gfas1.m1.15510.m1
OG0007461	TM35B_MOUSE	gfas1.m1.10254.m1
OG0007462	MAT2B_MOUSE	gfas1.m1.23387.m1
OG0007463	TIM14_MOUSE	gfas1.m1.1530.m1
OG0007465	COXM1_MOUSE	gfas1.m1.8376.m1
OG0007466	SNR48_MOUSE	gfas1.m1.17231.m1
OG0007467	CGL_MOUSE	gfas1.m1.7296.m1
OG0007468	SUCB2_MOUSE	gfas1.m1.10153.m1
OG0007469	GCSP_MOUSE	gfas1.m1.4356.m1
OG0007470	TRAP1_MOUSE	gfas1.m1.5277.m1
OG0007472	NUB1_MOUSE	gfas1.m1.13990.m1
OG0007473	DLG5_MOUSE	gfas1.m1.15169.m1
OG0007474	PF21A_MOUSE	gfas1.m1.15155.m1
OG0007475	MCM2_MOUSE	gfas1.m1.23245.m1
OG0007476	ASSY_MOUSE	gfas1.m1.10306.m1
OG0007477	EXOC5_MOUSE	gfas1.m1.8302.m1
OG0007478	ADPRH_MOUSE	gfas1.m1.19347.m1
OG0007479	SUCA_MOUSE	gfas1.m1.9880.m1
OG0007480	RS6_MOUSE	gfas1.m1.14493.m1
OG0007481	PAN3_MOUSE	gfas1.m1.2428.m1
OG0007482	CTC1_MOUSE	gfas1.m1.14779.m1
OG0007483	TSR1_MOUSE	gfas1.m1.8403.m1
OG0007484	SUGP1_MOUSE	gfas1.m1.18352.m1
OG0007485	VAMP7_MOUSE	gfas1.m1.20650.m1
OG0007486	BT3L4_MOUSE	gfas1.m1.23852.m1
OG0007487	NSF_MOUSE	gfas1.m1.11253.m1
OG0007488	GCC1_MOUSE	gfas1.m1.1730.m1
OG0007489	GSHR_MOUSE	gfas1.m1.15081.m1
OG0007490	L10K_MOUSE	gfas1.m1.1648.m1
OG0007491	QTMAN_MOUSE	gfas1.m1.21323.m1
OG0007492	SEC12_MOUSE	gfas1.m1.6485.m1
OG0007493	SRR1L_MOUSE	gfas1.m1.8886.m1
OG0007494	ZSWM2_MOUSE	gfas1.m1.4509.m1
OG0007495	NU133_MOUSE	gfas1.m1.8265.m1
OG0007496	PDPR_MOUSE	gfas1.m1.7092.m1
OG0007497	PDD2L_MOUSE	gfas1.m1.11758.m1
OG0007498	MPP10_MOUSE	gfas1.m1.6018.m1
OG0007499	MASU1_MOUSE	gfas1.m1.17642.m1
OG0007500	MYO19_MOUSE	gfas1.m1.2860.m1
OG0007501	DJC21_MOUSE	gfas1.m1.705.m1
OG0007502	EMC2_MOUSE	gfas1.m1.5023.m1
OG0007503	HEMK2_MOUSE	gfas1.m1.5668.m1
OG0007504	METL9_MOUSE	gfas1.m1.9437.m1
OG0007505	PRP17_MOUSE	gfas1.m1.13732.m1
OG0007506	DNLI4_MOUSE	gfas1.m1.19102.m1
OG0007507	PT117_MOUSE	gfas1.m1.4903.m1
OG0007508	GCP4_MOUSE	gfas1.m1.14509.m1
OG0007509	LTOR1_MOUSE	gfas1.m1.19106.m1
OG0007510	TDG_MOUSE	gfas1.m1.22769.m1
OG0007511	RUSD2_MOUSE	gfas1.m1.18505.m1
OG0007512	RSPH9_MOUSE	gfas1.m1.1277.m1
OG0007513	DRC9_MOUSE	gfas1.m1.9177.m1
OG0007514	M18BP_MOUSE	gfas1.m1.13500.m1
OG0007515	NOC4L_MOUSE	gfas1.m1.3825.m1
OG0007516	RITA1_MOUSE	gfas1.m1.14750.m1
OG0007517	TLS1_MOUSE	gfas1.m1.23445.m1
OG0007518	GID4_MOUSE	gfas1.m1.17147.m1
OG0007519	GTPB2_MOUSE	gfas1.m1.18607.m1
OG0007520	RMC1_MOUSE	gfas1.m1.5087.m1
OG0007521	SEC62_MOUSE	gfas1.m1.13520.m1
OG0007522	GFRP_MOUSE	gfas1.m1.4122.m1
OG0007523	NTAQ1_MOUSE	gfas1.m1.15249.m1
OG0007524	SHPK_MOUSE	gfas1.m1.7999.m1
OG0007525	MPI_MOUSE	gfas1.m1.730.m1
OG0007526	ZGLP1_MOUSE	gfas1.m1.2463.m1
OG0007527	RFX5_MOUSE	gfas1.m1.14720.m1
OG0007528	PPME1_MOUSE	gfas1.m1.19108.m1
OG0007529	MCMBP_MOUSE	gfas1.m1.18061.m1
OG0007530	NJMU_MOUSE	gfas1.m1.17568.m1
OG0007531	RNF10_MOUSE	gfas1.m1.19252.m1
OG0007532	AP4A_MOUSE	gfas1.m1.14296.m1
OG0007533	WDR7_MOUSE	gfas1.m1.9762.m1
OG0007534	RIDA_MOUSE	gfas1.m1.7024.m1
OG0007535	RAD52_MOUSE	gfas1.m1.1237.m1
OG0007536	RENR_MOUSE	gfas1.m1.3032.m1
OG0007537	UBR2_MOUSE	gfas1.m1.7345.m1
OG0007538	F228B_MOUSE	gfas1.m1.4021.m1
OG0007539	TXND9_MOUSE	gfas1.m1.18589.m1
OG0007540	PDZD8_MOUSE	gfas1.m1.19884.m1
OG0007541	RBCC1_MOUSE	gfas1.m1.9543.m1
OG0007543	CP110_MOUSE	gfas1.m1.7146.m1
OG0007544	SBDS_MOUSE	gfas1.m1.1807.m1
OG0007545	SAC1_MOUSE	gfas1.m1.14283.m1
OG0007546	SPT17_MOUSE	gfas1.m1.14959.m1
OG0007547	CAAP1_MOUSE	gfas1.m1.20919.m1
OG0007548	SETX_MOUSE	gfas1.m1.8622.m1
OG0007549	HEAT6_MOUSE	gfas1.m1.9771.m1
OG0007550	PSMG3_MOUSE	gfas1.m1.22686.m1
OG0007551	NAA40_MOUSE	gfas1.m1.13788.m1
OG0007553	PSA5_MOUSE	gfas1.m1.2215.m1
OG0007554	SAE1_MOUSE	gfas1.m1.2001.m1
OG0007555	HPS1_MOUSE	gfas1.m1.17080.m1
OG0007556	SIAE_MOUSE	gfas1.m1.15115.m1
OG0007557	RN121_MOUSE	gfas1.m1.14105.m1
OG0007558	REXO4_MOUSE	gfas1.m1.3884.m1
OG0007559	METL6_MOUSE	gfas1.m1.15595.m1
OG0007560	FIP1_MOUSE	gfas1.m1.14388.m1
OG0007561	ANR27_MOUSE	gfas1.m1.1553.m1
OG0007562	PSMG4_MOUSE	gfas1.m1.16632.m1
OG0007563	SNX4_MOUSE	gfas1.m1.13643.m1
OG0007564	ATG5_MOUSE	gfas1.m1.3668.m1
OG0007565	S25A3_MOUSE	gfas1.m1.8984.m1
OG0007566	SARNP_MOUSE	gfas1.m1.18263.m1
OG0007567	AASD1_MOUSE	gfas1.m1.5015.m1
OG0007568	DAA19_MOUSE	gfas1.m1.793.m1
OG0007569	TADA3_MOUSE	gfas1.m1.14470.m1
OG0007570	TMTC2_MOUSE	gfas1.m1.19128.m1
OG0007571	DDA1_MOUSE	gfas1.m1.1127.m1
OG0007572	BI1_MOUSE	gfas1.m1.9687.m1
OG0007573	HASP_MOUSE	gfas1.m1.586.m1
OG0007574	FAIM1_MOUSE	gfas1.m1.14044.m1
OG0007575	DJC27_MOUSE	gfas1.m1.9371.m1
OG0007576	ABTB1_MOUSE	gfas1.m1.13898.m1
OG0007577	WDR43_MOUSE	gfas1.m1.779.m1
OG0007578	PRLD1_MOUSE	gfas1.m1.15879.m1
OG0007579	ZFY21_MOUSE	gfas1.m1.496.m1
OG0007580	ATPB_MOUSE	gfas1.m1.5352.m1
OG0007581	S39A7_MOUSE	gfas1.m1.10685.m1
OG0007582	RNK_MOUSE	gfas1.m1.4445.m1
OG0007583	GDF1_MOUSE	gfas1.m1.22079.m1, gfas1.m1.15.m1
OG0007584	F151B_MOUSE	gfas1.m1.8238.m1
OG0007585	AEBP2_MOUSE	gfas1.m1.4482.m1
OG0007586	DIM1_MOUSE	gfas1.m1.15302.m1
OG0007587	NUBP2_MOUSE	gfas1.m1.17606.m1
OG0007588	ELP1_MOUSE	gfas1.m1.13968.m1
OG0007589	FBX9_MOUSE	gfas1.m1.15206.m1
OG0007590	RM20_MOUSE	gfas1.m1.11120.m1
OG0007591	DCTP1_MOUSE	gfas1.m1.8887.m1
OG0007592	CNDG2_MOUSE	gfas1.m1.17855.m1
OG0007593	SYCC_MOUSE	gfas1.m1.3413.m1
OG0007594	EFCB9_MOUSE	gfas1.m1.21075.m1, gfas1.m1.17174.m1
OG0007595	CDAN1_MOUSE	gfas1.m1.8681.m1
OG0007596	MKLN1_MOUSE	gfas1.m1.9262.m1
OG0007597	KISHB_MOUSE	gfas1.m1.8059.m1
OG0007598	BET1L_MOUSE	gfas1.m1.14315.m1
OG0007599	RS21_MOUSE	gfas1.m1.1791.m1
OG0007600	GNPAT_MOUSE	gfas1.m1.7350.m1
OG0007601	PNPH_MOUSE	gfas1.m1.23292.m1
OG0007602	BROMI_MOUSE	gfas1.m1.277.m1
OG0007603	MTA70_MOUSE	gfas1.m1.18757.m1
OG0007604	BRD8_MOUSE	gfas1.m1.17112.m1
OG0007605	CMBL_MOUSE	gfas1.m1.1370.m1
OG0007606	PMM2_MOUSE	gfas1.m1.19715.m1
OG0007607	TM230_MOUSE	gfas1.m1.21526.m1
OG0007609	SEC20_MOUSE	gfas1.m1.14082.m1
OG0007610	F241B_MOUSE	gfas1.m1.22362.m1
OG0007611	STKL1_MOUSE	gfas1.m1.10375.m1
OG0007612	WDR82_MOUSE	gfas1.m1.17908.m1
OG0007613	BMPER_MOUSE	gfas1.m1.14221.m1
OG0007616	PCF11_MOUSE	gfas1.m1.4185.m1
OG0007617	QOR_MOUSE	gfas1.m1.3855.m1
OG0007618	SELH_MOUSE	gfas1.m1.1850.m1
OG0007619	LRC58_MOUSE	gfas1.m1.13609.m1
OG0007620	STK36_MOUSE	gfas1.m1.14770.m1
OG0007622	ZUP1_MOUSE	gfas1.m1.19268.m1
OG0007624	OAT_MOUSE	gfas1.m1.8035.m1
OG0007625	S35A3_MOUSE	gfas1.m1.539.m1
OG0007626	BUD13_MOUSE	gfas1.m1.3009.m1
OG0007627	PAF1_MOUSE	gfas1.m1.9947.m1
OG0007628	ACSF3_MOUSE	gfas1.m1.1031.m1
OG0007629	ALPK1_MOUSE	gfas1.m1.5636.m1
OG0007630	LSG1_MOUSE	gfas1.m1.16078.m1
OG0007631	CC171_MOUSE	gfas1.m1.15937.m1
OG0007632	RT28_MOUSE	gfas1.m1.3689.m1
OG0007633	CTSRQ_MOUSE	gfas1.m1.2045.m1
OG0007634	ADCY9_MOUSE	gfas1.m1.13914.m1
OG0007635	CY561_MOUSE	gfas1.m1.23274.m1
OG0007636	ZFAN1_MOUSE	gfas1.m1.16453.m1
OG0007638	CNIH4_MOUSE	gfas1.m1.459.m1
OG0007639	TTLL5_MOUSE	gfas1.m1.6505.m1
OG0007640	NUD19_MOUSE	gfas1.m1.21052.m1
OG0007641	SPB1_MOUSE	gfas1.m1.17192.m1
OG0007642	H1BP3_MOUSE	gfas1.m1.15273.m1
OG0007643	PTN9_MOUSE	gfas1.m1.2788.m1
OG0007644	FKBPL_MOUSE	gfas1.m1.19976.m1
OG0007645	EDEM2_MOUSE	gfas1.m1.11194.m1
OG0007646	LTAP1_MOUSE	gfas1.m1.20548.m1
OG0007647	CDC16_MOUSE	gfas1.m1.15455.m1
OG0007648	OXA1L_MOUSE	gfas1.m1.313.m1
OG0007650	LTOR2_MOUSE	gfas1.m1.16217.m1
OG0007651	TM242_MOUSE	gfas1.m1.18800.m1
OG0007652	CANT1_MOUSE	gfas1.m1.5641.m1
OG0007653	RL7_MOUSE	gfas1.m1.10753.m1
OG0007654	PX11C_MOUSE	gfas1.m1.18200.m1
OG0007655	TIM21_MOUSE	gfas1.m1.19796.m1
OG0007656	DCTD_MOUSE	gfas1.m1.15130.m1
OG0007657	ANM9_MOUSE	gfas1.m1.7244.m1
OG0007658	RL9_MOUSE	gfas1.m1.7809.m1
OG0007659	FABD_MOUSE	gfas1.m1.1556.m1
OG0007660	S2543_MOUSE	gfas1.m1.2084.m1
OG0007661	CHMP7_MOUSE	gfas1.m1.18470.m1
OG0007662	FTM_MOUSE	gfas1.m1.16589.m1
OG0007663	PUM3_MOUSE	gfas1.m1.4616.m1
OG0007664	DJC28_MOUSE	gfas1.m1.13745.m1
OG0007665	TOPK_MOUSE	gfas1.m1.16755.m1
OG0007666	IQCB1_MOUSE	gfas1.m1.11244.m1
OG0007667	SMCE1_MOUSE	gfas1.m1.14801.m1
OG0007668	QKI_MOUSE	gfas1.m1.20783.m1
OG0007669	SPCS_MOUSE	gfas1.m1.2491.m1
OG0007670	ACDSB_MOUSE	gfas1.m1.2492.m1
OG0007671	PDC10_MOUSE	gfas1.m1.14888.m1
OG0007672	STML2_MOUSE	gfas1.m1.8578.m1
OG0007673	NUP93_MOUSE	gfas1.m1.17211.m1
OG0007674	CENPQ_MOUSE	gfas1.m1.1982.m1
OG0007675	TM9S4_MOUSE	gfas1.m1.1081.m1
OG0007677	LSM7_MOUSE	gfas1.m1.15248.m1
OG0007678	RU17_MOUSE	gfas1.m1.3404.m1
OG0007679	TM9S2_MOUSE	gfas1.m1.8637.m1
OG0007680	ADAT3_MOUSE	gfas1.m1.5651.m1
OG0007681	PP1R7_MOUSE	gfas1.m1.5319.m1
OG0007682	PEPL1_MOUSE	gfas1.m1.18119.m1
OG0007684	TF2AA_MOUSE	gfas1.m1.15532.m1
OG0007685	MFHA1_MOUSE	gfas1.m1.13992.m1
OG0007686	TAF6L_MOUSE	gfas1.m1.14186.m1
OG0007687	NDOR1_MOUSE	gfas1.m1.5134.m1
OG0007688	DISC1_MOUSE	gfas1.m1.760.m1
OG0007689	LRC61_MOUSE	gfas1.m1.22517.m1
OG0007690	PGAM5_MOUSE	gfas1.m1.1084.m1
OG0007691	HAT1_MOUSE	gfas1.m1.8248.m1
OG0007693	CEP72_MOUSE	gfas1.m1.18208.m1
OG0007694	TRAIP_MOUSE	gfas1.m1.16074.m1
OG0007695	DGCR8_MOUSE	gfas1.m1.4688.m1
OG0007696	OSER1_MOUSE	gfas1.m1.6299.m1
OG0007697	INT12_MOUSE	gfas1.m1.10259.m1
OG0007698	EED_MOUSE	gfas1.m1.4028.m1
OG0007699	PLBL2_MOUSE	gfas1.m1.234.m1
OG0007700	OFUT2_MOUSE	gfas1.m1.15575.m1
OG0007701	SNPC3_MOUSE	gfas1.m1.19164.m1
OG0007703	GEMI2_MOUSE	gfas1.m1.13890.m1
OG0007704	RB27A_MOUSE	gfas1.m1.7595.m1
OG0007705	PEDS1_MOUSE	gfas1.m1.18794.m1
OG0007706	DIESL_MOUSE	gfas1.m1.2366.m1
OG0007708	TMED2_MOUSE	gfas1.m1.14761.m1
OG0007709	LRIQ1_MOUSE	gfas1.m1.14945.m1
OG0007710	THEM6_MOUSE	gfas1.m1.19674.m1
OG0007711	SPT2_MOUSE	gfas1.m1.15146.m1
OG0007712	NUP35_MOUSE	gfas1.m1.3435.m1
OG0007713	CDK9_MOUSE	gfas1.m1.2926.m1
OG0007714	ARL6_MOUSE	gfas1.m1.2583.m1
OG0007716	CY1_MOUSE	gfas1.m1.322.m1
OG0007717	DCTN6_MOUSE	gfas1.m1.6383.m1
OG0007718	RL28_MOUSE	gfas1.m1.15188.m1
OG0007719	NU153_MOUSE	gfas1.m1.5085.m1
OG0007720	PHOCN_MOUSE	gfas1.m1.5786.m1
OG0007721	UTP20_MOUSE	gfas1.m1.8649.m1
OG0007722	MICU3_MOUSE	gfas1.m1.1470.m1
OG0007723	TBC24_MOUSE	gfas1.m1.21762.m1
OG0007724	PPCE_MOUSE	gfas1.m1.20942.m1
OG0007725	NDC80_MOUSE	gfas1.m1.9553.m1
OG0007726	SP30L_MOUSE	gfas1.m1.1836.m1
OG0007727	PSME3_MOUSE	gfas1.m1.18108.m1
OG0007728	TECR_MOUSE	gfas1.m1.5588.m1
OG0007729	MED22_MOUSE	gfas1.m1.4339.m1
OG0007730	ALG8_MOUSE	gfas1.m1.23430.m1
OG0007731	MET23_MOUSE	gfas1.m1.10283.m1
OG0007732	TERB1_MOUSE	gfas1.m1.7938.m1
OG0007733	GLE1_MOUSE	gfas1.m1.4257.m1
OG0007734	NKX12_MOUSE	gfas1.m1.578.m1
OG0007735	AFG2B_MOUSE	gfas1.m1.1113.m1
OG0007736	HPS4_MOUSE	gfas1.m1.2341.m1
OG0007737	CNBD2_MOUSE	gfas1.m1.5012.m1
OG0007739	SYNRG_MOUSE	gfas1.m1.3460.m1
OG0007740	MANBA_MOUSE	gfas1.m1.23394.m1
OG0007741	DNPH1_MOUSE	gfas1.m1.1889.m1
OG0007742	MET18_MOUSE	gfas1.m1.7391.m1
OG0007743	TM129_MOUSE	gfas1.m1.16151.m1
OG0007744	HCDH_MOUSE	gfas1.m1.804.m1
OG0007745	DIK1C_MOUSE	gfas1.m1.15501.m1
OG0007746	CB076_MOUSE	gfas1.m1.23270.m1
OG0007747	MCE1_MOUSE	gfas1.m1.19158.m1
OG0007748	CC142_MOUSE	gfas1.m1.13211.m1
OG0007749	ETFR1_MOUSE	gfas1.m1.6004.m1
OG0007750	PDIP2_MOUSE	gfas1.m1.620.m1
OG0007751	CF184_MOUSE	gfas1.m1.5622.m1
OG0007752	DJC16_MOUSE	gfas1.m1.128.m1
OG0007753	DLP1_MOUSE	gfas1.m1.8555.m1
OG0007754	MAEA_MOUSE	gfas1.m1.5919.m1
OG0007755	FGOP2_MOUSE	gfas1.m1.10021.m1
OG0007756	VPS53_MOUSE	gfas1.m1.21316.m1
OG0007758	NCBP2_MOUSE	gfas1.m1.3504.m1
OG0007759	LIAS_MOUSE	gfas1.m1.15830.m1
OG0007760	CMI2B_MOUSE	gfas1.m1.1779.m1
OG0007761	RUSD4_MOUSE	gfas1.m1.7495.m1
OG0007762	SYSC_MOUSE	gfas1.m1.1422.m1
OG0007764	MAEL_MOUSE	gfas1.m1.11262.m1
OG0007765	ZCH10_MOUSE	gfas1.m1.7810.m1
OG0007766	RM15_MOUSE	gfas1.m1.2802.m1
OG0007767	UBC9_MOUSE	gfas1.m1.4773.m1
OG0007768	PLAP_MOUSE	gfas1.m1.3462.m1
OG0007769	COMD3_MOUSE	gfas1.m1.9001.m1
OG0007770	MD2L1_MOUSE	gfas1.m1.9397.m1
OG0007771	CLCN7_MOUSE	gfas1.m1.7322.m1
OG0007772	RINT1_MOUSE	gfas1.m1.16858.m1
OG0007773	TCRG1_MOUSE	gfas1.m1.13224.m1
OG0007774	TRM5_MOUSE	gfas1.m1.6860.m1
OG0007775	DNAI2_MOUSE	gfas1.m1.13411.m1
OG0007777	RNF41_MOUSE	gfas1.m1.927.m1
OG0007779	CE164_MOUSE	gfas1.m1.2593.m1
OG0007780	CEP76_MOUSE	gfas1.m1.14332.m1
OG0007782	LTMD1_MOUSE	gfas1.m1.4438.m1
OG0007783	WDR53_MOUSE	gfas1.m1.14531.m1
OG0007784	AJM1_MOUSE	gfas1.m1.18477.m1
OG0007786	SDHF3_MOUSE	gfas1.m1.7905.m1
OG0007787	RPA2_MOUSE	gfas1.m1.18266.m1
OG0007788	SE1L3_MOUSE	gfas1.m1.16099.m1
OG0007789	SLIRP_MOUSE	gfas1.m1.1586.m1
OG0007790	MET14_MOUSE	gfas1.m1.77.m1
OG0007791	WBP4_MOUSE	gfas1.m1.16072.m1
OG0007792	PCP_MOUSE	gfas1.m1.14788.m1
OG0007793	MTHFS_MOUSE	gfas1.m1.13951.m1
OG0007794	ANKAR_MOUSE	gfas1.m1.6377.m1
OG0007795	KIF24_MOUSE	gfas1.m1.14303.m1
OG0007796	TBATA_MOUSE	gfas1.m1.92.m1
OG0007797	IDS_MOUSE	gfas1.m1.2080.m1
OG0007798	RM03_MOUSE	gfas1.m1.10938.m1
OG0007799	RT63_MOUSE	gfas1.m1.6546.m1
OG0007800	WDR90_MOUSE	gfas1.m1.5076.m1
OG0007801	RNPC3_MOUSE	gfas1.m1.18105.m1
OG0007802	OVCA2_MOUSE	gfas1.m1.5881.m1
OG0007803	SPAG1_MOUSE	gfas1.m1.3546.m1
OG0007804	OSTC_MOUSE	gfas1.m1.20862.m1
OG0007805	CE152_MOUSE	gfas1.m1.4895.m1
OG0007806	NSRP1_MOUSE	gfas1.m1.263.m1
OG0007807	MDHM_MOUSE	gfas1.m1.18320.m1
OG0007808	MIX23_MOUSE	gfas1.m1.4830.m1
OG0007809	DNAI3_MOUSE	gfas1.m1.11720.m1
OG0007810	PSA6_MOUSE	gfas1.m1.20583.m1
OG0007812	CSN4_MOUSE	gfas1.m1.9135.m1
OG0007813	DNJC3_MOUSE	gfas1.m1.15093.m1
OG0007815	AT131_MOUSE	gfas1.m1.20109.m1
OG0007816	TMM60_MOUSE	gfas1.m1.19285.m1
OG0007818	BET1_MOUSE	gfas1.m1.13573.m1
OG0007819	DRC4_MOUSE	gfas1.m1.15121.m1
OG0007820	UBP53_MOUSE	gfas1.m1.5367.m1
OG0007821	TRM13_MOUSE	gfas1.m1.8315.m1
OG0007822	COPB_MOUSE	gfas1.m1.4754.m1
OG0007823	CCD25_MOUSE	gfas1.m1.206.m1
OG0007825	BCS1_MOUSE	gfas1.m1.2380.m1
OG0007826	DUSTY_MOUSE	gfas1.m1.9676.m1
OG0007827	MYO6_MOUSE	gfas1.m1.16928.m1
OG0007828	RS11_MOUSE	gfas1.m1.2750.m1
OG0007829	DDX55_MOUSE	gfas1.m1.23319.m1
OG0007830	LSM3_MOUSE	gfas1.m1.9237.m1
OG0007832	PIGV_MOUSE	gfas1.m1.4146.m1
OG0007833	SMC4_MOUSE	gfas1.m1.18302.m1
OG0007834	SRSF9_MOUSE	gfas1.m1.17314.m1
OG0007835	SH2B2_MOUSE	gfas1.m1.17817.m1
OG0007836	EPN2_MOUSE	gfas1.m1.20133.m1
OG0007837	SMD2_MOUSE	gfas1.m1.18404.m1
OG0007838	SPG17_MOUSE	gfas1.m1.22461.m1
OG0007839	NAT9_MOUSE	gfas1.m1.21612.m1
OG0007840	WDR59_MOUSE	gfas1.m1.14406.m1
OG0007841	CCD91_MOUSE	gfas1.m1.9064.m1
OG0007842	RL18_MOUSE	gfas1.m1.5637.m1
OG0007843	CHRD_MOUSE	gfas1.m1.2254.m1
OG0007844	RIOK1_MOUSE	gfas1.m1.5980.m1
OG0007845	SNX17_MOUSE	gfas1.m1.644.m1
OG0007846	OARD1_MOUSE	gfas1.m1.2629.m1
OG0007847	MED4_MOUSE	gfas1.m1.13704.m1
OG0007848	XPA_MOUSE	gfas1.m1.20545.m1
OG0007849	RM18_MOUSE	gfas1.m1.14771.m1
OG0007850	PSD11_MOUSE	gfas1.m1.15631.m1
OG0007851	SNX27_MOUSE	gfas1.m1.9395.m1
OG0007852	TTI1_MOUSE	gfas1.m1.2630.m1
OG0007853	NOP2_MOUSE	gfas1.m1.16077.m1
OG0007854	SCYL2_MOUSE	gfas1.m1.14952.m1
OG0007855	ACOX3_MOUSE	gfas1.m1.4703.m1
OG0007856	CNTRB_MOUSE	gfas1.m1.13714.m1
OG0007857	ALG6_MOUSE	gfas1.m1.4626.m1
OG0007858	NDUS4_MOUSE	gfas1.m1.18895.m1
OG0007859	KIF19_MOUSE	gfas1.m1.17151.m1
OG0007860	B3GA3_MOUSE	gfas1.m1.2398.m1
OG0007861	GLRX3_MOUSE	gfas1.m1.1171.m1
OG0007862	T2EB_MOUSE	gfas1.m1.21531.m1
OG0007863	RS15A_MOUSE	gfas1.m1.18965.m1
OG0007864	AR6P4_MOUSE	gfas1.m1.19658.m1
OG0007865	RAE1L_MOUSE	gfas1.m1.684.m1
OG0007866	DNLZ_MOUSE	gfas1.m1.8850.m1
OG0007867	SARAF_MOUSE	gfas1.m1.3831.m1
OG0007868	VATF_MOUSE	gfas1.m1.10635.m1
OG0007869	NDUS1_MOUSE	gfas1.m1.6685.m1
OG0007870	BUB3_MOUSE	gfas1.m1.4330.m1
OG0007871	RNH2A_MOUSE	gfas1.m1.3444.m1
OG0007872	NBN_MOUSE	gfas1.m1.8901.m1
OG0007873	RT17_MOUSE	gfas1.m1.15740.m1
OG0007874	RBX1_MOUSE	gfas1.m1.23225.m1
OG0007875	EXOC7_MOUSE	gfas1.m1.23306.m1
OG0007876	COG1_MOUSE	gfas1.m1.17227.m1
OG0007877	PSD13_MOUSE	gfas1.m1.13687.m1
OG0007878	DDX41_MOUSE	gfas1.m1.20900.m1
OG0007879	COG7_MOUSE	gfas1.m1.16807.m1
OG0007880	OFD1_MOUSE	gfas1.m1.7018.m1
OG0007881	TOM22_MOUSE	gfas1.m1.1386.m1
OG0007882	TM168_MOUSE	gfas1.m1.3353.m1
OG0007884	PDCD6_MOUSE	gfas1.m1.2350.m1
OG0007885	EFHC1_MOUSE	gfas1.m1.16504.m1
OG0007887	YBEY_MOUSE	gfas1.m1.4280.m1
OG0007888	GDC_MOUSE	gfas1.m1.18006.m1
OG0007889	NRBF2_MOUSE	gfas1.m1.18666.m1
OG0007891	EDEM3_MOUSE	gfas1.m1.15432.m1
OG0007892	FACC1_MOUSE	gfas1.m1.14528.m1
OG0007893	MPDZ_MOUSE	gfas1.m1.16424.m1
OG0007894	TCPR1_MOUSE	gfas1.m1.22074.m1
OG0007895	LYCHS_MOUSE	gfas1.m1.20225.m1
OG0007896	COQ7_MOUSE	gfas1.m1.21020.m1
OG0007897	MED23_MOUSE	gfas1.m1.19028.m1
OG0007899	CWC15_MOUSE	gfas1.m1.16032.m1
OG0007900	EXOC1_MOUSE	gfas1.m1.16767.m1
OG0007901	SL9A8_MOUSE	gfas1.m1.2305.m1
OG0007902	KI67_MOUSE	gfas1.m1.19615.m1
OG0007904	AFG1L_MOUSE	gfas1.m1.2577.m1
OG0007905	UB2J2_MOUSE	gfas1.m1.6887.m1
OG0007907	ANR45_MOUSE	gfas1.m1.1527.m1
OG0007908	CRYL1_MOUSE	gfas1.m1.7069.m1
OG0007909	RM53_MOUSE	gfas1.m1.16505.m1
OG0007910	ARL2_MOUSE	gfas1.m1.1444.m1
OG0007911	ECHB_MOUSE	gfas1.m1.669.m1
OG0007912	CH074_MOUSE	gfas1.m1.21922.m1
OG0007914	EAPP_MOUSE	gfas1.m1.1455.m1
OG0007915	CCD13_MOUSE	gfas1.m1.3989.m1
OG0007916	CEP43_MOUSE	gfas1.m1.3214.m1
OG0007917	CARME_MOUSE	gfas1.m1.9958.m1
OG0007919	SLBP_MOUSE	gfas1.m1.17111.m1
OG0007920	PPR35_MOUSE	gfas1.m1.2312.m1
OG0007921	PMGT2_MOUSE	gfas1.m1.14428.m1
OG0007922	PSA3_MOUSE	gfas1.m1.19686.m1
OG0007923	PSMD5_MOUSE	gfas1.m1.23440.m1
