Orthogroup	Mmus	Pdam
OG0007004	MSH4_MOUSE	pdam_00014951-RA
OG0007005	MSH5_MOUSE	pdam_00012502-RA
OG0007006	MSH6_MOUSE	pdam_00013626-RA
OG0007007	MSL2_MOUSE	pdam_00020621-RA
OG0007008	MSPD1_MOUSE	pdam_00012937-RA
OG0007009	MSRA_MOUSE	pdam_00014792-RA
OG0007010	MSRB1_MOUSE	pdam_00006265-RA
OG0007011	MSS4_MOUSE	pdam_00015798-RA
OG0007012	MT21D_MOUSE	pdam_00002282-RA
OG0007013	MTFP1_MOUSE	pdam_00009392-RA
OG0007014	MTG1_MOUSE	pdam_00020723-RA
OG0007015	MTHFS_MOUSE	pdam_00004453-RA
OG0007016	MTMR9_MOUSE	pdam_00019681-RA
OG0007017	MTNA_MOUSE	pdam_00004060-RA
OG0007018	MTNB_MOUSE	pdam_00021257-RA
OG0007019	MTOR_MOUSE	pdam_00009963-RA
OG0007020	MTREX_MOUSE	pdam_00010822-RA
OG0007021	MTRFR_MOUSE	pdam_00020531-RA
OG0007022	MTX2_MOUSE	pdam_00010649-RA
OG0007024	MUL1_MOUSE	pdam_00010241-RA
OG0007025	MUS81_MOUSE	pdam_00015202-RA
OG0007026	MUTA_MOUSE	pdam_00005807-RA
OG0007027	MUTYH_MOUSE	pdam_00011201-RA
OG0007028	MYG1_MOUSE	pdam_00006589-RA
OG0007029	MYO10_MOUSE	pdam_00005813-RA
OG0007030	MYO19_MOUSE	pdam_00009594-RA
OG0007031	MYSM1_MOUSE	pdam_00008514-RA
OG0007032	NAA20_MOUSE	pdam_00009208-RA
OG0007033	NAA30_MOUSE	pdam_00018104-RA
OG0007034	NAA35_MOUSE	pdam_00020297-RA
OG0007035	NAA38_MOUSE	pdam_00004180-RA
OG0007036	NAA40_MOUSE	pdam_00013106-RA
OG0007037	NAA50_MOUSE	pdam_00014848-RA
OG0007038	NAA60_MOUSE	pdam_00005712-RA
OG0007039	NAAA_MOUSE	pdam_00012392-RA
OG0007041	NADC_MOUSE	pdam_00012581-RA
OG0007042	NADE_MOUSE	pdam_00009478-RA
OG0007043	NAF1_MOUSE	pdam_00009457-RA
OG0007044	NAGK_MOUSE	pdam_00008861-RA
OG0007045	NAGS_MOUSE	pdam_00005278-RA
OG0007046	NALCN_MOUSE	pdam_00010790-RA
OG0007047	NANP_MOUSE	pdam_00022827-RA
OG0007048	NAT10_MOUSE	pdam_00004498-RA
OG0007049	NATD1_MOUSE	pdam_00003943-RA
OG0007050	NB5R5_MOUSE	pdam_00013138-RA
OG0007051	NC2A_MOUSE	pdam_00002877-RA
OG0007052	NC2B_MOUSE	pdam_00007286-RA
OG0007053	NCBP1_MOUSE	pdam_00014025-RA
OG0007054	NCBP2_MOUSE	pdam_00001828-RA
OG0007055	NCBP3_MOUSE	pdam_00000302-RA
OG0007056	NCDN_MOUSE	pdam_00015700-RA
OG0007058	NCLN_MOUSE	pdam_00010284-RA
OG0007059	NCLX_MOUSE	pdam_00001714-RA
OG0007060	NCOA4_MOUSE	pdam_00007166-RA
OG0007061	NCPR_MOUSE	pdam_00016919-RA
OG0007062	NDC80_MOUSE	pdam_00004005-RA
OG0007063	NDK5_MOUSE	pdam_00002726-RA
OG0007064	NDK7_MOUSE	pdam_00007997-RA
OG0007065	NDK8_MOUSE	pdam_00016904-RA
OG0007066	NDUA1_MOUSE	pdam_00001035-RA
OG0007067	NDUA2_MOUSE	pdam_00019087-RA
OG0007068	NDUA5_MOUSE	pdam_00006043-RA
OG0007069	NDUA8_MOUSE	pdam_00008417-RA
OG0007070	NDUA9_MOUSE	pdam_00014986-RA
OG0007071	NDUAA_MOUSE	pdam_00007055-RA
OG0007072	NDUAC_MOUSE	pdam_00001376-RA
OG0007073	NDUAD_MOUSE	pdam_00020749-RA
OG0007074	NDUB2_MOUSE	pdam_00006471-RA
OG0007075	NDUB8_MOUSE	pdam_00007457-RA
OG0007076	NDUBA_MOUSE	pdam_00011822-RA
OG0007077	NDUF2_MOUSE	pdam_00019141-RA
OG0007078	NDUF3_MOUSE	pdam_00019342-RA
OG0007079	NDUF4_MOUSE	pdam_00001543-RA
OG0007080	NDUF6_MOUSE	pdam_00003664-RA
OG0007081	NDUF7_MOUSE	pdam_00013808-RA
OG0007082	NDUS1_MOUSE	pdam_00005805-RA
OG0007083	NDUS4_MOUSE	pdam_00013950-RA
OG0007084	NDUS5_MOUSE	pdam_00000262-RA
OG0007085	NDUS6_MOUSE	pdam_00014565-RA
OG0007086	NDUS8_MOUSE	pdam_00000288-RA
OG0007087	NDUV1_MOUSE	pdam_00016408-RA
OG0007088	NEIL1_MOUSE	pdam_00009246-RA
OG0007089	NEK2_MOUSE	pdam_00007276-RA
OG0007090	NEK9_MOUSE	pdam_00003839-RA
OG0007091	NELFB_MOUSE	pdam_00005896-RA
OG0007092	NELFD_MOUSE	pdam_00002534-RA
OG0007093	NEMF_MOUSE	pdam_00014253-RA
OG0007094	NENF_MOUSE	pdam_00022293-RA
OG0007095	NEP1_MOUSE	pdam_00010686-RA
OG0007096	NEPR1_MOUSE	pdam_00017655-RA
OG0007097	NEUFC_MOUSE	pdam_00013264-RA
OG0007098	NEUL4_MOUSE	pdam_00014583-RA
OG0007099	NEUR1_MOUSE	pdam_00006732-RA
OG0007100	NF1_MOUSE	pdam_00008370-RA
OG0007101	NFU1_MOUSE	pdam_00020650-RA
OG0007102	NFX1_MOUSE	pdam_00014655-RA
OG0007103	NGDN_MOUSE	pdam_00023654-RA
OG0007104	NGLY1_MOUSE	pdam_00005285-RA
OG0007105	NH2L1_MOUSE	pdam_00005730-RA
OG0007106	NHEJ1_MOUSE	pdam_00015706-RA
OG0007107	NHLC2_MOUSE	pdam_00006780-RA
OG0007109	NHP2_MOUSE	pdam_00017591-RA
OG0007110	NICA_MOUSE	pdam_00003426-RA
OG0007111	NIF3L_MOUSE	pdam_00005371-RA
OG0007112	NIM1_MOUSE	pdam_00013237-RA
OG0007113	NIP7_MOUSE	pdam_00020555-RA
OG0007114	NJMU_MOUSE	pdam_00010054-RA
OG0007116	NKX12_MOUSE	pdam_00007210-RA
OG0007117	NKX32_MOUSE	pdam_00008569-RA
OG0007118	NLE1_MOUSE	pdam_00020812-RA
OG0007119	NMD3_MOUSE	pdam_00015668-RA
OG0007120	NOA1_MOUSE	pdam_00003540-RA
OG0007121	NOB1_MOUSE	pdam_00017251-RA
OG0007122	NOC2L_MOUSE	pdam_00003098-RA
OG0007123	NOC4L_MOUSE	pdam_00006131-RA
OG0007124	NOCT_MOUSE	pdam_00012123-RA
OG0007126	NOL10_MOUSE	pdam_00000332-RA
OG0007127	NOL6_MOUSE	pdam_00024146-RA
OG0007128	NOL8_MOUSE	pdam_00021094-RA
OG0007129	NOP10_MOUSE	pdam_00013422-RA
OG0007130	NOP14_MOUSE	pdam_00003532-RA
OG0007131	NOP2_MOUSE	pdam_00000457-RA
OG0007132	NOP53_MOUSE	pdam_00003508-RA
OG0007133	NOP56_MOUSE	pdam_00003520-RA
OG0007134	NOP58_MOUSE	pdam_00020369-RA
OG0007135	NOP9_MOUSE	pdam_00007714-RA
OG0007136	NOSIP_MOUSE	pdam_00018510-RA
OG0007137	NOSTN_MOUSE	pdam_00011661-RA
OG0007139	NPA1P_MOUSE	pdam_00004606-RA
OG0007140	NPAL2_MOUSE	pdam_00021485-RA
OG0007141	NPHP1_MOUSE	pdam_00014997-RA
OG0007142	NPHP3_MOUSE	pdam_00013688-RA
OG0007143	NPHP4_MOUSE	pdam_00011882-RA
OG0007144	NPRL2_MOUSE	pdam_00009529-RA
OG0007146	NR2CA_MOUSE	pdam_00021853-RA
OG0007147	NR2E1_MOUSE	pdam_00002064-RA
OG0007148	NRDC_MOUSE	pdam_00012258-RA
OG0007149	NRDE2_MOUSE	pdam_00012009-RA
OG0007150	NRF1_MOUSE	pdam_00023138-RA
OG0007151	NSA2_MOUSE	pdam_00013961-RA
OG0007153	NSF_MOUSE	pdam_00009515-RA
OG0007154	NSMA3_MOUSE	pdam_00006598-RA
OG0007155	NSMF_MOUSE	pdam_00021554-RA
OG0007156	NSRP1_MOUSE	pdam_00021808-RA
OG0007157	NSUN2_MOUSE	pdam_00016715-RA
OG0007158	NSUN4_MOUSE	pdam_00010156-RA
OG0007159	NSUN6_MOUSE	pdam_00005192-RA
OG0007160	NSUN7_MOUSE	pdam_00018822-RA
OG0007161	NT5D1_MOUSE	pdam_00003562-RA
OG0007162	NTF2_MOUSE	pdam_00022123-RA
OG0007163	NU107_MOUSE	pdam_00008550-RA
OG0007164	NU133_MOUSE	pdam_00002883-RA
OG0007165	NU153_MOUSE	pdam_00012916-RA
OG0007166	NU155_MOUSE	pdam_00005357-RA
OG0007167	NU160_MOUSE	pdam_00016421-RA
OG0007168	NUB1_MOUSE	pdam_00011565-RA
OG0007169	NUBP2_MOUSE	pdam_00010911-RA
OG0007170	NUBPL_MOUSE	pdam_00007832-RA
OG0007171	NUCG_MOUSE	pdam_00016378-RA
OG0007172	NUCL_MOUSE	pdam_00000463-RA
OG0007173	NUD19_MOUSE	pdam_00024144-RA
OG0007174	NUD22_MOUSE	pdam_00013801-RA
OG0007175	NUDC1_MOUSE	pdam_00011857-RA
OG0007176	NUDC2_MOUSE	pdam_00001656-RA
OG0007177	NUDC_MOUSE	pdam_00011139-RA
OG0007178	NUDT8_MOUSE	pdam_00005977-RA
OG0007179	NUDT9_MOUSE	pdam_00008363-RA
OG0007180	NUF2_MOUSE	pdam_00004735-RA
OG0007181	NUFP1_MOUSE	pdam_00001827-RA
OG0007182	NUMA1_MOUSE	pdam_00009746-RA
OG0007183	NUP35_MOUSE	pdam_00007403-RA
OG0007184	NUP43_MOUSE	pdam_00001540-RA
OG0007185	NUP50_MOUSE	pdam_00012064-RA
OG0007186	NUP54_MOUSE	pdam_00006031-RA
OG0007187	NUP58_MOUSE	pdam_00008691-RA
OG0007188	NUP85_MOUSE	pdam_00019050-RA
OG0007189	NUP88_MOUSE	pdam_00022070-RA
OG0007190	NUP93_MOUSE	pdam_00011867-RA
OG0007192	NUSAP_MOUSE	pdam_00022330-RA
OG0007193	NXNL2_MOUSE	pdam_00012519-RA
OG0007194	OARD1_MOUSE	pdam_00001896-RA
OG0007195	OAT_MOUSE	pdam_00012365-RA
OG0007196	OCRL_MOUSE	pdam_00002043-RA
OG0007197	OCTC_MOUSE	pdam_00021211-RA
OG0007198	ODAD2_MOUSE	pdam_00005271-RA
OG0007199	ODAD3_MOUSE	pdam_00010723-RA
OG0007200	ODAD4_MOUSE	pdam_00020365-RA
OG0007201	ODFP2_MOUSE	pdam_00022816-RA
OG0007202	ODO2_MOUSE	pdam_00016008-RA
OG0007203	ODPX_MOUSE	pdam_00019496-RA
OG0007204	OFD1_MOUSE	pdam_00006048-RA
OG0007205	OFUT2_MOUSE	pdam_00009834-RA
OG0007206	OFUT3_MOUSE	pdam_00001710-RA
OG0007207	OGFD1_MOUSE	pdam_00017221-RA
OG0007208	OGFD2_MOUSE	pdam_00025356-RA
OG0007209	OGG1_MOUSE	pdam_00016906-RA
OG0007210	OLA1_MOUSE	pdam_00009230-RA
OG0007211	OPA3_MOUSE	pdam_00016175-RA
OG0007213	ORC1_MOUSE	pdam_00002268-RA
OG0007214	ORC2_MOUSE	pdam_00007090-RA
OG0007215	ORC4_MOUSE	pdam_00004440-RA
OG0007216	ORN_MOUSE	pdam_00014269-RA
OG0007217	OS9_MOUSE	pdam_00012582-RA
OG0007218	OSBL9_MOUSE	pdam_00022396-RA
OG0007219	OSER1_MOUSE	pdam_00014733-RA
OG0007220	OST48_MOUSE	pdam_00011888-RA
OG0007222	OSTC_MOUSE	pdam_00001989-RA
OG0007223	OSTM1_MOUSE	pdam_00002072-RA
OG0007224	OTC_MOUSE	pdam_00018733-RA
OG0007225	OTU1_MOUSE	pdam_00005469-RA
OG0007226	OTUD3_MOUSE	pdam_00011896-RA
OG0007227	OTUD4_MOUSE	pdam_00007528-RA
OG0007228	OVCA2_MOUSE	pdam_00005182-RA
OG0007229	OXA1L_MOUSE	pdam_00015809-RA
OG0007230	OXSM_MOUSE	pdam_00004859-RA
OG0007231	P2R3C_MOUSE	pdam_00011813-RA
OG0007232	PA2G4_MOUSE	pdam_00000709-RA
OG0007234	PABP2_MOUSE	pdam_00011378-RA
OG0007235	PACE1_MOUSE	pdam_00020965-RA
OG0007236	PACRL_MOUSE	pdam_00011705-RA
OG0007237	PADC1_MOUSE	pdam_00008562-RA
OG0007238	PAF15_MOUSE	pdam_00023517-RA
OG0007239	PAF1_MOUSE	pdam_00012023-RA
OG0007240	PAHX_MOUSE	pdam_00009940-RA
OG0007241	PALD_MOUSE	pdam_00002748-RA
OG0007242	PAN2_MOUSE	pdam_00008561-RA
OG0007243	PAN3_MOUSE	pdam_00001682-RA
OG0007244	PANK4_MOUSE	pdam_00018789-RA
OG0007245	PAPD1_MOUSE	pdam_00009653-RA
OG0007246	PAPP1_MOUSE	pdam_00018611-RA
OG0007247	PAQR3_MOUSE	pdam_00020294-RA
OG0007248	PAQR4_MOUSE	pdam_00011296-RA
OG0007249	PAR16_MOUSE	pdam_00020081-RA
OG0007250	PARL_MOUSE	pdam_00003478-RA
OG0007251	PARN_MOUSE	pdam_00011591-RA
OG0007252	PARP1_MOUSE	pdam_00020442-RA
OG0007253	PARP2_MOUSE	pdam_00003598-RA
OG0007254	PARP4_MOUSE	pdam_00008036-RA
OG0007255	PAXI1_MOUSE	pdam_00010456-RA
OG0007256	PB1_MOUSE	pdam_00021032-RA
OG0007258	PCCB_MOUSE	pdam_00020620-RA
OG0007259	PCDP1_MOUSE	pdam_00018996-RA
OG0007260	PCF11_MOUSE	pdam_00008212-RA
OG0007261	PCGF3_MOUSE	pdam_00012425-RA
OG0007262	PCH2_MOUSE	pdam_00004795-RA
OG0007263	PCID2_MOUSE	pdam_00000969-RA
OG0007264	PCNP_MOUSE	pdam_00021177-RA
OG0007265	PCY2_MOUSE	pdam_00003680-RA
OG0007266	PDC10_MOUSE	pdam_00012947-RA
OG0007267	PDC6I_MOUSE	pdam_00015525-RA
OG0007268	PDCD2_MOUSE	pdam_00006530-RA
OG0007269	PDD2L_MOUSE	pdam_00013622-RA
OG0007270	PDE12_MOUSE	pdam_00022875-RA
OG0007271	PDE6D_MOUSE	pdam_00021781-RA
OG0007272	PDIA6_MOUSE	pdam_00002588-RA
OG0007273	PDIP3_MOUSE	pdam_00007222-RA
OG0007274	PDPR_MOUSE	pdam_00004704-RA
OG0007275	PDRG1_MOUSE	pdam_00018905-RA
OG0007276	PDXK_MOUSE	pdam_00007304-RA
OG0007277	PDZD7_MOUSE	pdam_00012366-RA
OG0007278	PDZD8_MOUSE	pdam_00012862-RA
OG0007279	PEBB_MOUSE	pdam_00018556-RA
OG0007280	PECR_MOUSE	pdam_00007077-RA
OG0007281	PEDS1_MOUSE	pdam_00004705-RA
OG0007282	PELP1_MOUSE	pdam_00003473-RA
OG0007283	PEN2_MOUSE	pdam_00014536-RA
OG0007285	PESC_MOUSE	pdam_00009592-RA
OG0007286	PEX12_MOUSE	pdam_00000606-RA
OG0007287	PEX13_MOUSE	pdam_00000259-RA
OG0007288	PEX19_MOUSE	pdam_00014267-RA
OG0007289	PEX1_MOUSE	pdam_00000967-RA
OG0007290	PEX2_MOUSE	pdam_00009996-RA
OG0007291	PEX6_MOUSE	pdam_00002348-RA
OG0007292	PEX7_MOUSE	pdam_00002029-RA
OG0007293	PF21A_MOUSE	pdam_00012065-RA
OG0007294	PFD2_MOUSE	pdam_00001842-RA
OG0007295	PFD3_MOUSE	pdam_00007334-RA
OG0007296	PFD5_MOUSE	pdam_00004873-RA
OG0007297	PFD6_MOUSE	pdam_00010095-RA
OG0007298	PG2IP_MOUSE	pdam_00005029-RA
OG0007299	PGAM5_MOUSE	pdam_00010490-RA
OG0007300	PGAP1_MOUSE	pdam_00013226-RA
OG0007301	PGAP4_MOUSE	pdam_00000293-RA
OG0007302	PGES2_MOUSE	pdam_00021939-RA
OG0007303	PGPI_MOUSE	pdam_00015015-RA
OG0007304	PGPS1_MOUSE	pdam_00012081-RA
OG0007305	PGP_MOUSE	pdam_00020030-RA
OG0007307	PGTB2_MOUSE	pdam_00013751-RA
OG0007308	PHAF1_MOUSE	pdam_00015283-RA
OG0007309	PHAX_MOUSE	pdam_00021771-RA
OG0007310	PHB1_MOUSE	pdam_00011584-RA
OG0007311	PHB2_MOUSE	pdam_00010989-RA
OG0007312	PHF12_MOUSE	pdam_00000321-RA
OG0007313	PHF5A_MOUSE	pdam_00006227-RA
OG0007314	PHLD_MOUSE	pdam_00007129-RA
OG0007315	PHLP_MOUSE	pdam_00020095-RA
OG0007316	PHOCN_MOUSE	pdam_00012663-RA
OG0007317	PHP14_MOUSE	pdam_00023576-RA
OG0007318	PI4KB_MOUSE	pdam_00018131-RA
OG0007319	PICAL_MOUSE	pdam_00003970-RA
OG0007320	PICK1_MOUSE	pdam_00018502-RA
OG0007321	PIGF_MOUSE	pdam_00015378-RA
OG0007323	PIGM_MOUSE	pdam_00013410-RA
OG0007324	PIGN_MOUSE	pdam_00009089-RA
OG0007325	PIGP_MOUSE	pdam_00005210-RA
OG0007326	PIGX_MOUSE	pdam_00010079-RA
OG0007327	PIHD2_MOUSE	pdam_00011242-RA
OG0007328	PIN4_MOUSE	pdam_00001212-RA
OG0007329	PINX1_MOUSE	pdam_00003187-RA
OG0007330	PIT1_MOUSE	pdam_00004590-RA
OG0007331	PITH1_MOUSE	pdam_00005665-RA
OG0007332	PK1IP_MOUSE	pdam_00001695-RA
OG0007334	PKHM2_MOUSE	pdam_00006347-RA
OG0007335	PKHM3_MOUSE	pdam_00021046-RA
OG0007337	PKRI1_MOUSE	pdam_00003685-RA
OG0007339	PLAP_MOUSE	pdam_00010708-RA
OG0007341	PLCA_MOUSE	pdam_00010120-RA
OG0007342	PLCE_MOUSE	pdam_00018856-RA
OG0007343	PLCH2_MOUSE	pdam_00013643-RA
OG0007344	PLD6_MOUSE	pdam_00008775-RA
OG0007345	PLK4_MOUSE	pdam_00012133-RA
OG0007346	PLPHP_MOUSE	pdam_00003552-RA
OG0007347	PLPL9_MOUSE	pdam_00000589-RA
OG0007348	PLRG1_MOUSE	pdam_00005523-RA
OG0007349	PLRKT_MOUSE	pdam_00012267-RA
OG0007350	PM34_MOUSE	pdam_00020498-RA
OG0007351	PMGT2_MOUSE	pdam_00004662-RA
OG0007352	PMM2_MOUSE	pdam_00000568-RA
OG0007353	PMVK_MOUSE	pdam_00002813-RA
OG0007354	PMYT1_MOUSE	pdam_00017968-RA
OG0007355	PNCB_MOUSE	pdam_00011291-RA
OG0007356	PNDC1_MOUSE	pdam_00008129-RA
OG0007357	PNO1_MOUSE	pdam_00016988-RA
OG0007358	PNPH_MOUSE	pdam_00004785-RA
OG0007359	PNPO_MOUSE	pdam_00017193-RA
OG0007361	POC5_MOUSE	pdam_00010551-RA
OG0007362	POMP_MOUSE	pdam_00011956-RA
OG0007363	POMT2_MOUSE	pdam_00020669-RA
OG0007364	PP1R7_MOUSE	pdam_00005209-RA
OG0007365	PP1RA_MOUSE	pdam_00013770-RA
OG0007366	PP1RB_MOUSE	pdam_00020028-RA
OG0007367	PPAC_MOUSE	pdam_00021191-RA
OG0007368	PPCEL_MOUSE	pdam_00003796-RA
OG0007369	PPCS_MOUSE	pdam_00007066-RA
OG0007370	PPCT_MOUSE	pdam_00021611-RA
OG0007371	PPID_MOUSE	pdam_00009554-RA
OG0007372	PPIE_MOUSE	pdam_00000833-RA
OG0007373	PPIH_MOUSE	pdam_00014338-RA
OG0007374	PPIL3_MOUSE	pdam_00016736-RA
OG0007375	PPIL4_MOUSE	pdam_00004006-RA
OG0007376	PPM1D_MOUSE	pdam_00006614-RA
OG0007377	PPM1F_MOUSE	pdam_00022392-RA
OG0007378	PPME1_MOUSE	pdam_00009727-RA
OG0007379	PPOX_MOUSE	pdam_00006301-RA
OG0007380	PPR21_MOUSE	pdam_00009228-RA
OG0007381	PPR35_MOUSE	pdam_00001038-RA
OG0007382	PPR36_MOUSE	pdam_00012038-RA
OG0007383	PPT1_MOUSE	pdam_00012904-RA
OG0007384	PPT2_MOUSE	pdam_00015041-RA
OG0007385	PQBP1_MOUSE	pdam_00025417-RA
OG0007386	PR15A_MOUSE	pdam_00008589-RA
OG0007387	PR38A_MOUSE	pdam_00012263-RA
OG0007388	PR38B_MOUSE	pdam_00026028-RA
OG0007389	PRAF1_MOUSE	pdam_00001855-RA
OG0007390	PRD12_MOUSE	pdam_00007006-RA
OG0007391	PRD13_MOUSE	pdam_00008964-RA
OG0007392	PREP_MOUSE	pdam_00018913-RA
OG0007396	PRIPO_MOUSE	pdam_00002197-RA
OG0007397	PRKN_MOUSE	pdam_00008969-RA
OG0007398	PRLD1_MOUSE	pdam_00013689-RA
OG0007399	PROF4_MOUSE	pdam_00020886-RA
OG0007401	PRP17_MOUSE	pdam_00002020-RA
OG0007402	PRP18_MOUSE	pdam_00017984-RA
OG0007403	PRP31_MOUSE	pdam_00015441-RA
OG0007404	PRP8_MOUSE	pdam_00020809-RA
OG0007405	PRPF3_MOUSE	pdam_00015280-RA
OG0007406	PRPKB_MOUSE	pdam_00009114-RA
OG0007407	PRR11_MOUSE	pdam_00014182-RA
OG0007408	PRS10_MOUSE	pdam_00001335-RA
OG0007411	PRS4_MOUSE	pdam_00019839-RA
OG0007412	PRS6B_MOUSE	pdam_00001871-RA
OG0007413	PSA1_MOUSE	pdam_00000203-RA
OG0007414	PSA2_MOUSE	pdam_00004899-RA
OG0007415	PSA3_MOUSE	pdam_00016686-RA
OG0007416	PSA4_MOUSE	pdam_00013395-RA
OG0007417	PSA5_MOUSE	pdam_00016066-RA
OG0007418	PSA6_MOUSE	pdam_00002853-RA
OG0007419	PSB1_MOUSE	pdam_00012775-RA
OG0007420	PSB2_MOUSE	pdam_00008917-RA
OG0007421	PSB3_MOUSE	pdam_00000664-RA
OG0007422	PSB6_MOUSE	pdam_00010905-RA
OG0007423	PSD11_MOUSE	pdam_00020311-RA
OG0007424	PSD12_MOUSE	pdam_00019355-RA
OG0007425	PSD13_MOUSE	pdam_00002710-RA
OG0007426	PSDE_MOUSE	pdam_00021092-RA
OG0007427	PSF1_MOUSE	pdam_00020673-RA
OG0007428	PSF2_MOUSE	pdam_00002393-RA
OG0007429	PSF3_MOUSE	pdam_00009106-RA
OG0007430	PSMD1_MOUSE	pdam_00015650-RA
OG0007431	PSMD2_MOUSE	pdam_00020149-RA
OG0007432	PSMD3_MOUSE	pdam_00013004-RA
OG0007433	PSMD5_MOUSE	pdam_00020874-RA
OG0007434	PSMD6_MOUSE	pdam_00001417-RA
OG0007435	PSMD7_MOUSE	pdam_00016317-RA
OG0007436	PSMD8_MOUSE	pdam_00002909-RA
OG0007437	PSME3_MOUSE	pdam_00002215-RA
OG0007438	PSME4_MOUSE	pdam_00007682-RA
OG0007439	PSMF1_MOUSE	pdam_00016230-RA
OG0007440	PSMG1_MOUSE	pdam_00001604-RA
OG0007441	PSMG2_MOUSE	pdam_00017243-RA
OG0007442	PSMG3_MOUSE	pdam_00015854-RA
OG0007443	PSMG4_MOUSE	pdam_00017657-RA
OG0007444	PSTK_MOUSE	pdam_00003514-RA
OG0007445	PT100_MOUSE	pdam_00010785-RA
OG0007446	PTCD3_MOUSE	pdam_00009093-RA
OG0007447	PTEN_MOUSE	pdam_00003212-RA
OG0007448	PTER_MOUSE	pdam_00006967-RA
OG0007449	PTGR2_MOUSE	pdam_00004591-RA
OG0007450	PTGR3_MOUSE	pdam_00015750-RA
OG0007451	PTH_MOUSE	pdam_00005819-RA
OG0007452	PTK7_MOUSE	pdam_00003762-RA
OG0007453	PTN23_MOUSE	pdam_00023553-RA
OG0007454	PTN9_MOUSE	pdam_00013379-RA
OG0007456	PUM3_MOUSE	pdam_00005329-RA
OG0007457	PUR4_MOUSE	pdam_00009571-RA
OG0007458	PUR6_MOUSE	pdam_00016120-RA
OG0007459	PUR8_MOUSE	pdam_00013851-RA
OG0007460	PUS10_MOUSE	pdam_00013473-RA
OG0007461	PUS3_MOUSE	pdam_00001637-RA
OG0007462	PWP1_MOUSE	pdam_00006682-RA
OG0007463	PWP2_MOUSE	pdam_00005506-RA
OG0007464	PX11C_MOUSE	pdam_00017924-RA
OG0007465	PXK_MOUSE	pdam_00009506-RA
OG0007466	PXMP2_MOUSE	pdam_00024468-RA
OG0007467	PYGO1_MOUSE	pdam_00010389-RA
OG0007468	PYM1_MOUSE	pdam_00009054-RA
OG0007469	PYRD1_MOUSE	pdam_00015198-RA
OG0007470	PYRD_MOUSE	pdam_00003663-RA
OG0007471	QCR2_MOUSE	pdam_00005401-RA
OG0007472	QCR7_MOUSE	pdam_00007169-RA
OG0007473	QCR8_MOUSE	pdam_00019290-RA
OG0007474	QCR9_MOUSE	pdam_00000290-RA
OG0007475	QNG1_MOUSE	pdam_00016843-RA
OG0007476	QORL1_MOUSE	pdam_00007327-RA
OG0007478	QOR_MOUSE	pdam_00007654-RA
OG0007480	R3HD4_MOUSE	pdam_00010787-RA
OG0007481	RA51B_MOUSE	pdam_00010024-RA
OG0007482	RA51C_MOUSE	pdam_00023401-RA
OG0007483	RA54B_MOUSE	pdam_00006594-RA
OG0007484	RAB14_MOUSE	pdam_00004379-RA
OG0007486	RAB21_MOUSE	pdam_00014616-RA
OG0007487	RAB23_MOUSE	pdam_00024938-RA
OG0007488	RAB28_MOUSE	pdam_00005002-RA
OG0007489	RAB43_MOUSE	pdam_00001379-RA
OG0007490	RAB7A_MOUSE	pdam_00023154-RA
OG0007491	RABEK_MOUSE	pdam_00019517-RA
OG0007492	RABL3_MOUSE	pdam_00003695-RA
OG0007493	RABL6_MOUSE	pdam_00016183-RA
OG0007494	RACK1_MOUSE	pdam_00018642-RA
OG0007495	RAD17_MOUSE	pdam_00015855-RA
OG0007496	RAD18_MOUSE	pdam_00003304-RA
OG0007497	RAD1_MOUSE	pdam_00008113-RA
OG0007498	RAD50_MOUSE	pdam_00000099-RA
OG0007499	RAD52_MOUSE	pdam_00022346-RA
OG0007500	RAD9A_MOUSE	pdam_00008100-RA
OG0007501	RAE1L_MOUSE	pdam_00008926-RA
OG0007502	RANG_MOUSE	pdam_00000382-RA
OG0007503	RB27A_MOUSE	pdam_00016768-RA
OG0007504	RBBP5_MOUSE	pdam_00020392-RA
OG0007505	RBBP6_MOUSE	pdam_00011836-RA
OG0007506	RBCC1_MOUSE	pdam_00010788-RA
OG0007507	RBFA_MOUSE	pdam_00014801-RA
OG0007508	RBGPR_MOUSE	pdam_00012040-RA
OG0007509	RBM18_MOUSE	pdam_00018902-RA
OG0007510	RBM19_MOUSE	pdam_00022452-RA
OG0007511	RBM22_MOUSE	pdam_00004043-RA
OG0007512	RBM28_MOUSE	pdam_00021708-RA
OG0007513	RBM33_MOUSE	pdam_00008415-RA
OG0007515	RBM39_MOUSE	pdam_00017023-RA
OG0007516	RBM42_MOUSE	pdam_00008025-RA
OG0007517	RBM8A_MOUSE	pdam_00015009-RA
OG0007518	RBMX2_MOUSE	pdam_00001763-RA
OG0007519	RBX2_MOUSE	pdam_00001256-RA
OG0007520	RCC1L_MOUSE	pdam_00011308-RA
OG0007521	RD3_MOUSE	pdam_00015242-RA
OG0007522	RECK_MOUSE	pdam_00015703-RA
OG0007523	RECQ4_MOUSE	pdam_00004698-RA
OG0007524	RECQ5_MOUSE	pdam_00020963-RA
OG0007525	REEP5_MOUSE	pdam_00021405-RA
OG0007526	RELCH_MOUSE	pdam_00015284-RA
OG0007527	RENBP_MOUSE	pdam_00008140-RA
OG0007528	RENR_MOUSE	pdam_00001184-RA
OG0007529	RERE_MOUSE	pdam_00004154-RA
OG0007530	RETST_MOUSE	pdam_00005572-RA
