Orthogroup	Gfas	Mmus
OG0006152	gfas1.m1.2588.m1	WDR44_MOUSE
OG0006154	gfas1.m1.17899.m1	DPOE3_MOUSE
OG0006155	gfas1.m1.8211.m1	NCOA4_MOUSE
OG0006157	gfas1.m1.169.m1	CC150_MOUSE
OG0006158	gfas1.m1.19169.m1	ZGRF1_MOUSE
OG0006159	gfas1.m1.1273.m1	NUD22_MOUSE
OG0006160	gfas1.m1.14989.m1	RHG39_MOUSE
OG0006161	gfas1.m1.10311.m1	CF299_MOUSE
OG0006162	gfas1.m1.3152.m1	NEK4_MOUSE
OG0006163	gfas1.m1.4126.m1	PSMD8_MOUSE
OG0006164	gfas1.m1.9946.m1	STN1_MOUSE
OG0006165	gfas1.m1.19942.m1	C42S2_MOUSE
OG0006166	gfas1.m1.4173.m1	TAF5_MOUSE
OG0006167	gfas1.m1.18399.m1	PITH1_MOUSE
OG0006168	gfas1.m1.17746.m1	CF298_MOUSE
OG0006169	gfas1.m1.2566.m1	TIM13_MOUSE
OG0006171	gfas1.m1.6243.m1	B9D1_MOUSE
OG0006172	gfas1.m1.20011.m1	MYSM1_MOUSE
OG0006173	gfas1.m1.20950.m1	NDUA2_MOUSE
OG0006174	gfas1.m1.5613.m1	CDO1_MOUSE
OG0006175	gfas1.m1.17707.m1	DNJC2_MOUSE
OG0006176	gfas1.m1.10252.m1	TIM44_MOUSE
OG0006177	gfas1.m1.9082.m1	MCM3_MOUSE
OG0006178	gfas1.m1.20018.m1	ATPO_MOUSE
OG0006180	gfas1.m1.20659.m1	ORC2_MOUSE
OG0006181	gfas1.m1.15567.m1	CH10_MOUSE
OG0006182	gfas1.m1.16339.m1	GP143_MOUSE
OG0006183	gfas1.m1.7198.m1	UTP6_MOUSE
OG0006184	gfas1.m1.2152.m1	RL4_MOUSE
OG0006185	gfas1.m1.948.m1	AP4M1_MOUSE
OG0006186	gfas1.m1.866.m1	DONS_MOUSE
OG0006187	gfas1.m1.16100.m1	PHLD_MOUSE
OG0006188	gfas1.m1.969.m1	ARFRP_MOUSE
OG0006189	gfas1.m1.2331.m1	RAD9A_MOUSE
OG0006190	gfas1.m1.23510.m1	PRKN_MOUSE
OG0006191	gfas1.m1.180.m1	DCA10_MOUSE
OG0006192	gfas1.m1.20216.m1	INT5_MOUSE
OG0006194	gfas1.m1.18609.m1	TRM1_MOUSE
OG0006195	gfas1.m1.6184.m1	FACD2_MOUSE
OG0006196	gfas1.m1.6380.m1	SHCBP_MOUSE
OG0006198	gfas1.m1.10264.m1	PEX1_MOUSE
OG0006199	gfas1.m1.12543.m1	DUS12_MOUSE
OG0006200	gfas1.m1.9747.m1	PKRI1_MOUSE
OG0006201	gfas1.m1.18423.m1	VATL_MOUSE
OG0006202	gfas1.m1.10348.m1	ZBED4_MOUSE
OG0006203	gfas1.m1.13878.m1	PSMD1_MOUSE
OG0006204	gfas1.m1.16822.m1	BSDC1_MOUSE
OG0006205	gfas1.m1.2376.m1	NOL10_MOUSE
OG0006206	gfas1.m1.14976.m1	APEX1_MOUSE
OG0006207	gfas1.m1.2499.m1	ARL3_MOUSE
OG0006208	gfas1.m1.20022.m1	BAZ1A_MOUSE
OG0006210	gfas1.m1.8429.m1	IDLC_MOUSE
OG0006211	gfas1.m1.19895.m1	BL1S6_MOUSE
OG0006212	gfas1.m1.10457.m1	METL4_MOUSE
OG0006213	gfas1.m1.3998.m1	HYOU1_MOUSE
OG0006214	gfas1.m1.10808.m1	NAA50_MOUSE
OG0006217	gfas1.m1.8896.m1	FANCL_MOUSE
OG0006219	gfas1.m1.15360.m1	RPP30_MOUSE
OG0006220	gfas1.m1.1534.m1	RS18_MOUSE
OG0006221	gfas1.m1.4534.m1	CC112_MOUSE
OG0006222	gfas1.m1.3403.m1	KIFC1_MOUSE
OG0006223	gfas1.m1.195.m1	AL4A1_MOUSE
OG0006224	gfas1.m1.13247.m1	RIR1_MOUSE
OG0006225	gfas1.m1.9665.m1	F199X_MOUSE
OG0006226	gfas1.m1.14878.m1	ANR31_MOUSE
OG0006227	gfas1.m1.15025.m1	MIA40_MOUSE
OG0006228	gfas1.m1.18131.m1	SPEF2_MOUSE
OG0006229	gfas1.m1.7832.m1	GLTP_MOUSE
OG0006230	gfas1.m1.5620.m1	AP5Z1_MOUSE
OG0006231	gfas1.m1.14043.m1	ARIP4_MOUSE
OG0006232	gfas1.m1.5417.m1	UCHL5_MOUSE
OG0006233	gfas1.m1.17566.m1	THG1_MOUSE
OG0006235	gfas1.m1.19402.m1	SPTC1_MOUSE
OG0006237	gfas1.m1.17609.m1	GRB2_MOUSE
OG0006238	gfas1.m1.15562.m1	MCM9_MOUSE
OG0006239	gfas1.m1.17062.m1	PLD6_MOUSE
OG0006240	gfas1.m1.16571.m1	VTI1A_MOUSE
OG0006241	gfas1.m1.16435.m1	BRCA2_MOUSE
OG0006242	gfas1.m1.6420.m1	GCP60_MOUSE
OG0006243	gfas1.m1.14768.m1	PRP8_MOUSE
OG0006244	gfas1.m1.10284.m1	RL38_MOUSE
OG0006245	gfas1.m1.11679.m1	SOSSC_MOUSE
OG0006246	gfas1.m1.15520.m1	SPC25_MOUSE
OG0006248	gfas1.m1.1077.m1	BKGD_MOUSE
OG0006250	gfas1.m1.1803.m1	NSMA3_MOUSE
OG0006251	gfas1.m1.10777.m1	PAPD1_MOUSE
OG0006254	gfas1.m1.14767.m1	ERP29_MOUSE
OG0006255	gfas1.m1.23223.m1	NSUN7_MOUSE
OG0006256	gfas1.m1.8616.m1	UBP38_MOUSE
OG0006257	gfas1.m1.2284.m1	MSH4_MOUSE
OG0006258	gfas1.m1.19941.m1	KTI12_MOUSE
OG0006259	gfas1.m1.3020.m1	HEM3_MOUSE
OG0006260	gfas1.m1.21169.m1	CF210_MOUSE
OG0006261	gfas1.m1.1587.m1	SNW1_MOUSE
OG0006264	gfas1.m1.17415.m1	ACPM_MOUSE
OG0006265	gfas1.m1.4794.m1	TSC2_MOUSE
OG0006266	gfas1.m1.16788.m1	DMC1_MOUSE
OG0006267	gfas1.m1.17820.m1	SNP29_MOUSE
OG0006268	gfas1.m1.17592.m1	PUS3_MOUSE
OG0006269	gfas1.m1.662.m1	ESCO2_MOUSE
OG0006270	gfas1.m1.686.m1	PSB2_MOUSE
OG0006271	gfas1.m1.15514.m1	NOSTN_MOUSE
OG0006272	gfas1.m1.23202.m1	MUL1_MOUSE
OG0006273	gfas1.m1.7996.m1	KIME_MOUSE
OG0006274	gfas1.m1.16518.m1	ZBBX_MOUSE
OG0006275	gfas1.m1.6318.m1	USO1_MOUSE
OG0006276	gfas1.m1.23486.m1	T2FA_MOUSE
OG0006277	gfas1.m1.2161.m1	MBIP1_MOUSE
OG0006278	gfas1.m1.4371.m1	SAHH_MOUSE
OG0006279	gfas1.m1.5785.m1	UBP40_MOUSE
OG0006280	gfas1.m1.3377.m1	WIPI4_MOUSE
OG0006281	gfas1.m1.9047.m1	PR38A_MOUSE
OG0006283	gfas1.m1.9328.m1	BCAS3_MOUSE
OG0006284	gfas1.m1.8884.m1	QCR9_MOUSE
OG0006285	gfas1.m1.18520.m1	TM209_MOUSE
OG0006286	gfas1.m1.16068.m1	UTP18_MOUSE
OG0006287	gfas1.m1.5393.m1	THUM1_MOUSE
OG0006288	gfas1.m1.5311.m1	CLCN6_MOUSE
OG0006289	gfas1.m1.16265.m1	NELFB_MOUSE
OG0006290	gfas1.m1.2039.m1	CUED2_MOUSE
OG0006292	gfas1.m1.2003.m1	VPS25_MOUSE
OG0006293	gfas1.m1.5008.m1	RBBP6_MOUSE
OG0006294	gfas1.m1.20351.m1	LRWD1_MOUSE
OG0006295	gfas1.m1.22217.m1	VPS28_MOUSE
OG0006296	gfas1.m1.19928.m1	ZN277_MOUSE
OG0006297	gfas1.m1.6137.m1	OGG1_MOUSE
OG0006298	gfas1.m1.8221.m1	RPP40_MOUSE
OG0006299	gfas1.m1.9202.m1	MA2C1_MOUSE
OG0006300	gfas1.m1.5730.m1	TMM43_MOUSE
OG0006301	gfas1.m1.15138.m1	COA6_MOUSE
OG0006302	gfas1.m1.8986.m1	EDEM1_MOUSE
OG0006304	gfas1.m1.9097.m1	HDAC8_MOUSE
OG0006305	gfas1.m1.6726.m1	XRP2_MOUSE
OG0006306	gfas1.m1.5729.m1	TBC30_MOUSE
OG0006307	gfas1.m1.1633.m1	ELMD3_MOUSE
OG0006308	gfas1.m1.13460.m1	RBGPR_MOUSE
OG0006309	gfas1.m1.21532.m1	CLSPN_MOUSE
OG0006310	gfas1.m1.1120.m1	SMG5_MOUSE
OG0006311	gfas1.m1.19386.m1	PSB6_MOUSE
OG0006312	gfas1.m1.7247.m1	AGT1_MOUSE
OG0006313	gfas1.m1.15541.m1	KAT3_MOUSE
OG0006314	gfas1.m1.925.m1	SIM15_MOUSE
OG0006315	gfas1.m1.58.m1	KIF27_MOUSE
OG0006316	gfas1.m1.13536.m1	PPM1D_MOUSE
OG0006318	gfas1.m1.1865.m1	HS2ST_MOUSE
OG0006319	gfas1.m1.9790.m1	RPC8_MOUSE
OG0006321	gfas1.m1.203.m1	DJC11_MOUSE
OG0006322	gfas1.m1.9218.m1	ERGI1_MOUSE
OG0006323	gfas1.m1.7480.m1	LKAM1_MOUSE
OG0006324	gfas1.m1.3115.m1	HID1_MOUSE
OG0006325	gfas1.m1.12368.m1	PPCEL_MOUSE
OG0006327	gfas1.m1.5285.m1	TM9S3_MOUSE
OG0006328	gfas1.m1.18325.m1	SSRD_MOUSE
OG0006329	gfas1.m1.5303.m1	PIGP_MOUSE
OG0006331	gfas1.m1.13558.m1	RPC9_MOUSE
OG0006332	gfas1.m1.3578.m1	AB1IP_MOUSE
OG0006333	gfas1.m1.16239.m1	IF2A_MOUSE
OG0006334	gfas1.m1.18608.m1	MARH5_MOUSE
OG0006336	gfas1.m1.16846.m1	DJC22_MOUSE
OG0006337	gfas1.m1.15521.m1	BBS5_MOUSE
OG0006338	gfas1.m1.13716.m1	ACER3_MOUSE
OG0006339	gfas1.m1.2195.m1	FSTL1_MOUSE
OG0006340	gfas1.m1.1863.m1	PLCE_MOUSE
OG0006341	gfas1.m1.565.m1	HHEX_MOUSE
OG0006342	gfas1.m1.593.m1	TXN4A_MOUSE
OG0006343	gfas1.m1.17406.m1	TRM11_MOUSE
OG0006344	gfas1.m1.17489.m1	PHB2_MOUSE
OG0006345	gfas1.m1.1787.m1	RTEL1_MOUSE
OG0006346	gfas1.m1.5882.m1	TMX3_MOUSE
OG0006348	gfas1.m1.13234.m1	LRC51_MOUSE
OG0006350	gfas1.m1.7909.m1	BIRC6_MOUSE
OG0006351	gfas1.m1.3834.m1	CDK20_MOUSE
OG0006352	gfas1.m1.20268.m1	GLIS2_MOUSE
OG0006353	gfas1.m1.7167.m1	CCD34_MOUSE
OG0006355	gfas1.m1.21272.m1	ADX_MOUSE
OG0006356	gfas1.m1.14538.m1	RBMX2_MOUSE
OG0006357	gfas1.m1.13582.m1	UBP39_MOUSE
OG0006358	gfas1.m1.7800.m1	MMAC_MOUSE
OG0006359	gfas1.m1.965.m1	HAUS7_MOUSE
OG0006360	gfas1.m1.9455.m1	CNPY2_MOUSE
OG0006361	gfas1.m1.14190.m1	FOXG1_MOUSE
OG0006362	gfas1.m1.10361.m1	SMYD3_MOUSE
OG0006363	gfas1.m1.341.m1	CNOT1_MOUSE
OG0006364	gfas1.m1.11086.m1	KDM7A_MOUSE
OG0006365	gfas1.m1.6510.m1	UGPA_MOUSE
OG0006366	gfas1.m1.347.m1	CMIP_MOUSE
OG0006368	gfas1.m1.14318.m1	DJC25_MOUSE
OG0006369	gfas1.m1.6202.m1	DCAKD_MOUSE
OG0006370	gfas1.m1.20307.m1	SYFM_MOUSE
OG0006371	gfas1.m1.13382.m1	LRRK1_MOUSE
OG0006372	gfas1.m1.18833.m1	SODM_MOUSE
OG0006373	gfas1.m1.23698.m1	RM30_MOUSE
OG0006374	gfas1.m1.13341.m1	WRP73_MOUSE
OG0006375	gfas1.m1.12229.m1	RL27_MOUSE
OG0006376	gfas1.m1.15880.m1	NPHP3_MOUSE
OG0006377	gfas1.m1.4268.m1	MAP10_MOUSE
OG0006378	gfas1.m1.13640.m1	PSA2_MOUSE
OG0006379	gfas1.m1.1641.m1	CD2B2_MOUSE
OG0006380	gfas1.m1.17106.m1	SRS10_MOUSE
OG0006381	gfas1.m1.6284.m1	TM245_MOUSE
OG0006382	gfas1.m1.14873.m1	ROGDI_MOUSE
OG0006383	gfas1.m1.3975.m1	CDC27_MOUSE
OG0006384	gfas1.m1.4823.m1	TRIA1_MOUSE
OG0006385	gfas1.m1.19429.m1	ATGA1_MOUSE
OG0006386	gfas1.m1.16612.m1	SELB_MOUSE
OG0006387	gfas1.m1.4543.m1	URAD_MOUSE
OG0006388	gfas1.m1.16355.m1	D39U1_MOUSE
OG0006389	gfas1.m1.3893.m1	PHAX_MOUSE
OG0006390	gfas1.m1.6436.m1	RSP14_MOUSE
OG0006392	gfas1.m1.3145.m1	TEAN2_MOUSE
OG0006393	gfas1.m1.19816.m1	CLXN_MOUSE
OG0006394	gfas1.m1.18518.m1	TMX1_MOUSE
OG0006395	gfas1.m1.15882.m1	CDC6_MOUSE
OG0006396	gfas1.m1.13823.m1	RM27_MOUSE
OG0006397	gfas1.m1.3937.m1	LRC23_MOUSE
OG0006398	gfas1.m1.23453.m1	PINLY_MOUSE
OG0006399	gfas1.m1.4340.m1	NUBPL_MOUSE
OG0006400	gfas1.m1.15131.m1	EFC11_MOUSE
OG0006401	gfas1.m1.482.m1	PUS10_MOUSE
OG0006402	gfas1.m1.14344.m1	COP1_MOUSE
OG0006403	gfas1.m1.15517.m1	MIOS_MOUSE
OG0006404	gfas1.m1.6850.m1	STPG2_MOUSE
OG0006405	gfas1.m1.9807.m1	MP2K4_MOUSE
OG0006407	gfas1.m1.17295.m1	GCP5_MOUSE
OG0006408	gfas1.m1.17040.m1	RT16_MOUSE
OG0006409	gfas1.m1.8432.m1	SETD4_MOUSE
OG0006410	gfas1.m1.13667.m1	CBPD_MOUSE
OG0006411	gfas1.m1.8031.m1	LHPP_MOUSE
OG0006412	gfas1.m1.3329.m1	ERCC8_MOUSE
OG0006413	gfas1.m1.14670.m1	CCD77_MOUSE
OG0006414	gfas1.m1.10744.m1	UBP32_MOUSE
OG0006416	gfas1.m1.18956.m1	CHRD1_MOUSE
OG0006417	gfas1.m1.17924.m1	THTPA_MOUSE
OG0006419	gfas1.m1.1178.m1	SUFU_MOUSE
OG0006420	gfas1.m1.13210.m1	ROMO1_MOUSE
OG0006421	gfas1.m1.2260.m1	CLCN2_MOUSE
OG0006422	gfas1.m1.13902.m1	FXL13_MOUSE
OG0006423	gfas1.m1.17148.m1	GTPB1_MOUSE
OG0006424	gfas1.m1.9647.m1	GPN1_MOUSE
OG0006425	gfas1.m1.13931.m1	KATL2_MOUSE
OG0006426	gfas1.m1.183.m1	TAF10_MOUSE
OG0006427	gfas1.m1.16330.m1	PROD_MOUSE
OG0006428	gfas1.m1.14275.m1	RS15_MOUSE
OG0006430	gfas1.m1.6153.m1	STML1_MOUSE
OG0006431	gfas1.m1.13603.m1	RS14_MOUSE
OG0006432	gfas1.m1.1450.m1	SYMPK_MOUSE
OG0006433	gfas1.m1.13710.m1	KTHY_MOUSE
OG0006435	gfas1.m1.19587.m1	NCPR_MOUSE
OG0006436	gfas1.m1.21289.m1	RPF2_MOUSE
OG0006437	gfas1.m1.9921.m1	A16L1_MOUSE
OG0006438	gfas1.m1.1529.m1	WDR46_MOUSE
OG0006439	gfas1.m1.10779.m1	MFSD6_MOUSE
OG0006440	gfas1.m1.6462.m1	QCR2_MOUSE
OG0006441	gfas1.m1.10437.m1	FHI2A_MOUSE
OG0006442	gfas1.m1.15892.m1	RL21_MOUSE
OG0006443	gfas1.m1.17160.m1	CHMP5_MOUSE
OG0006444	gfas1.m1.458.m1	DTL_MOUSE
OG0006445	gfas1.m1.20226.m1	BL1S1_MOUSE
OG0006446	gfas1.m1.2902.m1	CTDP1_MOUSE
OG0006447	gfas1.m1.9750.m1	C1QBP_MOUSE
OG0006448	gfas1.m1.5561.m1	WDR26_MOUSE
OG0006449	gfas1.m1.20579.m1	F185A_MOUSE
OG0006451	gfas1.m1.19281.m1	IMPCT_MOUSE
OG0006452	gfas1.m1.4319.m1	PPOX_MOUSE
OG0006453	gfas1.m1.76.m1	RL12_MOUSE
OG0006454	gfas1.m1.18099.m1	USH1C_MOUSE
OG0006455	gfas1.m1.1255.m1	STPG3_MOUSE
OG0006456	gfas1.m1.8761.m1	MTOR_MOUSE
OG0006457	gfas1.m1.6744.m1	VIR_MOUSE
OG0006458	gfas1.m1.19196.m1	EI2BD_MOUSE
OG0006459	gfas1.m1.4032.m1	LSM10_MOUSE
OG0006460	gfas1.m1.2669.m1	DERL1_MOUSE
OG0006462	gfas1.m1.4685.m1	FBX21_MOUSE
OG0006464	gfas1.m1.15168.m1	ABHDD_MOUSE
OG0006465	gfas1.m1.4572.m1	CFA97_MOUSE
OG0006466	gfas1.m1.3282.m1	YIPF3_MOUSE
OG0006467	gfas1.m1.10602.m1	PPIH_MOUSE
OG0006470	gfas1.m1.13569.m1	KBL_MOUSE
OG0006471	gfas1.m1.783.m1	SRP14_MOUSE
OG0006472	gfas1.m1.19088.m1	G6PI_MOUSE
OG0006473	gfas1.m1.3765.m1	BAHD1_MOUSE
OG0006474	gfas1.m1.455.m1	F161B_MOUSE
OG0006475	gfas1.m1.6105.m1	FPPS_MOUSE
OG0006476	gfas1.m1.3813.m1	NDUAB_MOUSE
OG0006477	gfas1.m1.10214.m1	SPT6H_MOUSE
OG0006478	gfas1.m1.4938.m1	KXDL1_MOUSE
OG0006479	gfas1.m1.13844.m1	TGFA1_MOUSE
OG0006480	gfas1.m1.13846.m1	TYW2_MOUSE
OG0006481	gfas1.m1.8210.m1	FBX16_MOUSE
OG0006482	gfas1.m1.17905.m1	PSB1_MOUSE
OG0006483	gfas1.m1.1538.m1	PGTB2_MOUSE
OG0006484	gfas1.m1.5708.m1	PHF5A_MOUSE
OG0006485	gfas1.m1.14502.m1	DET1_MOUSE
OG0006486	gfas1.m1.15788.m1	RAB23_MOUSE
OG0006487	gfas1.m1.15430.m1	ZMAT2_MOUSE
OG0006489	gfas1.m1.20222.m1	M2OM_MOUSE
OG0006490	gfas1.m1.5754.m1	TMCO6_MOUSE
OG0006491	gfas1.m1.17600.m1	TIDC1_MOUSE
OG0006492	gfas1.m1.6339.m1	NDUA9_MOUSE
OG0006493	gfas1.m1.21738.m1	RN180_MOUSE
OG0006494	gfas1.m1.2135.m1	HEMH_MOUSE
OG0006495	gfas1.m1.906.m1	LRC63_MOUSE
OG0006496	gfas1.m1.2438.m1	OFUT3_MOUSE
OG0006497	gfas1.m1.17829.m1	HDHD1_MOUSE
OG0006499	gfas1.m1.5940.m1	RACK1_MOUSE
OG0006500	gfas1.m1.265.m1	CDKA1_MOUSE
OG0006501	gfas1.m1.3872.m1	SON_MOUSE
OG0006502	gfas1.m1.8001.m1	PTER_MOUSE
OG0006503	gfas1.m1.17836.m1	SF3B4_MOUSE
OG0006504	gfas1.m1.5310.m1	TTL10_MOUSE
OG0006505	gfas1.m1.727.m1	ADAT2_MOUSE
OG0006506	gfas1.m1.22670.m1	UTP4_MOUSE
OG0006507	gfas1.m1.5200.m1	LRRC9_MOUSE
OG0006508	gfas1.m1.19266.m1	PDXK_MOUSE
OG0006510	gfas1.m1.13438.m1	TOP3B_MOUSE
OG0006511	gfas1.m1.17133.m1	SDCG8_MOUSE
OG0006512	gfas1.m1.2653.m1	NIP7_MOUSE
OG0006513	gfas1.m1.13306.m1	SPRTN_MOUSE
OG0006514	gfas1.m1.10804.m1	ADPRS_MOUSE
OG0006515	gfas1.m1.615.m1	MED19_MOUSE
OG0006516	gfas1.m1.6242.m1	DCNL3_MOUSE
OG0006517	gfas1.m1.1062.m1	SSRP1_MOUSE
OG0006518	gfas1.m1.21341.m1	YMEL1_MOUSE
OG0006519	gfas1.m1.397.m1	MSH5_MOUSE
OG0006520	gfas1.m1.1616.m1	CRLS1_MOUSE
OG0006521	gfas1.m1.13509.m1	CA050_MOUSE
OG0006522	gfas1.m1.6827.m1	PSB3_MOUSE
OG0006523	gfas1.m1.7497.m1	TAD2A_MOUSE
OG0006524	gfas1.m1.7042.m1	PNPO_MOUSE
OG0006525	gfas1.m1.4684.m1	ABHDB_MOUSE
OG0006526	gfas1.m1.18041.m1	RL14_MOUSE
OG0006527	gfas1.m1.4563.m1	ACSF4_MOUSE
OG0006528	gfas1.m1.820.m1	ELP6_MOUSE
OG0006529	gfas1.m1.15282.m1	IPO9_MOUSE
OG0006530	gfas1.m1.17431.m1	RGP1_MOUSE
OG0006532	gfas1.m1.3898.m1	TCAIM_MOUSE
OG0006533	gfas1.m1.1528.m1	XPP3_MOUSE
OG0006534	gfas1.m1.20405.m1	COG6_MOUSE
OG0006535	gfas1.m1.18297.m1	WDR19_MOUSE
OG0006536	gfas1.m1.13776.m1	GOGA5_MOUSE
OG0006537	gfas1.m1.13653.m1	ASM_MOUSE
OG0006538	gfas1.m1.16293.m1	DDX51_MOUSE
OG0006539	gfas1.m1.8891.m1	ACTMP_MOUSE
OG0006540	gfas1.m1.4281.m1	CIR1_MOUSE
OG0006541	gfas1.m1.18210.m1	SNAG_MOUSE
OG0006542	gfas1.m1.1363.m1	DAXX_MOUSE
OG0006543	gfas1.m1.18408.m1	FKBP2_MOUSE
OG0006544	gfas1.m1.8149.m1	HAUS1_MOUSE
OG0006545	gfas1.m1.4601.m1	DDX24_MOUSE
OG0006546	gfas1.m1.16502.m1	SF3B6_MOUSE
OG0006547	gfas1.m1.3163.m1	S2536_MOUSE
OG0006548	gfas1.m1.8300.m1	PAR16_MOUSE
OG0006550	gfas1.m1.8617.m1	RPA49_MOUSE
OG0006551	gfas1.m1.5091.m1	TDRD9_MOUSE
OG0006552	gfas1.m1.18415.m1	CE290_MOUSE
OG0006553	gfas1.m1.6402.m1	MRGBP_MOUSE
OG0006554	gfas1.m1.7423.m1	NMD3_MOUSE
OG0006555	gfas1.m1.17125.m1	LRRK2_MOUSE
OG0006556	gfas1.m1.20901.m1	DUS4L_MOUSE
OG0006557	gfas1.m1.9924.m1	PGP_MOUSE
OG0006558	gfas1.m1.16348.m1	GILT_MOUSE
OG0006559	gfas1.m1.14924.m1	PABP2_MOUSE
OG0006560	gfas1.m1.14432.m1	RNF31_MOUSE
OG0006561	gfas1.m1.5246.m1	CLPP_MOUSE
OG0006562	gfas1.m1.23312.m1	MOC2B_MOUSE
OG0006563	gfas1.m1.5205.m1	EXT1_MOUSE
OG0006564	gfas1.m1.1067.m1	SPPL3_MOUSE
OG0006565	gfas1.m1.16204.m1	CD123_MOUSE
OG0006566	gfas1.m1.19117.m1	MET25_MOUSE
OG0006568	gfas1.m1.23261.m1	TMM98_MOUSE
OG0006569	gfas1.m1.6226.m1	PR15A_MOUSE
OG0006570	gfas1.m1.13556.m1	UBP14_MOUSE
OG0006571	gfas1.m1.15052.m1	HUTU_MOUSE
OG0006573	gfas1.m1.1790.m1	ELP3_MOUSE
OG0006574	gfas1.m1.18739.m1	RGAP1_MOUSE
OG0006575	gfas1.m1.10937.m1	ULK4_MOUSE
OG0006576	gfas1.m1.18569.m1	PSD12_MOUSE
OG0006577	gfas1.m1.13198.m1	EXOS1_MOUSE
OG0006578	gfas1.m1.18292.m1	DISP3_MOUSE
OG0006579	gfas1.m1.21377.m1	RAB43_MOUSE
OG0006580	gfas1.m1.16937.m1	TXIP1_MOUSE
OG0006581	gfas1.m1.12114.m1	CS044_MOUSE
OG0006582	gfas1.m1.21747.m1	WRN_MOUSE
OG0006583	gfas1.m1.8039.m1	PDZD7_MOUSE
OG0006584	gfas1.m1.6001.m1	TYSY_MOUSE
OG0006585	gfas1.m1.3488.m1	STPG1_MOUSE
OG0006586	gfas1.m1.5140.m1	IASPP_MOUSE
OG0006587	gfas1.m1.16743.m1	MET16_MOUSE
OG0006588	gfas1.m1.7574.m1	KLH28_MOUSE
OG0006589	gfas1.m1.13812.m1	COQ9_MOUSE
OG0006590	gfas1.m1.1879.m1	ZDH12_MOUSE
OG0006591	gfas1.m1.1861.m1	BOLA2_MOUSE
OG0006592	gfas1.m1.15646.m1	DBNL_MOUSE
OG0006593	gfas1.m1.14933.m1	FANCA_MOUSE
OG0006594	gfas1.m1.6566.m1	RM46_MOUSE
OG0006595	gfas1.m1.4549.m1	SPAT4_MOUSE
OG0006596	gfas1.m1.18542.m1	RCC2_MOUSE
OG0006597	gfas1.m1.13997.m1	EFHB_MOUSE
OG0006598	gfas1.m1.6140.m1	LRC47_MOUSE
OG0006599	gfas1.m1.551.m1	DMAP1_MOUSE
OG0006600	gfas1.m1.19398.m1	ZRAB2_MOUSE
OG0006601	gfas1.m1.22676.m1	VPS16_MOUSE
OG0006602	gfas1.m1.4269.m1	MIPEP_MOUSE
OG0006603	gfas1.m1.4377.m1	CP087_MOUSE
OG0006604	gfas1.m1.17190.m1	RETST_MOUSE
OG0006605	gfas1.m1.4158.m1	WBP11_MOUSE
OG0006606	gfas1.m1.2409.m1	MGAT2_MOUSE
OG0006607	gfas1.m1.5009.m1	TIM_MOUSE
OG0006608	gfas1.m1.9069.m1	SPSB3_MOUSE
OG0006609	gfas1.m1.6958.m1	AGRV1_MOUSE
OG0006610	gfas1.m1.853.m1	ASPDH_MOUSE
OG0006611	gfas1.m1.2556.m1	DCAF1_MOUSE
OG0006612	gfas1.m1.2889.m1	ARL1_MOUSE
OG0006613	gfas1.m1.6447.m1	WDR48_MOUSE
OG0006614	gfas1.m1.7824.m1	CC174_MOUSE
OG0006615	gfas1.m1.20985.m1	PRPF3_MOUSE
OG0006616	gfas1.m1.2907.m1	PA2G4_MOUSE
OG0006617	gfas1.m1.20817.m1	PTEN_MOUSE
OG0006618	gfas1.m1.807.m1	TF2H5_MOUSE
OG0006619	gfas1.m1.2258.m1	CFA74_MOUSE
OG0006620	gfas1.m1.13184.m1	ELOV4_MOUSE
OG0006621	gfas1.m1.14336.m1	WDR89_MOUSE
OG0006622	gfas1.m1.3332.m1	FACE1_MOUSE
OG0006623	gfas1.m1.17507.m1	HIF1N_MOUSE
OG0006624	gfas1.m1.13199.m1	PPT2_MOUSE
OG0006626	gfas1.m1.17806.m1	FHOD3_MOUSE
OG0006627	gfas1.m1.17712.m1	UBE2H_MOUSE
OG0006628	gfas1.m1.15778.m1	NU107_MOUSE
OG0006629	gfas1.m1.1842.m1	AFG2A_MOUSE
OG0006630	gfas1.m1.13741.m1	TEX11_MOUSE
OG0006633	gfas1.m1.1.m1	WDR76_MOUSE
OG0006634	gfas1.m1.9175.m1	S35A5_MOUSE
OG0006635	gfas1.m1.9452.m1	RHEB_MOUSE
OG0006636	gfas1.m1.8057.m1	QCR8_MOUSE
OG0006637	gfas1.m1.16402.m1	CHAC1_MOUSE
OG0006638	gfas1.m1.1019.m1	YLPM1_MOUSE
OG0006639	gfas1.m1.6257.m1	SETB1_MOUSE
OG0006640	gfas1.m1.10128.m1	USB1_MOUSE
OG0006641	gfas1.m1.13851.m1	THIM_MOUSE
OG0006642	gfas1.m1.5301.m1	UBA3_MOUSE
OG0006644	gfas1.m1.18913.m1	GATD1_MOUSE
OG0006645	gfas1.m1.7561.m1	PTGR2_MOUSE
OG0006646	gfas1.m1.3176.m1	NOA1_MOUSE
OG0006647	gfas1.m1.17816.m1	RIP_MOUSE
OG0006648	gfas1.m1.2059.m1	RICTR_MOUSE
OG0006649	gfas1.m1.3722.m1	THIC_MOUSE
OG0006650	gfas1.m1.16840.m1	UBL7_MOUSE
OG0006652	gfas1.m1.7699.m1	COG5_MOUSE
OG0006653	gfas1.m1.170.m1	RM09_MOUSE
