Orthogroup	Nvec	Hsap
OG0002504	NV2t011642001.1, NV2t011642002.1, NV2t011642003.1	FOXN2_HUMAN, FOXN3_HUMAN
OG0002522	NV2t003651001.1, NV2t003092001.1	CAV1_HUMAN, CAV3_HUMAN
OG0002543	NV2t010386001.1, NV2t010386003.1, NV2t010386004.1, NV2t010386002.1	CIP2A_HUMAN
OG0002559	NV2t012367001.1, NV2t012367003.1, NV2t012367002.1, NV2t012367004.1	CFA69_HUMAN
OG0002576	NV2t011805001.1, NV2t018611001.1	DIRC2_HUMAN
OG0002591	NV2t021331001.1, NV2t022101001.1	GGCT_HUMAN, ALG9_HUMAN
OG0002607	NV2t020410001.1, NV2t020410002.1	ERO1A_HUMAN, ERO1B_HUMAN
OG0002623	NV2t014927001.1, NV2t014927002.1, NV2t014927003.1, NV2t014927004.1	DPH2_HUMAN
OG0002452	NV2t015508001.1, NV2t015508002.1	MTFR1_HUMAN, MTFR2_HUMAN
OG0002470	NV2t004491003.1, NV2t004491004.1, NV2t004491001.1, NV2t004491002.1	ANM7_HUMAN
OG0002486	NV2t011094001.1, NV2t011094002.1	RGS6_HUMAN, RGS7_HUMAN
OG0002503	NV2t012871002.1, NV2t012871003.1, NV2t012871001.1, NV2t012871004.1	DUS10_HUMAN
OG0002517	NV2t015878001.1, NV2t015878002.1	CYRIA_HUMAN, CYRIB_HUMAN
OG0002551	NV2t024274001.1, NV2t024274002.1, NV2t024274003.1, NV2t024274004.1	TCPG_HUMAN
OG0002569	NV2t014285001.1, NV2t014289002.1, NV2t014286001.1, NV2t014289001.1	ALG13_HUMAN
OG0002585	NV2t015890001.1, NV2t015890002.1, NV2t013808001.1, NV2t013808002.1	TEP1_HUMAN
OG0002601	NV2t025616001.1, NV2t025616002.1	SYVM_HUMAN, SYVC_HUMAN
OG0002617	NV2t002503001.1	DAG1_HUMAN
OG0002633	NV2t013172001.1, NV2t013172004.1	NCKPL_HUMAN, NCKP1_HUMAN
OG0002427	NV2t015214001.1, NV2t014256001.1	CF107_HUMAN, GSTK1_HUMAN
OG0002460	NV2t021857001.1, NV2t021857002.1	GABPA_HUMAN
OG0002496	NV2t013445001.1, NV2t023730001.1	PRKRA_HUMAN, TRBP2_HUMAN
OG0002513	NV2t010680001.1, NV2t010680002.1	CDK13_HUMAN, CDK12_HUMAN
OG0002527	NV2t002900001.1, NV2t002900002.1, NV2t002900003.1, NV2t002900004.1	INTU_HUMAN
OG0002545	NV2t001498001.1, NV2t020061001.1, NV2t007295001.1	TRI40_HUMAN
OG0002562	NV2t011908001.1, NV2t011908004.1, NV2t011908002.1, NV2t011908003.1	SUCHY_HUMAN
OG0002567	NV2t013237001.1, NV2t013237003.1, NV2t013237002.1, NV2t013237004.1	CHTOP_HUMAN
OG0002583	NV2t013116001.1, NV2t013116002.1, NV2t013116003.1, NV2t013116004.1	DCAF7_HUMAN
OG0002599	NV2t024939001.1, NV2t025349001.1	AIF1L_HUMAN, AIF1_HUMAN
OG0002615	NV2t020382001.1, NV2t020387001.1	STRN_HUMAN, STRN3_HUMAN
OG0002631	NV2t014583001.1, NV2t014583002.1	SFRP4_HUMAN, SFRP3_HUMAN
OG0002648	NV2t007462001.1, NV2t006547001.1, NV2t007463001.1	KY_HUMAN
OG0002446	NV2t021708001.1	TBL1R_HUMAN, TBL1X_HUMAN, TBL1Y_HUMAN
OG0002462	NV2t024701001.1	SYGP1_HUMAN, NGAP_HUMAN, DAB2P_HUMAN
OG0002477	NV2t004406001.1, NV2t004406002.1	DUS22_HUMAN, DUS15_HUMAN
OG0002491	NV2t005078001.1	RHPN1_HUMAN, RHN2P_HUMAN, RHPN2_HUMAN
OG0002507	NV2t011430003.1, NV2t011430002.1, NV2t011430004.1, NV2t011430001.1	WDR75_HUMAN
OG0002524	NV2t003136004.1, NV2t003136003.1, NV2t003136001.1, NV2t003136002.1	CDKL5_HUMAN
OG0002539	NV2t018471003.1, NV2t018471002.1, NV2t018471001.1	OGA_HUMAN
OG0002561	NV2t010640001.1	HMOX2_HUMAN, HMOX1_HUMAN
OG0002578	NV2t025640001.1, NV2t025640002.1	NEK6_HUMAN, NEK7_HUMAN
OG0002595	NV2t022571002.1, NV2t022571004.1	DCAF8_HUMAN
OG0002612	NV2t019408002.1, NV2t019408001.1, NV2t019408003.1, NV2t019408004.1	MRM2_HUMAN
OG0002628	NV2t013223001.1	SIAH2_HUMAN, SIAH1_HUMAN
OG0002662	NV2t012992001.1, NV2t012992002.1	RUFY4_HUMAN, FYCO1_HUMAN
OG0002678	NV2t022589001.1, NV2t022589004.1, NV2t022589002.1, NV2t022589003.1	SMC6_HUMAN
OG0002453	NV2t016217001.1, NV2t017019001.1	OXDA_HUMAN, OXDD_HUMAN
OG0002468	NV2t004813001.1, NV2t004813002.1	AT2C2_HUMAN, AT2C1_HUMAN
OG0002483	NV2t005759001.1, NV2t005759002.1	RBM24_HUMAN, RBM38_HUMAN
OG0002499	NV2t021001001.1, NV2t020981002.1, NV2t020981001.1, NV2t020981003.1	ADCYA_HUMAN
OG0002515	NV2t017176001.1, NV2t017176002.1	CCD42_HUMAN, CFA73_HUMAN
OG0002533	NV2t003575002.1	MTMR8_HUMAN, MTMR7_HUMAN, MTMR6_HUMAN
OG0002550	NV2t024159002.1, NV2t024159004.1, NV2t024159001.1, NV2t024159003.1	MCTP1_HUMAN
OG0002568	NV2t014551001.1	ROP1L_HUMAN, ROP1A_HUMAN, ROP1B_HUMAN
OG0002584	NV2t013791003.1, NV2t013791001.1, NV2t013791002.1	NOLC1_HUMAN
OG0002600	NV2t024444001.1	FUBP3_HUMAN, FUBP2_HUMAN, FUBP1_HUMAN
OG0002616	NV2t019836002.1, NV2t019836003.1	KS6A4_HUMAN, KS6A5_HUMAN
OG0002632	NV2t013927001.1	APH1A_HUMAN, APH1B_HUMAN
OG0002650	NV2t017765002.1, NV2t017765001.1, NV2t017765004.1, NV2t017765003.1	GPTC4_HUMAN
OG0002668	NV2t011802001.1, NV2t011802003.1	NEMP1_HUMAN, NEMP2_HUMAN
OG0002685	NV2t001162001.1	DUS9_HUMAN, DUS6_HUMAN, DUS7_HUMAN
OG0002700	NV2t007086001.1	IT70A_HUMAN, IT70B_HUMAN
OG0002716	NV2t019132001.1, NV2t018295001.1, NV2t018295002.1	SFI1_HUMAN
OG0002554	NV2t011427001.1, NV2t011427002.1, NV2t011427003.1, NV2t011427004.1	VPS50_HUMAN
OG0002572	NV2t017988001.1, NV2t017988003.1	AP2A1_HUMAN, AP2A2_HUMAN
OG0002605	NV2t025259004.1, NV2t025259003.1, NV2t025259001.1, NV2t025259002.1	NU214_HUMAN
OG0002620	NV2t003652001.1, NV2t003652002.1, NV2t003652003.1, NV2t003652004.1	CP135_HUMAN
OG0002635	NV2t019322001.1, NV2t019322002.1	CC85C_HUMAN, CC85A_HUMAN
OG0002652	NV2t019035001.1	CL050_HUMAN, ZC11A_HUMAN, ZC11B_HUMAN, ZC11C_HUMAN
OG0002669	NV2t011317001.1, NV2t011317002.1	GALT3_HUMAN, GALT6_HUMAN
OG0002684	NV2t000392001.1, NV2t000392004.1, NV2t000392002.1, NV2t000392003.1	E4F1_HUMAN
OG0002698	NV2t007909001.1, NV2t007908001.1	MPRIP_HUMAN, TARA_HUMAN
OG0002715	NV2t010548001.1, NV2t014404001.1, NV2t014404002.1, NV2t014404003.1	NSMA_HUMAN
OG0002731	NV2t021775002.1, NV2t021775001.1, NV2t021775003.1, NV2t021775004.1	ANR42_HUMAN
OG0002538	NV2t001369001.1, NV2t001369003.1, NV2t001369004.1, NV2t001369002.1	UBXN6_HUMAN
OG0002555	NV2t012855001.1, NV2t012855002.1, NV2t012855003.1	ST17A_HUMAN, ST17B_HUMAN
OG0002573	NV2t017475001.1, NV2t017475004.1, NV2t017475002.1, NV2t017475003.1	API5_HUMAN
OG0002590	NV2t022500001.1, NV2t022500002.1	MED12_HUMAN, MD12L_HUMAN
OG0002606	NV2t024436001.1, NV2t024436002.1	SHLB2_HUMAN, SHLB1_HUMAN
OG0002622	NV2t002759001.1, NV2t002759002.1, NV2t002817001.1, NV2t002817002.1	CRML_HUMAN
OG0002638	NV2t019750001.1, NV2t019750003.1	P4R3A_HUMAN, P4R3B_HUMAN
OG0002655	NV2t002241001.1	ER6L2_HUMAN
OG0002658	NV2t002249001.1, NV2t002249002.1	TESK1_HUMAN, TESK2_HUMAN
OG0002673	NV2t008505001.1, NV2t008505002.1	ITSN2_HUMAN, ITSN1_HUMAN
OG0002689	NV2t001841001.1, NV2t002309001.1, NV2t002309002.1, NV2t002309003.1	LYLAP_HUMAN
OG0002702	NV2t007063001.1	SEP12_HUMAN, SEPT3_HUMAN, SEPT9_HUMAN
OG0002719	NV2t019198001.1, NV2t019198003.1	EXOC6_HUMAN, EXC6B_HUMAN
OG0002735	NV2t022182001.1	GLPK2_HUMAN, GLPK3_HUMAN, GLPK_HUMAN
OG0002490	NV2t004035001.1	CS012_HUMAN
OG0002506	NV2t019639002.1, NV2t019638001.1, NV2t019634001.1, NV2t019639001.1	TRM6_HUMAN
OG0002523	NV2t003706001.1, NV2t003706003.1, NV2t003706002.1, NV2t003706004.1	TRBM_HUMAN
OG0002540	NV2t017652001.1, NV2t017652004.1, NV2t017652002.1, NV2t017652003.1	CC186_HUMAN
OG0002575	NV2t017454001.1, NV2t017454002.1	BRSK2_HUMAN, BRSK1_HUMAN
OG0002593	NV2t022283001.1, NV2t022283002.1	ABCG4_HUMAN, ABCG1_HUMAN
OG0002609	NV2t017617001.1, NV2t017617002.1, NV2t020654001.1	KIF6_HUMAN
OG0002625	NV2t010137001.1	FSTL5_HUMAN, FSTL4_HUMAN
OG0002642	NV2t017759001.1	R39L5_HUMAN, RL39_HUMAN, RL39L_HUMAN
OG0002660	NV2t000986001.1	PTC2_HUMAN, PTC1_HUMAN
OG0002676	NV2t008487001.1, NV2t008487002.1	ARI1A_HUMAN, ARI1B_HUMAN
OG0002696	NV2t007528001.1, NV2t007530001.1	MGRN1_HUMAN, RN157_HUMAN
OG0002730	NV2t021461001.1, NV2t021461003.1	WWTR1_HUMAN, YAP1_HUMAN
OG0002746	NV2t022525002.1, NV2t022525001.1, NV2t022525004.1, NV2t022525003.1	DDX6_HUMAN
OG0002548	NV2t023777001.1, NV2t023777002.1	ENSA_HUMAN, ARP19_HUMAN
OG0002565	NV2t014796001.1	PEAK3_HUMAN, PEAK1_HUMAN, PRAG1_HUMAN
OG0002581	NV2t013701001.1, NV2t013707001.1	PCYXL_HUMAN, PCYOX_HUMAN
OG0002598	NV2t025474001.1, NV2t025474002.1	DDR2_HUMAN, DDR1_HUMAN
OG0002614	NV2t020264001.1, NV2t020264002.1, NV2t020266001.1, NV2t020264003.1	SRBD1_HUMAN
OG0002630	NV2t014351001.1, NV2t014351002.1, NV2t014351004.1, NV2t014351003.1	RUND1_HUMAN
OG0002647	NV2t018503001.1, NV2t018503002.1	HORM2_HUMAN, HORM1_HUMAN
OG0002664	NV2t012679002.1, NV2t012679003.1, NV2t012679004.1, NV2t012679001.1	CUL1_HUMAN
OG0002680	NV2t008304001.1, NV2t008304002.1	MANEL_HUMAN, MANEA_HUMAN
OG0002686	NV2t001696001.1, NV2t001696002.1	STAB1_HUMAN, STAB2_HUMAN
OG0002703	NV2t007898001.1, NV2t007898002.1	I23O2_HUMAN, I23O1_HUMAN
OG0002720	NV2t009773001.1, NV2t009773002.1, NV2t009773003.1, NV2t009773004.1	TM138_HUMAN
OG0002736	NV2t022265001.1, NV2t022265002.1	ARHG1_HUMAN, ARHGC_HUMAN
OG0002525	NV2t003137002.1, NV2t003137001.1, NV2t003137003.1, NV2t003137004.1	SGCB_HUMAN
OG0002541	NV2t010365001.1, NV2t010365003.1	ARFG2_HUMAN, ARFG3_HUMAN
OG0002560	NV2t011057004.1, NV2t011057001.1, NV2t011057002.1, NV2t011057003.1	RPGF4_HUMAN
OG0002594	NV2t021330003.1, NV2t021330001.1, NV2t021330002.1	KCD14_HUMAN, KCTD7_HUMAN
OG0002626	NV2t014821001.1	HEXA_HUMAN, HEXB_HUMAN
OG0002643	NV2t018008001.1	PF21B_HUMAN, PF21A_HUMAN
OG0002661	NV2t001104001.1, NV2t001104002.1	MIER1_HUMAN, MIER3_HUMAN
OG0002677	NV2t008706001.1, NV2t008706003.1, NV2t008706002.1, NV2t008706004.1	ARH_HUMAN
OG0002692	NV2t007637004.1, NV2t007637001.1, NV2t007637003.1, NV2t007637002.1	NOL11_HUMAN
OG0002708	NV2t018158001.1, NV2t018158002.1	NSD2_HUMAN, NSD3_HUMAN
OG0002724	NV2t013399001.1	AN34B_HUMAN, AN34A_HUMAN, AN34C_HUMAN
OG0002739	NV2t021360001.1, NV2t021360002.1	MCF2_HUMAN, MF2L2_HUMAN, MCF2L_HUMAN
OG0002755	NV2t015577004.1, NV2t015577001.1, NV2t015577002.1, NV2t015577003.1	TRI37_HUMAN
OG0002579	NV2t024720001.1, NV2t024720003.1	AP3M2_HUMAN, AP3M1_HUMAN
OG0002596	NV2t021196001.1, NV2t021198001.1, NV2t021198003.1, NV2t021198002.1	PUS7L_HUMAN
OG0002627	NV2t013510001.1	TECT1_HUMAN, TECT3_HUMAN
OG0002645	NV2t017756001.1, NV2t018730001.1, NV2t018730002.1	HEXD_HUMAN
OG0002663	NV2t012822003.1, NV2t012822002.1, NV2t012822001.1, NV2t012822004.1	TTLL4_HUMAN
OG0002679	NV2t009238001.1, NV2t009238002.1	STB5L_HUMAN, STXB5_HUMAN
OG0002694	NV2t007400001.1, NV2t007400002.1	FOXK2_HUMAN, FOXK1_HUMAN
OG0002711	NV2t017867001.1, NV2t017867002.1, NV2t017867003.1, NV2t017867004.1	RN103_HUMAN
OG0002727	NV2t013303001.1	ISOC1_HUMAN, ISOC2_HUMAN
OG0002744	NV2t022694003.1, NV2t022694002.1, NV2t022694001.1, NV2t022694004.1	MCM7_HUMAN
OG0002760	NV2t015874001.1, NV2t015795001.1, NV2t015795002.1	SVOP_HUMAN
OG0002777	NV2t006524001.1, NV2t006524002.1, NV2t006524003.1	CLVS1_HUMAN, CLVS2_HUMAN
OG0002613	NV2t020511002.1, NV2t020511003.1, NV2t020512001.1, NV2t020512002.1	PYC_HUMAN
OG0002629	NV2t012709001.1, NV2t013634001.1	HSFX3_HUMAN, HSFX4_HUMAN, HSFX1_HUMAN, HSFY1_HUMAN
OG0002644	NV2t017560001.1	ABHEB_HUMAN, ABHEA_HUMAN
OG0002649	NV2t018632001.1, NV2t018632004.1, NV2t018632002.1, NV2t018632003.1	TM7S3_HUMAN
OG0002666	NV2t012011001.1, NV2t012281001.1	EVX1_HUMAN, EVX2_HUMAN
OG0002682	NV2t014897001.1, NV2t000126001.1	GDIA_HUMAN, GDIB_HUMAN
OG0002697	NV2t007550001.1, NV2t007550002.1, NV2t007550003.1, NV2t007550004.1	CHIP_HUMAN
OG0002705	NV2t019207005.1, NV2t019207002.1, NV2t019207003.1, NV2t019207004.1	ERF1_HUMAN
OG0002710	NV2t017696003.1, NV2t017696004.1, NV2t017696001.1, NV2t017696002.1	TACC1_HUMAN
OG0002726	NV2t010184001.1, NV2t010184002.1	DGKZ_HUMAN, DGKI_HUMAN
OG0002742	NV2t022594001.1, NV2t022594002.1	U2AF4_HUMAN, U2AF1_HUMAN
OG0002758	NV2t015570001.1, NV2t015570002.1	LIMK2_HUMAN, LIMK1_HUMAN
OG0002840	NV2t012570001.1	CDK14_HUMAN, CDK15_HUMAN
OG0002855	NV2t020855001.1	ARGI2_HUMAN, ARGI1_HUMAN
OG0002557	NV2t021147001.1, NV2t021217001.1, NV2t021217002.1	MCCA_HUMAN
OG0002574	NV2t007636001.1, NV2t007636003.1	RL3L_HUMAN, RL3_HUMAN
OG0002592	NV2t022083004.1, NV2t022083005.1, NV2t022083002.1, NV2t022083003.1	SRPRA_HUMAN
OG0002608	NV2t020301001.1, NV2t020301003.1, NV2t020301002.1, NV2t020301004.1	RCC1_HUMAN
OG0002624	NV2t014917001.1, NV2t014917002.1	FOXN4_HUMAN, FOXN1_HUMAN
OG0002640	NV2t018198001.1	FAM9C_HUMAN, FAM9A_HUMAN, FAM9B_HUMAN, SYCP3_HUMAN
OG0002674	NV2t009149001.1, NV2t009149003.1, NV2t009149004.1, NV2t009150001.1	ODBB_HUMAN
OG0002707	NV2t017777001.1	TMED9_HUMAN, TMED4_HUMAN
OG0002723	NV2t009771001.1, NV2t009771002.1	CNO6L_HUMAN, CNOT6_HUMAN
OG0002756	NV2t016619001.1, NV2t016619002.1	U119A_HUMAN, U119B_HUMAN
OG0002865	NV2t011875001.1	GPT2L_HUMAN, GPTC2_HUMAN
OG0002882	NV2t019776001.1	TYY1_HUMAN, TYY2_HUMAN
OG0002898	NV2t001869001.1, NV2t001869002.1	GOR_HUMAN, REXO1_HUMAN
OG0002916	NV2t013275001.1, NV2t013275002.1, NV2t013275003.1	RB11A_HUMAN
OG0002665	NV2t018558001.1, NV2t011669001.1	SLNL1_HUMAN
OG0002681	NV2t008575002.1, NV2t008575001.1, NV2t008575003.1, NV2t008575004.1	UPP_HUMAN
OG0002695	NV2t007978001.1, NV2t007978002.1, NV2t007978003.1, NV2t007978004.1	NPRL3_HUMAN
OG0002713	NV2t009775003.1, NV2t009775001.1, NV2t009775002.1, NV2t009775004.1	DGLA_HUMAN
OG0002729	NV2t021888001.1, NV2t021888002.1	RASA2_HUMAN, RASA3_HUMAN
OG0002745	NV2t022272001.1, NV2t022272002.1, NV2t022272003.1, NV2t022272004.1	TXD16_HUMAN
OG0002761	NV2t015490001.1, NV2t015490002.1, NV2t015490003.1, NV2t015490004.1	TBCE_HUMAN
OG0002794	NV2t005186001.1, NV2t005186002.1, NV2t005186003.1	MPP3_HUMAN, MPP7_HUMAN
OG0002842	NV2t002421001.1, NV2t002422001.1	TBX20_HUMAN
OG0002858	NV2t016975001.1	MYO1C_HUMAN, MYO1H_HUMAN
OG0002876	NV2t002631001.1	DOCK3_HUMAN, DOCK4_HUMAN
OG0002892	NV2t015612001.1	OSBP1_HUMAN, OSBP2_HUMAN
OG0002909	NV2t013095001.1	CHSTD_HUMAN, CHSTB_HUMAN
OG0002925	NV2t005087001.1, NV2t020756001.1	CMIP1_HUMAN
OG0002637	NV2t024854001.1, NV2t020631001.1, NV2t020631002.1, NV2t020631003.1	AADAT_HUMAN
OG0002654	NV2t001026001.1, NV2t001026002.1	NEUL_HUMAN, THOP1_HUMAN
OG0002671	NV2t011384004.1, NV2t011384005.1, NV2t011384001.1, NV2t011384003.1	VPS41_HUMAN
OG0002709	NV2t017664001.1, NV2t017664004.1, NV2t017664002.1, NV2t017664003.1	BTBDG_HUMAN
OG0002741	NV2t021570001.1, NV2t021570002.1	DGKH_HUMAN, DGKD_HUMAN
OG0002757	NV2t016096001.1, NV2t016096002.1, NV2t016096003.1, NV2t016096004.1	CHK2_HUMAN
OG0002763	NV2t016204001.1, NV2t016204002.1	MED13_HUMAN, MD13L_HUMAN
OG0002780	NV2t005797001.1, NV2t005797002.1, NV2t007894001.1, NV2t007894002.1	DCXR_HUMAN
OG0002859	NV2t002670002.1	SMCA1_HUMAN, SMCA5_HUMAN
OG0002877	NV2t022018001.1	GPC3_HUMAN, GPC5_HUMAN
OG0002893	NV2t016583001.1	CIB4_HUMAN, CIB1_HUMAN
OG0002911	NV2t016294001.1	HDAC2_HUMAN, HDAC1_HUMAN
OG0002927	NV2t019752001.1, NV2t019752002.1, NV2t019752003.1	NENF_HUMAN
OG0002641	NV2t017677001.1, NV2t017677002.1	KMT5C_HUMAN, KMT5B_HUMAN
OG0002659	NV2t000008002.1, NV2t000008004.1, NV2t000008001.1, NV2t000008003.1	MED8_HUMAN
OG0002675	NV2t019172001.1, NV2t018482001.1	SOX30_HUMAN
OG0002691	NV2t008091001.1, NV2t008091002.1, NV2t008091003.1	PDXD2_HUMAN, PDXD1_HUMAN
OG0002706	NV2t017469001.1, NV2t017469002.1	GOG7B_HUMAN, GOGA7_HUMAN
OG0002722	NV2t018492001.1, NV2t018492002.1	ABRX2_HUMAN, ABRX1_HUMAN
OG0002754	NV2t016043003.1, NV2t016040001.1, NV2t016043001.1, NV2t016043002.1	NFYC_HUMAN
OG0002853	NV2t018677001.1	BARH1_HUMAN, BARH2_HUMAN
OG0002871	NV2t023861001.1	NCKX2_HUMAN, NCKX1_HUMAN
OG0002887	NV2t018316001.1, NV2t018316002.1, NV2t018316003.1	SMTL1_HUMAN
OG0002903	NV2t011795001.1, NV2t011795002.1, NV2t011795003.1	STT3B_HUMAN
OG0002921	NV2t011924003.1, NV2t011924002.1, NV2t011924001.1, NV2t011924004.1	DUS3L_HUMAN
OG0002952	NV2t023750001.1	UB2R2_HUMAN, UB2R1_HUMAN
OG0002967	NV2t021136002.1, NV2t021038001.1, NV2t021136001.1	LGUL_HUMAN
OG0002634	NV2t020741001.1, NV2t020741002.1	ARI4B_HUMAN, ARI4A_HUMAN
OG0002651	NV2t007082001.1, NV2t007082002.1, NV2t007082003.1	S38AA_HUMAN
OG0002667	NV2t011495004.1, NV2t011495001.1, NV2t011495003.1, NV2t011495002.1	MINY3_HUMAN
OG0002683	NV2t001184001.1, NV2t001184002.1	CAPS2_HUMAN, CAPS1_HUMAN
OG0002699	NV2t007716002.1, NV2t007716003.1	PDIA2_HUMAN, PDIA1_HUMAN
OG0002751	NV2t015730001.1, NV2t015721001.1, NV2t015721002.1, NV2t015721003.1	PPIL2_HUMAN
OG0002800	NV2t014654001.1	SFRP2_HUMAN, SFRP5_HUMAN, SFRP1_HUMAN
OG0002850	NV2t021749001.1	SOX21_HUMAN, SOX14_HUMAN
OG0002869	NV2t022508001.1	FLI1_HUMAN, ERG_HUMAN
OG0002885	NV2t013872001.1, NV2t013872002.1	EGFEM_HUMAN, MEGF6_HUMAN
OG0002902	NV2t004494001.1	SCRT1_HUMAN, SCRT2_HUMAN
OG0002920	NV2t023919001.1, NV2t023919002.1, NV2t023915001.1	RT30_HUMAN
OG0002954	NV2t006258001.1, NV2t006258003.1, NV2t006258002.1	TPPC9_HUMAN
OG0002971	NV2t005785001.1	NPCL1_HUMAN, NPC1_HUMAN
OG0002989	NV2t020714001.1, NV2t020714002.1, NV2t020714003.1	RNF32_HUMAN
OG0002994	NV2t018971002.1, NV2t002114001.1	EFC12_HUMAN
OG0002636	NV2t020556004.1, NV2t020556002.1, NV2t020556001.1, NV2t020556003.1	GLUCM_HUMAN
OG0002670	NV2t011684002.1, NV2t011684004.1	EPC2_HUMAN, EPC1_HUMAN
OG0002687	NV2t001019001.1	ATX7_HUMAN, AT7L2_HUMAN, AT7L1_HUMAN
OG0002701	NV2t007852004.1, NV2t007852002.1, NV2t007852003.1, NV2t007852001.1	ATPF2_HUMAN
OG0002718	NV2t018552001.1, NV2t018552002.1, NV2t018552003.1, NV2t018552004.1	RNF37_HUMAN
OG0002748	NV2t022207001.1, NV2t022207003.1	RNBP6_HUMAN, IPO5_HUMAN
OG0002847	NV2t005630001.1, NV2t001912001.1	OPN4_HUMAN
OG0002881	NV2t018493001.1	ZN672_HUMAN, ZFP62_HUMAN
OG0002897	NV2t003334001.1, NV2t015763001.1	KIF4A_HUMAN, KIF4B_HUMAN
OG0002901	NV2t015216001.1	SNAI1_HUMAN, ZNF32_HUMAN
OG0002919	NV2t016321001.1	PIWL4_HUMAN, PIWL1_HUMAN
OG0002951	NV2t024264001.1, NV2t024264002.1	MTX3_HUMAN, MTX1_HUMAN
OG0002984	NV2t003926001.1	NAA15_HUMAN, NAA16_HUMAN
OG0002988	NV2t011104001.1	NMT1_HUMAN, NMT2_HUMAN
OG0003006	NV2t002757001.1	VAS1L_HUMAN, VAS1_HUMAN
OG0003022	NV2t005465001.1	T53I2_HUMAN, T53I1_HUMAN
OG0002672	NV2t009061001.1	IMA6_HUMAN, IMA5_HUMAN, IMA7_HUMAN
OG0002688	NV2t000471001.1, NV2t000471002.1	STRP1_HUMAN, STRP2_HUMAN
OG0002704	NV2t018651001.1, NV2t017717001.1	HPSE2_HUMAN, HPSE_HUMAN
OG0002721	NV2t014231004.1, NV2t014231002.1, NV2t014231001.1, NV2t014231003.1	LRC71_HUMAN
OG0002737	NV2t021851001.1, NV2t021851002.1	UBP28_HUMAN, UBP25_HUMAN
OG0002753	NV2t016593001.1, NV2t016593002.1	FR1L6_HUMAN, OTOF_HUMAN
OG0002836	NV2t012019001.1, NV2t012019002.1, NV2t001765001.1	DYH6_HUMAN
OG0002852	NV2t019727001.1, NV2t022148001.1	CA5BL_HUMAN
OG0002870	NV2t023498001.1, NV2t023504001.1	RPA12_HUMAN
OG0002886	NV2t016085001.1	SET1A_HUMAN, SET1B_HUMAN
OG0002904	NV2t025448001.1	RNF26_HUMAN
OG0002922	NV2t018793001.1	SFXN3_HUMAN, SFXN1_HUMAN
OG0002955	NV2t006257001.1, NV2t006257002.1, NV2t006257003.1	AIG1_HUMAN
OG0002972	NV2t006218001.1	PHTF2_HUMAN, PHTF1_HUMAN
OG0003025	NV2t004739001.1, NV2t004739002.1, NV2t004739003.1	S18L2_HUMAN
OG0003041	NV2t022855001.1	AP3B2_HUMAN, AP3B1_HUMAN
OG0002693	NV2t008088001.1, NV2t008088003.1, NV2t008088002.1, NV2t008088004.1	SNX8_HUMAN
OG0002712	NV2t018729001.1	MSX2_HUMAN, MSX1_HUMAN
OG0002728	NV2t022660001.1, NV2t021298001.1	WDR53_HUMAN, GP180_HUMAN
OG0002743	NV2t021832001.1, NV2t021832004.1, NV2t021832002.1, NV2t021832003.1	DRC12_HUMAN
OG0002759	NV2t015568001.1	TCO2_HUMAN, TCO1_HUMAN, IF_HUMAN
OG0002792	NV2t014162001.1	MEG11_HUMAN, PEAR1_HUMAN, MEG10_HUMAN
OG0002845	NV2t002549001.1	GSX1_HUMAN, GSX2_HUMAN
OG0002860	NV2t012091001.1, NV2t012091002.1	PPP5_HUMAN
OG0002878	NV2t021174001.1	IMA4_HUMAN, IMA3_HUMAN
OG0002895	NV2t012309001.1, NV2t012309002.1, NV2t012309003.1	SMAL1_HUMAN
OG0002913	NV2t009264001.1	GLD2_HUMAN
OG0002945	NV2t021040001.1, NV2t021134001.1, NV2t021134002.1	CEBOS_HUMAN
OG0002962	NV2t000742001.1	UBL4A_HUMAN, UBL4B_HUMAN
OG0002979	NV2t011615001.1, NV2t011615002.1	CFA70_HUMAN
OG0003007	NV2t002930001.1	PK2L1_HUMAN, PKD2_HUMAN
OG0003023	NV2t004756001.1	GMPR1_HUMAN, GMPR2_HUMAN
OG0003039	NV2t023581001.1, NV2t023581002.1	CCD87_HUMAN
OG0003056	NV2t003544001.1, NV2t003544002.1, NV2t003544003.1	UBL3_HUMAN
OG0002747	NV2t022354004.1, NV2t022354002.1, NV2t022354001.1, NV2t022354003.1	HAUS5_HUMAN
OG0002764	NV2t019060001.1	ABLM1_HUMAN, ABLM3_HUMAN, ABLM2_HUMAN
OG0002798	NV2t015829001.1	S14L3_HUMAN, S14L2_HUMAN, S14L6_HUMAN, S14L4_HUMAN
OG0002835	NV2t010477001.1, NV2t010475001.1	DYH1_HUMAN
OG0002851	NV2t022938001.1, NV2t022938002.1, NV2t022938003.1	ANKL1_HUMAN
OG0002867	NV2t019163001.1	PPR3B_HUMAN, PPR3C_HUMAN
OG0002884	NV2t009114001.1	P5CR3_HUMAN
OG0002900	NV2t000792002.1	ARF5_HUMAN, ARF4_HUMAN
OG0002918	NV2t012148001.1	CDKL1_HUMAN, CDKL4_HUMAN
OG0002950	NV2t013809001.1, NV2t013809002.1	NTM1A_HUMAN
OG0002966	NV2t004329001.1, NV2t004329002.1, NV2t004329003.1	MYLIP_HUMAN
OG0002982	NV2t012611001.1, NV2t012611002.1	CFA61_HUMAN
