Orthogroup	Nvec	Acer
OG0002316	NV2t008267012.1, NV2t008267010.1, NV2t008267011.1, NV2t008267007.1, NV2t008267008.1, NV2t008267009.1	KAK2550582.1
OG0002353	NV2t006356001.1	KAK2552389.1, KAK2556390.1
OG0002370	NV2t008878001.1	KAK2553283.1, KAK2570684.1
OG0002388	NV2t002037001.1, NV2t002037002.1	KAK2553897.1
OG0002404	NV2t004252006.1, NV2t004252007.1, NV2t004252003.1, NV2t004252005.1, NV2t004252004.1, NV2t004252008.1	KAK2554685.1
OG0002408	NV2t017774001.1, NV2t017774002.1, NV2t017774003.1, NV2t017774004.1	KAK2554824.1
OG0002423	NV2t016539001.1	KAK2556294.1
OG0002440	NV2t006819001.1, NV2t006819002.1	KAK2557182.1
OG0002456	NV2t017644007.1, NV2t017644006.1, NV2t017644003.1, NV2t017644001.1, NV2t017644005.1, NV2t017644002.1	KAK2558435.1
OG0002474	NV2t004459003.1, NV2t004459002.1, NV2t004459001.1	KAK2559768.1, KAK2559677.1
OG0002230	NV2t025571001.1	KAK2567075.1
OG0002230	NV2t025412001.1, NV2t025412002.1	KAK2567228.1
OG0002264	NV2t014148003.1, NV2t014148004.1	KAK2547966.1
OG0002281	NV2t023450001.1	KAK2552905.1
OG0002281	NV2t011880001.1	KAK2548789.1, KAK2548790.1
OG0002299	NV2t005464001.1	KAK2549988.1, KAK2550022.1
OG0002319	NV2t020542001.1, NV2t020542002.1	KAK2550752.1
OG0002337	NV2t024038001.1, NV2t024038002.1	KAK2562787.1, KAK2551384.1, KAK2562788.1
OG0002373	NV2t005904004.1, NV2t005904001.1, NV2t005904002.1, NV2t005904003.1	KAK2553444.1
OG0002390	NV2t002039001.1, NV2t002039002.1	KAK2553926.1
OG0002407	NV2t005210001.1, NV2t005209001.1	KAK2554781.1
OG0002424	NV2t015188001.1, NV2t015328001.1, NV2t015193002.1, NV2t015193001.1	KAK2556324.1
OG0002441	NV2t013675003.1, NV2t013675001.1, NV2t013675002.1, NV2t013675004.1	KAK2557315.1
OG0002457	NV2t018340001.1	KAK2572711.1
OG0002457	NV2t018276001.1	KAK2558547.1, KAK2558548.1
OG0002475	NV2t005445001.1	KAK2559697.1, KAK2559702.1
OG0002492	NV2t004440001.1, NV2t004440003.1	KAK2560857.1
OG0002508	NV2t011620001.1, NV2t011620002.1	KAK2562054.1
OG0002347	NV2t015023001.1, NV2t015023002.1, NV2t015023003.1, NV2t015023004.1, NV2t015023005.1, NV2t015023006.1	KAK2551857.1
OG0002362	NV2t022932001.1	KAK2552944.1
OG0002377	NV2t016759001.1, NV2t016759004.1, NV2t016759002.1, NV2t016759003.1	KAK2553658.1
OG0002395	NV2t005331001.1, NV2t005330001.1	KAK2554352.1
OG0002413	NV2t000361001.1, NV2t000361002.1, NV2t000361003.1, NV2t000361005.1, NV2t000361006.1, NV2t000361004.1	KAK2555044.1
OG0002429	NV2t013804001.1, NV2t013804002.1, NV2t013804004.1, NV2t013804003.1	KAK2556571.1
OG0002447	NV2t022726002.1, NV2t022726003.1	KAK2557589.1
OG0002463	NV2t023560001.1, NV2t023560003.1, NV2t023560005.1, NV2t023560002.1	KAK2559219.1
OG0002480	NV2t006292001.1, NV2t006292002.1, NV2t006292003.1	KAK2560061.1, KAK2560060.1
OG0002498	NV2t019573003.1, NV2t019573004.1, NV2t019573001.1, NV2t019573002.1	KAK2561122.1
OG0002516	NV2t018208001.1, NV2t018205001.1, NV2t018205002.1, NV2t017062001.1	KAK2562300.1
OG0002521	NV2t003713001.1, NV2t003711001.1	KAK2563096.1
OG0002203	NV2t006802001.1	KAK2560175.1, KAK2560176.1
OG0002219	NV2t011862001.1, NV2t012304001.1	KAK2571673.1
OG0002234	NV2t016705001.1	KAK2546641.1, KAK2549767.1, KAK2555023.1, KAK2549742.1
OG0002252	NV2t016969001.1	KAK2547475.1, KAK2574204.1
OG0002268	NV2t005081001.1	KAK2548050.1
OG0002268	NV2t008086001.1	KAK2571917.1, KAK2571762.1, KAK2571916.1, KAK2561713.1
OG0002285	NV2t019492001.1	KAK2558877.1, KAK2554162.1, KAK2552747.1, KAK2564109.1, KAK2549086.1, KAK2552388.1
OG0002302	NV2t004162001.1, NV2t004162002.1	KAK2550008.1
OG0002320	NV2t019406001.1, NV2t019406002.1, NV2t019406003.1	KAK2550769.1
OG0002344	NV2t014625001.1, NV2t014625002.1, NV2t014625003.1	KAK2551805.1, KAK2568512.1
OG0002360	NV2t023983001.1, NV2t023981001.1, NV2t023991001.1	KAK2552916.1, KAK2552919.1
OG0002376	NV2t005609001.1	KAK2558669.1, KAK2555739.1, KAK2562623.1, KAK2553532.1
OG0002412	NV2t000614001.1	KAK2555012.1
OG0002428	NV2t024284004.1, NV2t024284001.1, NV2t024284003.1, NV2t024284002.1	KAK2556534.1
OG0002445	NV2t022669002.1, NV2t022669001.1, NV2t022669003.1	KAK2557473.1, KAK2557512.1
OG0002461	NV2t021848001.1	KAK2559025.1, KAK2559063.1
OG0002478	NV2t004046001.1, NV2t004046002.1	KAK2559762.1
OG0002495	NV2t019467001.1	KAK2560946.1, KAK2560947.1
OG0002510	NV2t012197001.1, NV2t012197004.1	KAK2562076.1
OG0002530	NV2t002990001.1, NV2t002990002.1	KAK2563390.1
OG0002288	NV2t019889001.1	KAK2549451.1
OG0002305	NV2t009206001.1, NV2t009244004.1	KAK2550227.1
OG0002323	NV2t003285001.1, NV2t003285002.1	KAK2550844.1
OG0002340	NV2t005827001.1, NV2t005827002.1	KAK2551491.1
OG0002345	NV2t014721003.1, NV2t014721004.1, NV2t014721001.1, NV2t014721002.1	KAK2551833.1
OG0002361	NV2t023576001.1	KAK2554444.1, KAK2552930.1
OG0002366	NV2t000205001.1	KAK2553190.1
OG0002366	NV2t000733001.1	KAK2572428.1, KAK2556760.1
OG0002381	NV2t015394001.1, NV2t015394002.1	KAK2553677.1
OG0002399	NV2t004375001.1	KAK2554465.1, KAK2554467.1
OG0002417	NV2t000665001.1, NV2t000665002.1	KAK2555645.1
OG0002433	NV2t001922006.1, NV2t001922005.1, NV2t001922001.1, NV2t001922002.1, NV2t001922003.1, NV2t001922004.1	KAK2556695.1
OG0002450	NV2t006313002.1, NV2t006313001.1, NV2t006313003.1	KAK2557877.1
OG0002467	NV2t014591001.1, NV2t014591004.1, NV2t014591002.1, NV2t014591003.1	KAK2559487.1
OG0002484	NV2t011833001.1, NV2t011833002.1	KAK2560351.1
OG0002502	NV2t012046001.1	KAK2561490.1, KAK2561489.1
OG0002519	NV2t024245001.1, NV2t024245002.1	KAK2562911.1
OG0002537	NV2t010217001.1, NV2t010217002.1, NV2t010217003.1, NV2t010217004.1	KAK2563746.1
OG0002346	NV2t014855002.1, NV2t014855003.1	KAK2551852.1
OG0002363	NV2t013456002.1	KAK2553021.1
OG0002363	NV2t013456001.1	KAK2553022.1
OG0002378	NV2t016856001.1, NV2t016857001.1	KAK2553659.1
OG0002397	NV2t005273001.1, NV2t005273003.1	KAK2554418.1
OG0002415	NV2t022944002.1, NV2t022944003.1, NV2t022944004.1, NV2t022944001.1	KAK2555291.1
OG0002431	NV2t001597001.1, NV2t001597004.1, NV2t001597002.1, NV2t001597003.1	KAK2556654.1
OG0002448	NV2t013149002.1, NV2t013149005.1, NV2t013149004.1, NV2t013149001.1	KAK2557695.1
OG0002465	NV2t013893001.1, NV2t013893004.1, NV2t013893002.1, NV2t013893003.1	KAK2559385.1
OG0002482	NV2t006077001.1, NV2t006077002.1	KAK2560228.1
OG0002500	NV2t021026001.1	KAK2561158.1, KAK2561153.1
OG0002518	NV2t016750001.1, NV2t016750002.1	KAK2562407.1
OG0002535	NV2t003006004.1, NV2t003006003.1, NV2t003006001.1, NV2t003006002.1	KAK2563626.1
OG0002552	NV2t023308001.1	KAK2564573.1
OG0002552	NV2t023309003.1, NV2t023309001.1, NV2t023309002.1	KAK2564574.1
OG0002338	NV2t006532001.1, NV2t007336001.1, NV2t024672001.1	KAK2551417.1, KAK2552000.1, KAK2552842.1, KAK2552846.1
OG0002356	NV2t003340001.1	KAK2552575.1, KAK2552607.1
OG0002372	NV2t006758001.1	KAK2553422.1
OG0002389	NV2t000368001.1, NV2t000368002.1	KAK2553903.1
OG0002405	NV2t004933006.1, NV2t004933005.1, NV2t004933001.1, NV2t004933002.1, NV2t004933003.1, NV2t004933004.1	KAK2554700.1
OG0002410	NV2t017556001.1, NV2t017556004.1, NV2t017556003.1, NV2t017556002.1	KAK2554927.1
OG0002426	NV2t013945001.1, NV2t013945002.1, NV2t013945003.1, NV2t013945004.1	KAK2556489.1
OG0002443	NV2t013980003.1, NV2t013980004.1	KAK2557369.1
OG0002459	NV2t011036001.1, NV2t011036003.1, NV2t011036002.1, NV2t011036004.1	KAK2558617.1
OG0002464	NV2t013413001.1	KAK2573182.1, KAK2559279.1
OG0002481	NV2t006383001.1, NV2t006584001.1	KAK2560216.1
OG0002497	NV2t020850001.1, NV2t020850002.1	KAK2561061.1
OG0002511	NV2t012756001.1, NV2t012756002.1	KAK2562165.1
OG0002529	NV2t003258001.1	KAK2563385.1
OG0002546	NV2t008136002.1, NV2t008136004.1, NV2t008136001.1, NV2t008136003.1	KAK2564342.1
OG0002563	NV2t023289001.1, NV2t012520001.1	KAK2564995.1
OG0002380	NV2t017303003.1, NV2t017303001.1, NV2t017303002.1, NV2t017303005.1, NV2t017303004.1	KAK2553674.1, KAK2565175.1
OG0002398	NV2t013353001.1, NV2t013352001.1, NV2t013350001.1, NV2t013355001.1	KAK2554460.1, KAK2556891.1, KAK2556934.1
OG0002416	NV2t025429002.1, NV2t025429001.1, NV2t025429003.1	KAK2555356.1, KAK2559241.1
OG0002432	NV2t001413001.1, NV2t001413002.1, NV2t001413003.1, NV2t001413004.1	KAK2556669.1
OG0002466	NV2t000648001.1	KAK2571284.1, KAK2572796.1, KAK2573210.1, KAK2572794.1, KAK2559433.1, KAK2572919.1
OG0002488	NV2t004356001.1, NV2t004356002.1	KAK2560636.1
OG0002494	NV2t019312002.1, NV2t019312004.1, NV2t019312001.1, NV2t019312003.1	KAK2560877.1
OG0002512	NV2t011555001.1	KAK2562198.1
OG0002512	NV2t017338001.1	KAK2569323.1
OG0002528	NV2t002386001.1, NV2t002386002.1, NV2t002386003.1, NV2t002386004.1	KAK2563374.1
OG0002532	NV2t002882001.1, NV2t002882002.1	KAK2563431.1
OG0002547	NV2t024219001.1, NV2t024219002.1, NV2t024219003.1, NV2t024219004.1	KAK2564401.1
OG0002564	NV2t025323002.1, NV2t025323003.1, NV2t025323004.1, NV2t025323005.1	KAK2565782.1, KAK2565152.1, KAK2570636.1
OG0002580	NV2t021959001.1	KAK2566102.1, KAK2573637.1
OG0002597	NV2t021423003.1, NV2t021423001.1, NV2t021423002.1	KAK2566747.1, KAK2566753.1
OG0002402	NV2t023552001.1, NV2t023552004.1	KAK2554512.1
OG0002421	NV2t002371003.1, NV2t002371004.1	KAK2556047.1
OG0002437	NV2t006627001.1	KAK2556995.1, KAK2556998.1
OG0002454	NV2t015985001.1	KAK2558356.1, KAK2558354.1
OG0002473	NV2t005231001.1	KAK2559672.1, KAK2559765.1, KAK2559766.1, KAK2561050.1
OG0002489	NV2t004435001.1, NV2t004435004.1, NV2t004435003.1, NV2t004435002.1	KAK2560793.1
OG0002505	NV2t011610001.1, NV2t011610002.1	KAK2561577.1
OG0002520	NV2t021428001.1	KAK2563012.1, KAK2573426.1
OG0002520	NV2t022110001.1	KAK2573864.1
OG0002536	NV2t009844005.1, NV2t009844002.1, NV2t009844001.1, NV2t009844004.1	KAK2563668.1
OG0002553	NV2t022904002.1, NV2t022904001.1	KAK2564616.1
OG0002570	NV2t010057001.1, NV2t010057003.1, NV2t010057002.1, NV2t010057004.1	KAK2565347.1
OG0002586	NV2t013687001.1, NV2t013692001.1	KAK2566362.1
OG0002603	NV2t025648004.1, NV2t025648001.1, NV2t025648003.1, NV2t025648002.1	KAK2567136.1
OG0002618	NV2t003064001.1, NV2t003064002.1, NV2t003064004.1, NV2t003064003.1	KAK2567909.1
OG0002374	NV2t006416001.1, NV2t006416002.1	KAK2553478.1
OG0002409	NV2t017433002.1, NV2t017433001.1, NV2t017433003.1, NV2t017433004.1	KAK2554873.1
OG0002425	NV2t014381001.1	KAK2556564.1, KAK2556565.1
OG0002425	NV2t014380001.1	KAK2556469.1
OG0002442	NV2t014305001.1, NV2t014305002.1, NV2t014305003.1, NV2t014305004.1	KAK2557357.1
OG0002458	NV2t011436002.1, NV2t011436001.1, NV2t011438001.1	KAK2558585.1, KAK2558775.1
OG0002476	NV2t004586001.1, NV2t004587001.1	KAK2559717.1
OG0002493	NV2t020472001.1, NV2t020472002.1	KAK2560862.1
OG0002509	NV2t012039001.1, NV2t012039002.1	KAK2562065.1
OG0002526	NV2t002630001.1, NV2t002630002.1, NV2t002630003.1	KAK2563330.1
OG0002556	NV2t012256001.1	KAK2564748.1, KAK2564749.1
OG0002571	NV2t018991001.1, NV2t018991002.1	KAK2565396.1
OG0002587	NV2t013690001.1, NV2t013688001.1, NV2t013693001.1	KAK2566456.1, KAK2566418.1
OG0002602	NV2t025011001.1, NV2t025011002.1	KAK2567099.1
OG0002619	NV2t023961001.1, NV2t023965001.1	KAK2567941.1
OG0002619	NV2t023959001.1	KAK2567935.1
OG0002403	NV2t025935002.1, NV2t001345001.1, NV2t025935001.1, NV2t025933001.1	KAK2554592.1
OG0002420	NV2t003817001.1, NV2t003817004.1, NV2t003817002.1, NV2t003817003.1	KAK2556045.1
OG0002451	NV2t009090003.1, NV2t009090004.1, NV2t009090001.1, NV2t009090002.1	KAK2557971.1
OG0002469	NV2t004900001.1	KAK2559610.1, KAK2559611.1
OG0002485	NV2t011233001.1, NV2t010196001.1, NV2t010196002.1	KAK2560380.1, KAK2567194.1, KAK2560694.1, KAK2567189.1
OG0002501	NV2t012222001.1, NV2t012222003.1	KAK2561359.1
OG0002514	NV2t016249001.1, NV2t016254001.1	KAK2562231.1
OG0002531	NV2t002957001.1, NV2t002957002.1	KAK2563405.1
OG0002531	NV2t022116001.1	KAK2574207.1
OG0002549	NV2t023135002.1	KAK2564424.1
OG0002566	NV2t009516004.1, NV2t009516001.1, NV2t009516003.1	KAK2565231.1, KAK2565306.1
OG0002582	NV2t014874001.1, NV2t014874002.1	KAK2566168.1
OG0002588	NV2t005057001.1, NV2t005057002.1	KAK2566454.1
OG0002604	NV2t023388001.1, NV2t023388002.1, NV2t023388003.1	KAK2567164.1, KAK2567165.1
OG0002621	NV2t003003001.1, NV2t003003002.1, NV2t003003003.1, NV2t003003004.1	KAK2568071.1
OG0002422	NV2t014572001.1	KAK2559436.1, KAK2556218.1, KAK2556223.1, KAK2558943.1
OG0002439	NV2t007494001.1, NV2t007494002.1	KAK2557126.1
OG0002439	NV2t007495001.1	KAK2557146.1
OG0002455	NV2t018134001.1	KAK2558420.1
OG0002471	NV2t024948001.1	KAK2560248.1, KAK2560285.1
OG0002471	NV2t004828001.1, NV2t004828002.1	KAK2559621.1
OG0002487	NV2t022494001.1, NV2t022494003.1, NV2t022494004.1, NV2t022494002.1	KAK2560398.1
OG0002504	NV2t011642001.1, NV2t011642002.1, NV2t011642003.1	KAK2561549.1
OG0002522	NV2t003651001.1, NV2t003092001.1	KAK2563135.1
OG0002543	NV2t010386001.1, NV2t010386003.1, NV2t010386004.1, NV2t010386002.1	KAK2563926.1
OG0002559	NV2t012367001.1, NV2t012367003.1, NV2t012367002.1, NV2t012367004.1	KAK2564962.1
OG0002576	NV2t011805001.1	KAK2570212.1
OG0002576	NV2t018611001.1	KAK2565874.1, KAK2565722.1
OG0002591	NV2t021331001.1, NV2t022101001.1	KAK2566529.1
OG0002607	NV2t020410001.1, NV2t020410002.1	KAK2567293.1
OG0002623	NV2t014927001.1, NV2t014927002.1, NV2t014927003.1, NV2t014927004.1	KAK2568147.1
OG0002452	NV2t015508001.1, NV2t015508002.1	KAK2558255.1
OG0002470	NV2t004491003.1, NV2t004491004.1, NV2t004491001.1, NV2t004491002.1	KAK2559613.1
OG0002486	NV2t011094001.1, NV2t011094002.1	KAK2560396.1
OG0002503	NV2t012871002.1, NV2t012871003.1, NV2t012871001.1, NV2t012871004.1	KAK2561530.1
OG0002517	NV2t015878001.1, NV2t015878002.1	KAK2562306.1
OG0002534	NV2t024532001.1, NV2t024532002.1, NV2t024532003.1	KAK2563641.1, KAK2563609.1, KAK2563639.1, KAK2563643.1
OG0002551	NV2t024274001.1, NV2t024274002.1, NV2t024274003.1, NV2t024274004.1	KAK2564529.1
OG0002569	NV2t014285001.1, NV2t014289002.1, NV2t014286001.1, NV2t014289001.1	KAK2565283.1
OG0002585	NV2t015890001.1, NV2t015890002.1, NV2t013808001.1, NV2t013808002.1	KAK2566315.1
OG0002601	NV2t025616001.1, NV2t025616002.1	KAK2567066.1
OG0002617	NV2t002503001.1	KAK2568108.1, KAK2567837.1, KAK2567835.1, KAK2567980.1
OG0002633	NV2t013172001.1, NV2t013172004.1	KAK2568441.1
OG0002639	NV2t019194002.1, NV2t019194003.1, NV2t019194006.1, NV2t019194004.1, NV2t019194007.1	KAK2569027.1, KAK2569404.1
OG0002427	NV2t015214001.1, NV2t014256001.1	KAK2556529.1
OG0002460	NV2t021857001.1, NV2t021857002.1	KAK2566745.1, KAK2558966.1, KAK2558967.1
OG0002496	NV2t013445001.1, NV2t023730001.1	KAK2561031.1
OG0002513	NV2t010680001.1, NV2t010680002.1	KAK2562221.1
OG0002527	NV2t002900001.1, NV2t002900002.1, NV2t002900003.1, NV2t002900004.1	KAK2563352.1
OG0002545	NV2t020061001.1	KAK2568657.1
OG0002545	NV2t007295001.1	KAK2564222.1
OG0002562	NV2t011908001.1, NV2t011908004.1, NV2t011908002.1, NV2t011908003.1	KAK2564976.1
OG0002567	NV2t013237001.1, NV2t013237003.1, NV2t013237002.1, NV2t013237004.1	KAK2565237.1
OG0002583	NV2t013116001.1, NV2t013116002.1, NV2t013116003.1, NV2t013116004.1	KAK2566173.1
OG0002599	NV2t024939001.1, NV2t025349001.1	KAK2567042.1
OG0002615	NV2t020382001.1, NV2t020387001.1	KAK2567605.1
OG0002631	NV2t014583001.1, NV2t014583002.1	KAK2568412.1
OG0002648	NV2t006547001.1	KAK2569368.1
OG0002648	NV2t007463001.1	KAK2569365.1
OG0002446	NV2t021708001.1	KAK2557563.1
OG0002462	NV2t024701001.1	KAK2559166.1
OG0002477	NV2t004406001.1, NV2t004406002.1	KAK2559755.1
OG0002491	NV2t005078001.1	KAK2560852.1
OG0002507	NV2t011430003.1, NV2t011430002.1, NV2t011430004.1, NV2t011430001.1	KAK2562049.1
OG0002524	NV2t003136004.1, NV2t003136003.1, NV2t003136001.1, NV2t003136002.1	KAK2563277.1
OG0002539	NV2t018471003.1, NV2t018471002.1, NV2t018471001.1	KAK2563778.1, KAK2563979.1
OG0002544	NV2t011023001.1, NV2t023948001.1	KAK2563997.1
OG0002544	NV2t005449001.1, NV2t025884001.1, NV2t024556001.1	KAK2563995.1
OG0002561	NV2t010640001.1	KAK2564972.1, KAK2564978.1
OG0002578	NV2t025640001.1, NV2t025640002.1	KAK2565880.1
OG0002595	NV2t022571002.1, NV2t022571004.1	KAK2566700.1, KAK2566684.1, KAK2566688.1
OG0002612	NV2t019408002.1, NV2t019408001.1, NV2t019408003.1, NV2t019408004.1	KAK2567496.1
OG0002628	NV2t013223001.1	KAK2568369.1
OG0002646	NV2t018317001.1, NV2t018317002.1, NV2t018317003.1, NV2t018317005.1, NV2t018317006.1, NV2t018317004.1	KAK2569215.1
OG0002662	NV2t012992001.1, NV2t012992002.1	KAK2570039.1
OG0002678	NV2t022589001.1, NV2t022589004.1, NV2t022589002.1, NV2t022589003.1	KAK2570889.1
OG0002453	NV2t016217001.1, NV2t017019001.1	KAK2558302.1
OG0002468	NV2t004813001.1, NV2t004813002.1	KAK2559574.1
OG0002483	NV2t005759001.1, NV2t005759002.1	KAK2560291.1
OG0002499	NV2t021001001.1, NV2t020981002.1, NV2t020981001.1, NV2t020981003.1	KAK2561138.1
OG0002515	NV2t017176001.1, NV2t017176002.1	KAK2562251.1
OG0002533	NV2t003575002.1	KAK2563495.1
OG0002550	NV2t024159002.1, NV2t024159004.1, NV2t024159001.1, NV2t024159003.1	KAK2564508.1
OG0002568	NV2t014551001.1	KAK2565242.1
OG0002584	NV2t013791003.1, NV2t013791001.1, NV2t013791002.1	KAK2566295.1, KAK2566294.1
OG0002600	NV2t024444001.1	KAK2567057.1
OG0002616	NV2t019836002.1, NV2t019836003.1	KAK2567650.1
OG0002632	NV2t013927001.1	KAK2568427.1
OG0002650	NV2t017765002.1, NV2t017765001.1, NV2t017765004.1, NV2t017765003.1	KAK2569418.1
OG0002668	NV2t011802001.1, NV2t011802003.1	KAK2570399.1
OG0002685	NV2t001162001.1	KAK2571392.1
OG0002700	NV2t007086001.1	KAK2571979.1
OG0002716	NV2t019132001.1	KAK2572710.1
OG0002716	NV2t018295001.1, NV2t018295002.1	KAK2572703.1
OG0002554	NV2t011427001.1, NV2t011427002.1, NV2t011427003.1, NV2t011427004.1	KAK2564710.1
OG0002572	NV2t017988001.1, NV2t017988003.1	KAK2565492.1
OG0002589	NV2t021284001.1, NV2t021284002.1, NV2t021283002.1, NV2t021283003.1, NV2t021283001.1	KAK2566504.1, KAK2566707.1
OG0002605	NV2t025259004.1, NV2t025259003.1, NV2t025259001.1, NV2t025259002.1	KAK2567238.1
OG0002620	NV2t003652001.1, NV2t003652002.1, NV2t003652003.1, NV2t003652004.1	KAK2568024.1
OG0002635	NV2t019322001.1, NV2t019322002.1	KAK2568634.1
OG0002652	NV2t019035001.1	KAK2569470.1
OG0002669	NV2t011317001.1, NV2t011317002.1	KAK2570420.1
OG0002684	NV2t000392001.1, NV2t000392004.1, NV2t000392002.1, NV2t000392003.1	KAK2571380.1
OG0002698	NV2t007909001.1, NV2t007908001.1	KAK2571954.1
OG0002715	NV2t010548001.1, NV2t014404001.1, NV2t014404002.1, NV2t014404003.1	KAK2572699.1
OG0002731	NV2t021775002.1, NV2t021775001.1, NV2t021775003.1, NV2t021775004.1	KAK2573345.1
OG0002538	NV2t001369001.1, NV2t001369003.1, NV2t001369004.1, NV2t001369002.1	KAK2563762.1
OG0002555	NV2t012855001.1, NV2t012855002.1, NV2t012855003.1	KAK2564728.1
OG0002573	NV2t017475001.1, NV2t017475004.1, NV2t017475002.1, NV2t017475003.1	KAK2565495.1
OG0002590	NV2t022500001.1, NV2t022500002.1	KAK2566506.1
OG0002606	NV2t024436001.1, NV2t024436002.1	KAK2567258.1
OG0002622	NV2t002759001.1, NV2t002759002.1, NV2t002817001.1, NV2t002817002.1	KAK2568118.1
OG0002638	NV2t019750001.1, NV2t019750003.1	KAK2568954.1
OG0002655	NV2t002241001.1	KAK2569892.1, KAK2569558.1, KAK2569891.1, KAK2569885.1
OG0002658	NV2t002249001.1, NV2t002249002.1	KAK2569813.1
OG0002673	NV2t008505001.1, NV2t008505002.1	KAK2570547.1
OG0002689	NV2t001841001.1, NV2t002309001.1, NV2t002309002.1, NV2t002309003.1	KAK2571465.1
OG0002702	NV2t007063001.1	KAK2572024.1
OG0002719	NV2t019198001.1, NV2t019198003.1	KAK2572792.1
OG0002735	NV2t022182001.1	KAK2573468.1
OG0002490	NV2t004035001.1	KAK2560796.1, KAK2560797.1, KAK2560800.1, KAK2560795.1
OG0002506	NV2t019639002.1, NV2t019638001.1, NV2t019634001.1, NV2t019639001.1	KAK2561975.1
OG0002523	NV2t003706001.1, NV2t003706003.1, NV2t003706002.1, NV2t003706004.1	KAK2563232.1
OG0002540	NV2t017652001.1, NV2t017652004.1, NV2t017652002.1, NV2t017652003.1	KAK2563779.1
OG0002558	NV2t022076001.1, NV2t022076002.1, NV2t022780001.1, NV2t022780002.1, NV2t022779001.1, NV2t022781001.1	KAK2564795.1
OG0002575	NV2t017454001.1, NV2t017454002.1	KAK2565595.1
OG0002593	NV2t022283001.1, NV2t022283002.1	KAK2566633.1
OG0002609	NV2t017617001.1, NV2t017617002.1	KAK2569210.1, KAK2569212.1
OG0002609	NV2t020654001.1	KAK2567339.1
OG0002625	NV2t010137001.1	KAK2568155.1, KAK2568188.1
OG0002642	NV2t017759001.1	KAK2569077.1
OG0002660	NV2t000986001.1	KAK2569950.1, KAK2569958.1
OG0002676	NV2t008487001.1, NV2t008487002.1	KAK2570745.1
OG0002696	NV2t007528001.1, NV2t007530001.1	KAK2571929.1
OG0002714	NV2t021513001.1, NV2t024757001.1, NV2t024757002.1, NV2t008177001.1, NV2t023697001.1, NV2t009454001.1	KAK2572690.1
OG0002730	NV2t021461001.1, NV2t021461003.1	KAK2573311.1
OG0002746	NV2t022525002.1, NV2t022525001.1, NV2t022525004.1, NV2t022525003.1	KAK2573712.1
OG0002548	NV2t023777001.1, NV2t023777002.1	KAK2564412.1
OG0002565	NV2t014796001.1	KAK2565169.1
OG0002581	NV2t013701001.1, NV2t013707001.1	KAK2566137.1
OG0002598	NV2t025474001.1, NV2t025474002.1	KAK2566984.1
OG0002614	NV2t020264001.1, NV2t020264002.1, NV2t020266001.1, NV2t020264003.1	KAK2567594.1
OG0002630	NV2t014351001.1, NV2t014351002.1, NV2t014351004.1, NV2t014351003.1	KAK2568381.1
OG0002647	NV2t018503001.1, NV2t018503002.1	KAK2569231.1
OG0002664	NV2t012679002.1, NV2t012679003.1, NV2t012679004.1, NV2t012679001.1	KAK2570069.1
OG0002680	NV2t008304001.1, NV2t008304002.1	KAK2570964.1
OG0002686	NV2t001696001.1, NV2t001696002.1	KAK2571423.1
OG0002703	NV2t007898001.1, NV2t007898002.1	KAK2572086.1
OG0002720	NV2t009773001.1, NV2t009773002.1, NV2t009773003.1, NV2t009773004.1	KAK2572822.1
OG0002736	NV2t022265001.1, NV2t022265002.1	KAK2573471.1
OG0002752	NV2t001285001.1, NV2t001282001.1, NV2t001283001.1, NV2t001281001.1, NV2t001284001.1, NV2t001284002.1	KAK2574215.1
OG0002525	NV2t003137002.1, NV2t003137001.1, NV2t003137003.1, NV2t003137004.1	KAK2563278.1
OG0002541	NV2t010365001.1, NV2t010365003.1	KAK2563781.1
OG0002560	NV2t011057004.1, NV2t011057001.1, NV2t011057002.1, NV2t011057003.1	KAK2564970.1
OG0002577	NV2t020443001.1, NV2t020451001.1	KAK2565840.1, KAK2571966.1, KAK2571972.1, KAK2571967.1, KAK2571971.1
OG0002594	NV2t021330003.1, NV2t021330001.1, NV2t021330002.1	KAK2566637.1
OG0002626	NV2t014821001.1	KAK2568319.1, KAK2568425.1
OG0002643	NV2t018008001.1	KAK2569100.1, KAK2569099.1
OG0002661	NV2t001104001.1, NV2t001104002.1	KAK2570000.1
OG0002677	NV2t008706001.1, NV2t008706003.1, NV2t008706002.1, NV2t008706004.1	KAK2570871.1
OG0002692	NV2t007637004.1, NV2t007637001.1, NV2t007637003.1, NV2t007637002.1	KAK2571730.1
OG0002708	NV2t018158001.1, NV2t018158002.1	KAK2572236.1
OG0002724	NV2t013399001.1	KAK2572987.1
OG0002739	NV2t021360001.1, NV2t021360002.1	KAK2573587.1
OG0002755	NV2t015577004.1, NV2t015577001.1, NV2t015577002.1, NV2t015577003.1	KAK2574347.1
