Orthogroup	Nvec	Mmus
OG0003226	NV2t013645003.1, NV2t013645001.1, NV2t013645002.1	SNPC4_MOUSE
OG0003227	NV2t011462001.1	COPZ1_MOUSE, COPZ2_MOUSE
OG0003228	NV2t007474002.1, NV2t007474001.1, NV2t007482001.1	ERAL1_MOUSE
OG0003229	NV2t008881001.1, NV2t008883001.1, NV2t008883002.1	MPC1_MOUSE
OG0003230	NV2t017502001.1	VA0E2_MOUSE, VA0E1_MOUSE
OG0003231	NV2t020960001.1	FERM2_MOUSE, FERM1_MOUSE
OG0003232	NV2t003745001.1	SH3R1_MOUSE, SH3R3_MOUSE
OG0003233	NV2t000125001.1, NV2t000125002.1, NV2t000125003.1	XPOT_MOUSE
OG0003234	NV2t008456001.1	ODPA_MOUSE, ODPAT_MOUSE
OG0003235	NV2t012651001.1	MTMRC_MOUSE, MTMRA_MOUSE
OG0003236	NV2t004344001.1	SNTB2_MOUSE, SNTB1_MOUSE
OG0003237	NV2t009321001.1	TET5C_MOUSE, TET5A_MOUSE
OG0003238	NV2t011309001.1	RALB_MOUSE, RALA_MOUSE
OG0003239	NV2t017170001.1, NV2t017170002.1, NV2t017170003.1	THOC5_MOUSE
OG0003240	NV2t009771001.1	CNO6L_MOUSE, CNOT6_MOUSE
OG0003241	NV2t012870003.1, NV2t012870001.1, NV2t012870002.1	PISD_MOUSE
OG0003242	NV2t014502001.1, NV2t014502002.1, NV2t014502003.1	ICMT_MOUSE
OG0003243	NV2t012192001.1, NV2t012193001.1, NV2t012193002.1	PK1L1_MOUSE
OG0003244	NV2t003642001.1, NV2t003642002.1, NV2t003642003.1	TM165_MOUSE
OG0003245	NV2t004221001.1	SYAM_MOUSE, SYAC_MOUSE
OG0003246	NV2t001460001.1	CP100_MOUSE
OG0003247	NV2t017278001.1, NV2t017278002.1, NV2t017278003.1	MOONR_MOUSE
OG0003248	NV2t025130001.1	QSOX2_MOUSE, QSOX1_MOUSE
OG0003249	NV2t025647002.1, NV2t025647001.1, NV2t025647003.1	DHYS_MOUSE
OG0003250	NV2t001188001.1	DC11L_MOUSE, DRC11_MOUSE
OG0003251	NV2t012829002.1	TAXB1_MOUSE, CACO2_MOUSE
OG0003252	NV2t016155001.1	ARBK1_MOUSE, ARBK2_MOUSE
OG0003254	NV2t003879001.1	FREM3_MOUSE, FREM2_MOUSE
OG0003255	NV2t020287001.1	SOS1_MOUSE, SOS2_MOUSE
OG0003256	NV2t010234002.1, NV2t010234001.1, NV2t010234003.1	RM21_MOUSE
OG0003257	NV2t019752002.1, NV2t019752001.1, NV2t019752003.1	CC175_MOUSE
OG0003258	NV2t015980001.1, NV2t015980002.1	ATAD2_MOUSE
OG0003259	NV2t007082001.1, NV2t007082002.1, NV2t007082003.1	S38AA_MOUSE
OG0003260	NV2t014393001.1	UAP1L_MOUSE, UAP1_MOUSE
OG0003261	NV2t022282001.1	PKNX2_MOUSE, PKNX1_MOUSE
OG0003262	NV2t014184002.1, NV2t014184001.1, NV2t014184003.1	RER1_MOUSE
OG0003263	NV2t012016001.1	GREM2_MOUSE, GREM1_MOUSE
OG0003264	NV2t020855001.1	ARGI2_MOUSE, ARGI1_MOUSE
OG0003265	NV2t019684001.1, NV2t019684002.1, NV2t019684003.1	EXO1_MOUSE
OG0003266	NV2t001747001.1	AUHM_MOUSE, ECHD2_MOUSE
OG0003267	NV2t001706001.1, NV2t001706002.1	NAPEP_MOUSE
OG0003268	NV2t015822001.1	ATX2L_MOUSE, ATX2_MOUSE
OG0003269	NV2t017498001.1	BNI3L_MOUSE, BNIP3_MOUSE
OG0003270	NV2t021423003.1, NV2t021423001.1, NV2t021423002.1	UNC80_MOUSE
OG0003271	NV2t015302004.1, NV2t015302001.1, NV2t015302002.1	EPG5_MOUSE
OG0003273	NV2t009188001.1, NV2t009188002.1, NV2t009188003.1	MSTO1_MOUSE
OG0003274	NV2t024477001.1	UCK1_MOUSE, UCK2_MOUSE
OG0003277	NV2t011380001.1	GBX2_MOUSE, GBX1_MOUSE
OG0003278	NV2t015664001.1	AN13B_MOUSE, AN13D_MOUSE
OG0003279	NV2t002088001.1, NV2t002088003.1, NV2t002088002.1	DDX31_MOUSE
OG0003280	NV2t002459001.1	PLEK2_MOUSE, PLEK_MOUSE
OG0003281	NV2t015010001.1, NV2t015010002.1, NV2t015010003.1	GLGB_MOUSE
OG0003282	NV2t009172001.1	RB39B_MOUSE, RB39A_MOUSE
OG0003283	NV2t009260001.1, NV2t009260002.1, NV2t009260003.1	NGBR_MOUSE
OG0003284	NV2t001029001.1	ASF1A_MOUSE, ASF1B_MOUSE
OG0003285	NV2t012407001.1	TBG2_MOUSE, TBG1_MOUSE
OG0003287	NV2t008728001.1	MPPD2_MOUSE, MPPD1_MOUSE
OG0003288	NV2t010784001.1	PTG3L_MOUSE, TEBP_MOUSE
OG0003289	NV2t003844001.1	TE2IP_MOUSE
OG0003290	NV2t011225001.1	TSN13_MOUSE, TSN31_MOUSE
OG0003291	NV2t011032001.1	WN10B_MOUSE, WN10A_MOUSE
OG0003292	NV2t013323001.1	VIP1_MOUSE, VIP2_MOUSE
OG0003293	NV2t003148001.1	SYHM_MOUSE, HARS1_MOUSE
OG0003294	NV2t011592001.1	HEXI2_MOUSE, HEXI1_MOUSE
OG0003295	NV2t014841001.1	KPYM_MOUSE, KPYR_MOUSE
OG0003296	NV2t007110003.1, NV2t007110001.1, NV2t007110002.1	GET4_MOUSE
OG0003297	NV2t013160003.1, NV2t013160001.1, NV2t013160002.1	IQCE_MOUSE
OG0003298	NV2t023582001.1, NV2t023582002.1, NV2t023582003.1	KHDC4_MOUSE
OG0003299	NV2t003048001.1	NIPA2_MOUSE, NIPA3_MOUSE
OG0003300	NV2t006643001.1, NV2t006643002.1	DIDO1_MOUSE
OG0003301	NV2t018470001.1	TNKS2_MOUSE, TNKS1_MOUSE
OG0003302	NV2t010980001.1	SNP25_MOUSE, SNP23_MOUSE
OG0003303	NV2t016444001.1	CX6A2_MOUSE, CX6A1_MOUSE
OG0003304	NV2t000892001.1	ROR1_MOUSE, ROR2_MOUSE
OG0003305	NV2t012520001.1	WASL_MOUSE, WASP_MOUSE
OG0003306	NV2t012503001.1	NPAS3_MOUSE, NPAS1_MOUSE
OG0003307	NV2t023750001.1	UB2R2_MOUSE, UB2R1_MOUSE
OG0003308	NV2t008755001.1	RBBP4_MOUSE, RBBP7_MOUSE
OG0003309	NV2t006771001.1, NV2t006771002.1, NV2t006771003.1	ADA17_MOUSE
OG0003310	NV2t000385001.1, NV2t000385002.1, NV2t000385003.1	SUOX_MOUSE
OG0003311	NV2t003896001.1	TBCD1_MOUSE, TBCD4_MOUSE
OG0003312	NV2t005855001.1	TRIB3_MOUSE, TRIB2_MOUSE
OG0003313	NV2t022728001.1	TCTP_MOUSE
OG0003314	NV2t022003001.1	NKAP_MOUSE, NKAPL_MOUSE
OG0003315	NV2t010620001.1	MA2B1_MOUSE
OG0003316	NV2t000891003.1, NV2t000891001.1, NV2t000891002.1	IPO13_MOUSE
OG0003317	NV2t003334001.1, NV2t015763001.1	KIF4_MOUSE
OG0003318	NV2t011615001.1, NV2t011615002.1	CFA70_MOUSE
OG0003319	NV2t025121001.1, NV2t025123001.1	HGNAT_MOUSE
OG0003320	NV2t008588001.1	ZDH18_MOUSE, ZDH14_MOUSE
OG0003321	NV2t012612001.1, NV2t012612002.1	PKHA8_MOUSE
OG0003322	NV2t013145001.1, NV2t013145003.1, NV2t013145002.1	TMCO4_MOUSE
OG0003323	NV2t021833003.1, NV2t021833005.1, NV2t021833004.1	GLYG_MOUSE
OG0003324	NV2t018732001.1, NV2t018732002.1, NV2t018732003.1	PTSS2_MOUSE
OG0003325	NV2t004745002.1, NV2t004745001.1, NV2t004745003.1	ENTR1_MOUSE
OG0003327	NV2t014979001.1	AP3S1_MOUSE, AP3S2_MOUSE
OG0003328	NV2t024113002.1, NV2t024113005.1, NV2t024113004.1	GRL1A_MOUSE
OG0003330	NV2t009987001.1	SPON2_MOUSE, SPON1_MOUSE
OG0003331	NV2t001280001.1	ATG4C_MOUSE, ATG4D_MOUSE
OG0003332	NV2t008795001.1	UBP45_MOUSE, UBP16_MOUSE
OG0003333	NV2t019532002.1, NV2t019532001.1, NV2t019532003.1	AP5M1_MOUSE
OG0003334	NV2t008985001.1	UB2J1_MOUSE
OG0003335	NV2t007539001.1, NV2t007543001.1, NV2t007543002.1	GNPTG_MOUSE
OG0003336	NV2t008599001.1	SESN3_MOUSE, SESN1_MOUSE
OG0003337	NV2t021598001.1	RN167_MOUSE, RNF13_MOUSE
OG0003338	NV2t015448001.1, NV2t015446001.1, NV2t015448002.1	MED16_MOUSE
OG0003339	NV2t018173001.1	NUCB1_MOUSE, NUCB2_MOUSE
OG0003340	NV2t002886001.1	OCAD2_MOUSE, OCAD1_MOUSE
OG0003341	NV2t011079003.1, NV2t011079001.1, NV2t011079002.1	CTNL1_MOUSE
OG0003342	NV2t019461001.1, NV2t019459001.1	STUM_MOUSE
OG0003343	NV2t012678001.1	SOST_MOUSE, SOSD1_MOUSE
OG0003344	NV2t008944001.1	BLVRB_MOUSE
OG0003345	NV2t020893001.1	TTC9A_MOUSE, TTC9C_MOUSE
OG0003346	NV2t016459001.1, NV2t016466002.1, NV2t016466001.1	SMD3_MOUSE
OG0003347	NV2t012215001.1	CTDS1_MOUSE, CTDSL_MOUSE
OG0003348	NV2t019825001.1	SAFB1_MOUSE, SAFB2_MOUSE
OG0003349	NV2t020857003.1, NV2t020857001.1, NV2t020857002.1	ODBA_MOUSE
OG0003350	NV2t006324001.1, NV2t006324002.1	HYEP_MOUSE
OG0003351	NV2t013427001.1, NV2t013431001.1, NV2t013431002.1	PKHF2_MOUSE
OG0003352	NV2t011439001.1, NV2t011437001.1, NV2t011440001.1	RAB18_MOUSE
OG0003353	NV2t010931001.1	E41LB_MOUSE, E41L5_MOUSE
OG0003354	NV2t002822001.1, NV2t004862001.1, NV2t004862002.1	TP4AP_MOUSE
OG0003355	NV2t004359002.1, NV2t004359001.1, NV2t004359003.1	RCAF1_MOUSE
OG0003357	NV2t022295001.1	PCY1B_MOUSE, PCY1A_MOUSE
OG0003358	NV2t011037001.1, NV2t011037002.1, NV2t011037004.1	PUR9_MOUSE
OG0003359	NV2t010180001.1	R3GEF_MOUSE, RAB3I_MOUSE
OG0003360	NV2t017061002.1, NV2t017061001.1, NV2t017061003.1	MY18A_MOUSE
OG0003361	NV2t009900001.1	PDE3B_MOUSE, PDE3A_MOUSE
OG0003362	NV2t021893001.1	SIDT2_MOUSE, SIDT1_MOUSE
OG0003363	NV2t006978001.1	BAHC1_MOUSE, TNC18_MOUSE
OG0003364	NV2t023631001.1	UBP2L_MOUSE, UBAP2_MOUSE
OG0003365	NV2t024914003.1, NV2t024914001.1, NV2t024914002.1	POMT1_MOUSE
OG0003366	NV2t023748001.1	OTU7B_MOUSE, OTU7A_MOUSE
OG0003367	NV2t022048001.1	DCNL1_MOUSE, DCNL2_MOUSE
OG0003368	NV2t005735001.1, NV2t005735002.1, NV2t005735003.1	RLA1_MOUSE
OG0003369	NV2t011517001.1	TRA2B_MOUSE, TRA2A_MOUSE
OG0003370	NV2t014621003.1, NV2t014621001.1, NV2t014621002.1	A1CF_MOUSE
OG0003371	NV2t017744001.1	IDI1_MOUSE, IDI2_MOUSE
OG0003372	NV2t003544001.1, NV2t003544002.1, NV2t003544003.1	UBL3_MOUSE
OG0003373	NV2t007361001.1	T184B_MOUSE, T184A_MOUSE
OG0003374	NV2t003739001.1, NV2t003739002.1	TPPC2_MOUSE
OG0003375	NV2t010587001.1	ERLN2_MOUSE, ERLN1_MOUSE
OG0003376	NV2t020061001.1, NV2t001498001.1	TRI40_MOUSE
OG0003377	NV2t022442001.1	LHPL1_MOUSE, LHPL6_MOUSE
OG0003378	NV2t004009001.1	SOCS7_MOUSE, SOCS6_MOUSE
OG0003379	NV2t009246002.1, NV2t009246001.1	CWC22_MOUSE
OG0003380	NV2t013510001.1	TECT1_MOUSE, TECT3_MOUSE
OG0003381	NV2t001364001.1	AUXI_MOUSE, GAK_MOUSE
OG0003382	NV2t001785001.1, NV2t001785002.1	GRAM4_MOUSE
OG0003383	NV2t016587001.1	F135B_MOUSE, F135A_MOUSE
OG0003384	NV2t025636001.1, NV2t025636002.1	EVI5_MOUSE
OG0003386	NV2t007787001.1, NV2t007787002.1, NV2t007787003.1	AP4AT_MOUSE
OG0003387	NV2t007033001.1	GNA12_MOUSE, GNA13_MOUSE
OG0003388	NV2t019902002.1, NV2t019903001.1, NV2t020224001.1	CASP9_MOUSE
OG0003389	NV2t020653001.1	DAAM1_MOUSE, DAAM2_MOUSE
OG0003390	NV2t009128003.1, NV2t009128001.1, NV2t009128002.1	PAXB1_MOUSE
OG0003391	NV2t015225001.1, NV2t015225005.1, NV2t013133001.1	DHB14_MOUSE
OG0003392	NV2t014304001.1	CCNL1_MOUSE, CCNL2_MOUSE
OG0003393	NV2t022692001.1	SERP1_MOUSE, SERP2_MOUSE
OG0003394	NV2t017493001.1	ABTB2_MOUSE, ABTB3_MOUSE
OG0003395	NV2t025048001.1	LHX8_MOUSE, LHX6_MOUSE
OG0003396	NV2t025501001.1, NV2t025501002.1	SET_MOUSE
OG0003397	NV2t017187001.1	MCIN_MOUSE, GEMI_MOUSE
OG0003398	NV2t018393001.1	S23IP_MOUSE, DDHD2_MOUSE
OG0003399	NV2t001038001.1, NV2t001038002.1, NV2t001038003.1	SRP19_MOUSE
OG0003401	NV2t014507001.1	MGN_MOUSE, MGN2_MOUSE
OG0003402	NV2t001216001.1	ARL8B_MOUSE, ARL8A_MOUSE
OG0003403	NV2t010960001.1	5MP2_MOUSE, 5MP1_MOUSE
OG0003404	NV2t007700001.1	TOB1_MOUSE, TOB2_MOUSE
OG0003405	NV2t005808003.1, NV2t005808001.1, NV2t005808002.1	PTRD1_MOUSE
OG0003406	NV2t007359003.1, NV2t006006001.1	SNX19_MOUSE
OG0003407	NV2t013828001.1	PG12B_MOUSE, PG12A_MOUSE
OG0003408	NV2t013334001.1	NECP1_MOUSE, NECP2_MOUSE
OG0003410	NV2t015832003.1, NV2t015832001.1, NV2t015832002.1	GL1D1_MOUSE
OG0003412	NV2t025261002.1, NV2t025261001.1, NV2t025261003.1	SWT1_MOUSE
OG0003413	NV2t008478001.1	RS4X_MOUSE
OG0003414	NV2t002542001.1	RHG26_MOUSE, RHG10_MOUSE
OG0003415	NV2t011758001.1	SEM5A_MOUSE, SEM5B_MOUSE
OG0003416	NV2t003475001.1	GATA3_MOUSE, GATA2_MOUSE
OG0003417	NV2t015336001.1, NV2t015336002.1, NV2t015336003.1	SRR_MOUSE
OG0003418	NV2t005278001.1	PSMA8_MOUSE, PSA7_MOUSE
OG0003419	NV2t011104001.1	NMT1_MOUSE, NMT2_MOUSE
OG0003420	NV2t012011001.1	EVX1_MOUSE, EVX2_MOUSE
OG0003421	NV2t004551001.1	RIC8B_MOUSE, RIC8A_MOUSE
OG0003422	NV2t009035001.1, NV2t009035002.1, NV2t009035003.1	PUR2_MOUSE
OG0003423	NV2t025108001.1, NV2t025108002.1	FBXL6_MOUSE
OG0003424	NV2t016237001.1	INP5K_MOUSE, PI5PA_MOUSE
OG0003426	NV2t005941001.1	G2E3_MOUSE, PHF7_MOUSE
OG0003427	NV2t007226001.1	CDR2L_MOUSE, CDR2_MOUSE
OG0003428	NV2t022530001.1	UCP5_MOUSE, KMCP1_MOUSE
OG0003429	NV2t012475001.1	KAT2A_MOUSE, KAT2B_MOUSE
OG0003430	NV2t017404001.1	MTMRD_MOUSE, MTMR5_MOUSE
OG0003431	NV2t013297001.1, NV2t013892001.1	LYAG_MOUSE
OG0003432	NV2t023138001.1, NV2t023138003.1, NV2t023138002.1	LONM_MOUSE
OG0003433	NV2t016471002.1, NV2t016464001.1, NV2t016471001.1	PIGS_MOUSE
OG0003434	NV2t011875001.1	GPT2L_MOUSE, GPTC2_MOUSE
OG0003435	NV2t015436001.1	GXLT1_MOUSE, GXLT2_MOUSE
OG0003436	NV2t020157001.1	GMFB_MOUSE, GMFG_MOUSE
OG0003438	NV2t010356001.1	NPS3B_MOUSE
OG0003440	NV2t016165001.1, NV2t016165002.1, NV2t016165003.1	EI2BA_MOUSE
OG0003441	NV2t012203002.1, NV2t012203001.1, NV2t012203003.1	GORS2_MOUSE
OG0003442	NV2t012132001.1	CD5R1_MOUSE, CD5R2_MOUSE
OG0003443	NV2t001695001.1	YAF2_MOUSE, RYBP_MOUSE
OG0003444	NV2t011500001.1	ATF7_MOUSE, ATF2_MOUSE
OG0003445	NV2t016519001.1	DERL3_MOUSE, DERL2_MOUSE
OG0003446	NV2t006674001.1	RN19B_MOUSE, RN19A_MOUSE
OG0003447	NV2t022683001.1	RRAGA_MOUSE, RRAGB_MOUSE
OG0003448	NV2t021240002.1, NV2t021240003.1, NV2t021240001.1	UVRAG_MOUSE
OG0003449	NV2t019545001.1	ANGE1_MOUSE, ANGE2_MOUSE
OG0003450	NV2t005519003.1, NV2t005519001.1, NV2t005519002.1	ATIF1_MOUSE
OG0003451	NV2t016258001.1, NV2t016259001.1, NV2t016259002.1	ESS2_MOUSE
OG0003452	NV2t006225001.1	STAM2_MOUSE, STAM1_MOUSE
OG0003453	NV2t005847001.1	STK4_MOUSE, STK3_MOUSE
OG0003454	NV2t011578001.1	CLAP2_MOUSE, CLAP1_MOUSE
OG0003455	NV2t001990001.1, NV2t001990002.1, NV2t001990003.1	RNF11_MOUSE
OG0003456	NV2t017799001.1	PAIP2_MOUSE, PAI2B_MOUSE
OG0003458	NV2t010318001.1	JIP1_MOUSE, JIP2_MOUSE
OG0003459	NV2t014122001.1, NV2t014122002.1, NV2t014122003.1	LONP2_MOUSE
OG0003460	NV2t017822001.1	P4K2A_MOUSE, P4K2B_MOUSE
OG0003461	NV2t024933001.1, NV2t024933003.1, NV2t024933002.1	SARDH_MOUSE
OG0003462	NV2t001680001.1	PSMD6_MOUSE
OG0003463	NV2t010963001.1	UBR3_MOUSE
OG0003464	NV2t020206004.1, NV2t020206002.1, NV2t020206003.1	HECD1_MOUSE
OG0003465	NV2t000954003.1, NV2t000954001.1, NV2t000954002.1	CALR_MOUSE
OG0003466	NV2t003245001.1	SMC1B_MOUSE, SMC1A_MOUSE
OG0003467	NV2t014867001.1	TBC9B_MOUSE, TBCD9_MOUSE
OG0003468	NV2t009547001.1	DEN5B_MOUSE, DEN5A_MOUSE
OG0003469	NV2t000043001.1	OTUD1_MOUSE, OTUD5_MOUSE
OG0003470	NV2t014656001.1	SC5A7_MOUSE
OG0003471	NV2t001144001.1, NV2t001144002.1, NV2t001144003.1	STK11_MOUSE
OG0003472	NV2t013848001.1, NV2t013848002.1, NV2t013848003.1	NU188_MOUSE
OG0003474	NV2t013430001.1, NV2t013438001.1, NV2t013438002.1	HPS3_MOUSE
OG0003476	NV2t015088001.1	MOB1A_MOUSE, MOB1B_MOUSE
OG0003477	NV2t004152001.1	DBND2_MOUSE, DTBP1_MOUSE
OG0003478	NV2t016532001.1	KLF10_MOUSE, KLF11_MOUSE
OG0003479	NV2t001217001.1	BICD1_MOUSE, BICD2_MOUSE
OG0003480	NV2t000123001.1	TBK1_MOUSE, IKKE_MOUSE
OG0003481	NV2t023707001.1	UB2Q1_MOUSE, UB2Q2_MOUSE
OG0003482	NV2t006256001.1, NV2t006256003.1, NV2t006256004.1	ARCH_MOUSE
OG0003483	NV2t012641003.1, NV2t012641001.1, NV2t012641002.1	FBX11_MOUSE
OG0003484	NV2t015542001.1, NV2t015542002.1	RFA2_MOUSE
OG0003485	NV2t006935001.1, NV2t006935002.1, NV2t006935003.1	ACON_MOUSE
OG0003486	NV2t005766001.1	K319L_MOUSE, K0319_MOUSE
OG0003487	NV2t009973001.1	UCP2_MOUSE, UCP3_MOUSE
OG0003488	NV2t005465001.1	T53I2_MOUSE, T53I1_MOUSE
OG0003489	NV2t018296001.1	TBC12_MOUSE, TBC14_MOUSE
OG0003490	NV2t012769001.1	SOCS4_MOUSE, SOCS5_MOUSE
OG0003491	NV2t022234001.1	MSPD3_MOUSE, MSPD1_MOUSE
OG0003492	NV2t010822001.1	LRRF2_MOUSE, LRRF1_MOUSE
OG0003493	NV2t006258001.1, NV2t006258003.1, NV2t006258002.1	TPPC9_MOUSE
OG0003494	NV2t018902001.1	FBW1B_MOUSE, FBW1A_MOUSE
OG0003495	NV2t018833001.1, NV2t018833002.1	MET15_MOUSE
OG0003496	NV2t004681001.1	OTU6A_MOUSE, OTU6B_MOUSE
OG0003497	NV2t010899001.1	NUMB_MOUSE, NUMBL_MOUSE
OG0003498	NV2t021329001.1	RBM7_MOUSE, RBM11_MOUSE
OG0003499	NV2t012924002.1, NV2t012924001.1, NV2t012924003.1	ESYT2_MOUSE
OG0003500	NV2t020091001.1	S5A2_MOUSE, S5A1_MOUSE
OG0003501	NV2t023346001.1	PX11B_MOUSE, PX11A_MOUSE
OG0003502	NV2t022085001.1	G6PT2_MOUSE, G6PT3_MOUSE
OG0003503	NV2t016608001.1	SBNO2_MOUSE, SBNO1_MOUSE
OG0003504	NV2t011712001.1	EPOP_MOUSE, SKDA1_MOUSE
OG0003505	NV2t022749001.1	DSCL1_MOUSE, DSCAM_MOUSE
OG0003506	NV2t021147001.1, NV2t021217001.1, NV2t021217002.1	MCCA_MOUSE
OG0003507	NV2t004542001.1, NV2t004542003.1, NV2t004542002.1	SSRA_MOUSE
OG0003508	NV2t022349001.1	AGFG1_MOUSE, AGFG2_MOUSE
OG0003509	NV2t022477001.1, NV2t022477002.1, NV2t022477003.1	XRCC4_MOUSE
OG0003510	NV2t007488001.1	SNG3_MOUSE, SNG1_MOUSE
OG0003511	NV2t013659003.1, NV2t013659001.1, NV2t013659002.1	PEX10_MOUSE
OG0003512	NV2t015879001.1	SYC2L_MOUSE, SYCP2_MOUSE
OG0003513	NV2t012256001.1	CBR3_MOUSE, CBR1_MOUSE
OG0003514	NV2t011983001.1	CHIO_MOUSE, CHIN_MOUSE
OG0003515	NV2t023460001.1	S39A1_MOUSE, S39A3_MOUSE
OG0003516	NV2t003440001.1	RHG22_MOUSE, RHG24_MOUSE
OG0003517	NV2t005326001.1, NV2t005326002.1	UCRI_MOUSE
OG0003519	NV2t009131001.1	HNRPQ_MOUSE
OG0003520	NV2t008752001.1	UT14B_MOUSE, UT14A_MOUSE
OG0003522	NV2t018496001.1	ENTP4_MOUSE, ENTP7_MOUSE
OG0003523	NV2t017484001.1	PWP2B_MOUSE, PWP2A_MOUSE
OG0003524	NV2t006490001.1, NV2t006490002.1	S16C6_MOUSE, RDHE2_MOUSE
OG0003525	NV2t006292001.1, NV2t006292002.1, NV2t006292003.1	CFA96_MOUSE
OG0003526	NV2t025446001.1	ARPC5_MOUSE, ARP5L_MOUSE
OG0003527	NV2t023375001.1	GLP3L_MOUSE, GOLP3_MOUSE
OG0003528	NV2t002257001.1, NV2t002258001.1	TAL2_MOUSE
OG0003529	NV2t018059001.1	CCNJ_MOUSE, CCNJL_MOUSE
OG0003530	NV2t025203001.1	SC16B_MOUSE, SC16A_MOUSE
OG0003531	NV2t015142001.1	CMTA2_MOUSE, CMTA1_MOUSE
OG0003532	NV2t006345001.1	E2F3_MOUSE, E2F2_MOUSE
OG0003533	NV2t020633001.1, NV2t020633002.1, NV2t020633003.1	PPR37_MOUSE
OG0003534	NV2t015237001.1, NV2t015237002.1	NUP62_MOUSE
OG0003535	NV2t014467001.1	VATC2_MOUSE, VATC1_MOUSE
OG0003536	NV2t016820003.1, NV2t016820001.1, NV2t016820002.1	WASC5_MOUSE
OG0003537	NV2t006414001.1	DDX50_MOUSE, DDX21_MOUSE
OG0003538	NV2t007812001.1, NV2t007812002.1, NV2t007812003.1	ANKF1_MOUSE
OG0003539	NV2t013689001.1, NV2t013688001.1, NV2t013693001.1	PARG_MOUSE
OG0003540	NV2t020714001.1, NV2t020714002.1, NV2t020714003.1	RNF32_MOUSE
OG0003541	NV2t007037002.1	RAB37_MOUSE, RAB26_MOUSE
OG0003542	NV2t021959001.1	ARRB2_MOUSE, ARRB1_MOUSE
OG0003543	NV2t007097001.1	UBAD2_MOUSE, UBAD1_MOUSE
OG0003544	NV2t021052001.1, NV2t021052002.1	FRMD8_MOUSE
OG0003545	NV2t023387001.1, NV2t023387002.1, NV2t023387003.1	PMF1_MOUSE
OG0003546	NV2t006854001.1	HAPR1_MOUSE, HAPR2_MOUSE
OG0003547	NV2t013642001.1	SC11C_MOUSE, SC11A_MOUSE
OG0003548	NV2t003931001.1	DACH2_MOUSE, DACH1_MOUSE
OG0003549	NV2t005593001.1	S20A2_MOUSE, S20A1_MOUSE
OG0003550	NV2t004502002.1, NV2t004502004.1, NV2t004502003.1	CTBL1_MOUSE
OG0003551	NV2t018564002.1, NV2t018564001.1, NV2t018564003.1	ILRUN_MOUSE
OG0003552	NV2t004905001.1	RBL2_MOUSE, RBL1_MOUSE
OG0003553	NV2t007351001.1, NV2t007351003.1, NV2t007351002.1	SUZ12_MOUSE
OG0003555	NV2t014057001.1, NV2t014062001.1, NV2t014062002.1	PSB4_MOUSE
OG0003556	NV2t004178001.1	VPS4A_MOUSE, VPS4B_MOUSE
OG0003557	NV2t006369002.1	PDCL2_MOUSE, PDCL3_MOUSE
OG0003558	NV2t006247002.1, NV2t006247001.1, NV2t006247003.1	KCMA1_MOUSE
OG0003559	NV2t000408001.1	AP1M2_MOUSE, AP1M1_MOUSE
OG0003560	NV2t001126001.1, NV2t001126002.1	PB1_MOUSE
OG0003561	NV2t002927001.1	INP4B_MOUSE, INP4A_MOUSE
OG0003563	NV2t017743001.1	EKI1_MOUSE, EKI2_MOUSE
OG0003564	NV2t016913003.1, NV2t016913001.1, NV2t016913002.1	XPO2_MOUSE
OG0003565	NV2t015510001.1, NV2t015510002.1, NV2t015510003.1	ARFG1_MOUSE
OG0003566	NV2t016624001.1, NV2t016624003.1, NV2t016624002.1	TRM2A_MOUSE
OG0003567	NV2t003750002.1	ARXS1_MOUSE, ARXS2_MOUSE, SPCS3_MOUSE
OG0003568	NV2t003019001.1	NEMO_MOUSE, OPTN_MOUSE
OG0003569	NV2t004496001.1	PAPD7_MOUSE, PAPD5_MOUSE
OG0003570	NV2t019785001.1	PACS2_MOUSE, PACS1_MOUSE
OG0003571	NV2t023847001.1, NV2t020062001.1	REEP5_MOUSE
OG0003572	NV2t014459001.1, NV2t014459003.1, NV2t014459002.1	FOXL2_MOUSE
OG0003573	NV2t005356001.1	S38A7_MOUSE, S38A8_MOUSE
OG0003574	NV2t012570001.1	CDK14_MOUSE, CDK15_MOUSE
OG0003575	NV2t021564001.1, NV2t022462001.1, NV2t022462002.1	PTPM1_MOUSE
OG0003576	NV2t012125001.1	ENTP6_MOUSE, ENTP5_MOUSE
OG0003577	NV2t024680001.1	DEN1B_MOUSE, DEN1A_MOUSE
OG0003578	NV2t025090001.1, NV2t025090002.1, NV2t025090003.1	PINK1_MOUSE
OG0003579	NV2t018730001.1, NV2t018730002.1, NV2t017756001.1	HEXD_MOUSE
OG0003580	NV2t001108001.1, NV2t001108003.1, NV2t001108002.1	GLU2B_MOUSE
OG0003581	NV2t004025001.1, NV2t004025002.1	PP4R1_MOUSE
OG0003582	NV2t001294001.1	DAB1_MOUSE, DAB2_MOUSE
OG0003583	NV2t014821001.1	HEXA_MOUSE, HEXB_MOUSE
OG0003584	NV2t008931001.1	F162A_MOUSE, F162B_MOUSE
OG0003585	NV2t011393001.1	S2512_MOUSE, S2513_MOUSE
OG0003586	NV2t019415001.1, NV2t019415002.1, NV2t019415003.1	RTF1_MOUSE
OG0003587	NV2t008510001.1	KTNA1_MOUSE, KATL1_MOUSE
OG0003588	NV2t017509001.1, NV2t017509003.1, NV2t017509002.1	AATC_MOUSE
