Orthogroup	Nvec	Gfas
OG0004162	NV2t009121001.1, NV2t009121002.1	gfas1.m1.14249.m1
OG0004164	NV2t023356001.1	gfas1.m1.21193.m1, gfas1.m1.21007.m1, gfas1.m1.12964.m1, gfas1.m1.23535.m1
OG0004166	NV2t007312001.1, NV2t007326001.1	gfas1.m1.19177.m1
OG0004167	NV2t003401001.1, NV2t003401002.1	gfas1.m1.18756.m1
OG0004168	NV2t003706001.1, NV2t003706003.1, NV2t003706002.1, NV2t003706004.1	gfas1.m1.17590.m1
OG0004169	NV2t007198001.1, NV2t007198002.1	gfas1.m1.5119.m1
OG0004170	NV2t006093001.1	gfas1.m1.3073.m1
OG0004171	NV2t008043001.1, NV2t008043002.1	gfas1.m1.4961.m1
OG0004172	NV2t015096001.1	gfas1.m1.10984.m1
OG0004173	NV2t015721002.1, NV2t015721003.1	gfas1.m1.1853.m1
OG0004174	NV2t008355001.1, NV2t008355002.1	gfas1.m1.14702.m1
OG0004175	NV2t010977001.1, NV2t010977002.1	gfas1.m1.3972.m1
OG0004176	NV2t019677001.1, NV2t020423001.1	gfas1.m1.13473.m1
OG0004177	NV2t020916001.1, NV2t020916002.1	gfas1.m1.4127.m1
OG0004179	NV2t014353001.1, NV2t011910001.1	gfas1.m1.11847.m1
OG0004180	NV2t009419001.1	gfas1.m1.6049.m1, gfas1.m1.4198.m1
OG0004181	NV2t020412001.1, NV2t020412002.1	gfas1.m1.6697.m1
OG0004182	NV2t002425001.1, NV2t002425002.1	gfas1.m1.9890.m1
OG0004183	NV2t014995001.1	gfas1.m1.5889.m1, gfas1.m1.15994.m1, gfas1.m1.1290.m1, gfas1.m1.5890.m1
OG0004184	NV2t016246001.1, NV2t016251001.1	gfas1.m1.19033.m1
OG0004185	NV2t001689001.1	gfas1.m1.14669.m1
OG0004186	NV2t009342001.1, NV2t009346001.1	gfas1.m1.9096.m1
OG0004187	NV2t008991001.1	gfas1.m1.18900.m1
OG0004188	NV2t012792001.1, NV2t012792002.1	gfas1.m1.444.m1
OG0004189	NV2t006467001.1, NV2t006467002.1	gfas1.m1.15173.m1
OG0004190	NV2t023865001.1	gfas1.m1.9524.m1
OG0004191	NV2t023855001.1, NV2t023855002.1	gfas1.m1.5683.m1
OG0004192	NV2t003802001.1, NV2t003802002.1	gfas1.m1.5032.m1
OG0004193	NV2t012524001.1, NV2t012524002.1	gfas1.m1.18109.m1
OG0004194	NV2t014232001.1, NV2t014232002.1	gfas1.m1.5596.m1
OG0004195	NV2t013913001.1	gfas1.m1.18991.m1, gfas1.m1.9759.m1
OG0004196	NV2t022412001.1, NV2t022416001.1	gfas1.m1.15083.m1
OG0004197	NV2t005033001.1	gfas1.m1.17581.m1, gfas1.m1.17579.m1
OG0004199	NV2t000007001.1	gfas1.m1.18527.m1, gfas1.m1.15999.m1
OG0004200	NV2t019714002.1, NV2t019714003.1	gfas1.m1.7347.m1
OG0004201	NV2t004081001.1, NV2t004081002.1	gfas1.m1.22366.m1
OG0004202	NV2t018566001.1, NV2t018566002.1	gfas1.m1.6000.m1
OG0004203	NV2t019547001.1, NV2t019547002.1	gfas1.m1.14415.m1
OG0004204	NV2t002409001.1	gfas1.m1.12758.m1, gfas1.m1.3313.m1
OG0004205	NV2t022020001.1, NV2t022020002.1	gfas1.m1.7465.m1
OG0004206	NV2t006637001.1	gfas1.m1.16507.m1
OG0004207	NV2t015988001.1, NV2t015988002.1	gfas1.m1.9754.m1
OG0004208	NV2t004310001.1, NV2t004310002.1, NV2t004310003.1	gfas1.m1.22059.m1, gfas1.m1.17280.m1
OG0004209	NV2t025877001.1, NV2t009428001.1	gfas1.m1.5458.m1
OG0004210	NV2t012817001.1	gfas1.m1.3572.m1, gfas1.m1.3575.m1, gfas1.m1.3574.m1, gfas1.m1.3576.m1
OG0004211	NV2t018941001.1, NV2t018941002.1	gfas1.m1.5476.m1
OG0004212	NV2t014908001.1, NV2t014909001.1	gfas1.m1.22508.m1, gfas1.m1.9684.m1, gfas1.m1.8456.m1
OG0004213	NV2t020298001.1	gfas1.m1.6443.m1
OG0004214	NV2t005461001.1, NV2t005461002.1	gfas1.m1.20991.m1
OG0004215	NV2t022280001.1, NV2t022280002.1	gfas1.m1.16298.m1
OG0004216	NV2t013485001.1	gfas1.m1.4315.m1, gfas1.m1.188.m1
OG0004217	NV2t019423001.1, NV2t019423002.1	gfas1.m1.13452.m1
OG0004218	NV2t004337001.1	gfas1.m1.2712.m1
OG0004220	NV2t017691001.1	gfas1.m1.6806.m1
OG0004221	NV2t009267001.1, NV2t009267002.1	gfas1.m1.14603.m1
OG0004222	NV2t003969001.1, NV2t003969002.1	gfas1.m1.2705.m1
OG0004223	NV2t006137001.1, NV2t006137002.1	gfas1.m1.10754.m1
OG0004224	NV2t018586001.1	gfas1.m1.6946.m1, gfas1.m1.14086.m1
OG0004225	NV2t003506001.1, NV2t003506002.1	gfas1.m1.23395.m1
OG0004226	NV2t006623001.1, NV2t006626001.1	gfas1.m1.1188.m1, gfas1.m1.19792.m1, gfas1.m1.11320.m1
OG0004227	NV2t020602001.1, NV2t020602002.1	gfas1.m1.19291.m1
OG0004228	NV2t010210001.1, NV2t010210002.1	gfas1.m1.13693.m1
OG0004229	NV2t019751001.1, NV2t019751002.1	gfas1.m1.1440.m1
OG0004230	NV2t021930001.1, NV2t021930002.1	gfas1.m1.14891.m1
OG0004231	NV2t011690002.1, NV2t011690003.1	gfas1.m1.18831.m1
OG0004232	NV2t025751001.1	gfas1.m1.23515.m1, gfas1.m1.23514.m1
OG0004233	NV2t004202001.1	gfas1.m1.2304.m1
OG0004234	NV2t003096001.1, NV2t003096002.1	gfas1.m1.2961.m1
OG0004235	NV2t009047001.1, NV2t009047002.1	gfas1.m1.2462.m1
OG0004236	NV2t011416001.1, NV2t011416002.1	gfas1.m1.21653.m1
OG0004237	NV2t019581001.1, NV2t019581002.1	gfas1.m1.14665.m1
OG0004238	NV2t003000001.1	gfas1.m1.1839.m1, gfas1.m1.17564.m1, gfas1.m1.11161.m1
OG0004239	NV2t024652001.1, NV2t024652002.1, NV2t024652004.1, NV2t024652003.1	gfas1.m1.8919.m1
OG0004240	NV2t008308001.1	gfas1.m1.14239.m1
OG0004241	NV2t019971001.1, NV2t019971002.1	gfas1.m1.1614.m1
OG0004242	NV2t009331001.1, NV2t009331002.1	gfas1.m1.4825.m1
OG0004243	NV2t012243001.1, NV2t010045001.1, NV2t010045002.1	gfas1.m1.1517.m1
OG0004244	NV2t005690004.1, NV2t005690003.1, NV2t005690002.1, NV2t005690001.1	gfas1.m1.14753.m1
OG0004245	NV2t020720001.1	gfas1.m1.10173.m1, gfas1.m1.11826.m1
OG0004246	NV2t019309001.1, NV2t019309002.1	gfas1.m1.13480.m1
OG0004247	NV2t014291001.1, NV2t014291002.1	gfas1.m1.178.m1
OG0004248	NV2t025332002.1, NV2t025332003.1	gfas1.m1.3471.m1
OG0004249	NV2t009329003.1, NV2t009329002.1, NV2t009329004.1, NV2t009329001.1	gfas1.m1.10135.m1
OG0004250	NV2t006969001.1	gfas1.m1.21960.m1, gfas1.m1.4959.m1
OG0004251	NV2t015897001.1, NV2t015897002.1	gfas1.m1.7916.m1
OG0004253	NV2t007494001.1, NV2t007494002.1	gfas1.m1.3747.m1
OG0004254	NV2t021931001.1, NV2t021931002.1	gfas1.m1.14885.m1
OG0004255	NV2t017653001.1	gfas1.m1.19221.m1, gfas1.m1.19152.m1
OG0004256	NV2t011111001.1, NV2t011111002.1	gfas1.m1.14049.m1
OG0004257	NV2t004213001.1, NV2t004213002.1	gfas1.m1.10198.m1
OG0004258	NV2t007017001.1	gfas1.m1.21611.m1
OG0004260	NV2t013215001.1	gfas1.m1.13845.m1
OG0004261	NV2t020315001.1	gfas1.m1.3758.m1, gfas1.m1.19604.m1
OG0004262	NV2t021121001.1, NV2t017275001.1	gfas1.m1.1857.m1
OG0004263	NV2t005175001.1, NV2t005175002.1	gfas1.m1.330.m1
OG0004264	NV2t015110001.1	gfas1.m1.9718.m1
OG0004265	NV2t005462001.1, NV2t005462002.1	gfas1.m1.15707.m1
OG0004266	NV2t013674001.1, NV2t013674002.1	gfas1.m1.2885.m1
OG0004267	NV2t018852001.1, NV2t018852002.1	gfas1.m1.16466.m1
OG0004268	NV2t021862001.1	gfas1.m1.16491.m1, gfas1.m1.16719.m1
OG0004269	NV2t009379001.1, NV2t009379002.1	gfas1.m1.7957.m1
OG0004270	NV2t023382001.1	gfas1.m1.19166.m1
OG0004272	NV2t011318001.1, NV2t011318002.1	gfas1.m1.19414.m1
OG0004273	NV2t000658001.1, NV2t000658002.1	gfas1.m1.538.m1
OG0004274	NV2t000257001.1, NV2t000257002.1	gfas1.m1.3832.m1
OG0004275	NV2t003890001.1, NV2t000805001.1	gfas1.m1.6066.m1
OG0004276	NV2t014275001.1	gfas1.m1.936.m1, gfas1.m1.937.m1, gfas1.m1.5333.m1, gfas1.m1.5332.m1
OG0004277	NV2t000013001.1	gfas1.m1.19843.m1, gfas1.m1.2543.m1
OG0004278	NV2t009127001.1, NV2t009127002.1	gfas1.m1.14227.m1
OG0004279	NV2t021222001.1, NV2t021223001.1	gfas1.m1.20419.m1
OG0004280	NV2t010626001.1, NV2t010626002.1	gfas1.m1.10509.m1
OG0004281	NV2t020458001.1, NV2t020458002.1, NV2t020458003.1, NV2t020460001.1	gfas1.m1.13311.m1
OG0004282	NV2t012585001.1, NV2t012585002.1	gfas1.m1.15887.m1
OG0004283	NV2t013367001.1, NV2t013367002.1	gfas1.m1.16547.m1
OG0004284	NV2t017244002.1, NV2t017244003.1, NV2t017244001.1, NV2t017244004.1	gfas1.m1.17776.m1
OG0004285	NV2t007359001.1, NV2t007359002.1	gfas1.m1.19714.m1
OG0004287	NV2t016863001.1	gfas1.m1.3549.m1
OG0004288	NV2t008719001.1, NV2t008719002.1	gfas1.m1.20609.m1
OG0004289	NV2t003155001.1, NV2t003155002.1	gfas1.m1.18754.m1
OG0004290	NV2t001276001.1, NV2t001276007.1	gfas1.m1.17708.m1
OG0004291	NV2t021567001.1, NV2t021567002.1	gfas1.m1.11246.m1
OG0004292	NV2t006875001.1, NV2t006875002.1	gfas1.m1.10287.m1
OG0004293	NV2t020238001.1	gfas1.m1.22502.m1, gfas1.m1.18842.m1
OG0004294	NV2t005203001.1	gfas1.m1.22104.m1
OG0004296	NV2t024038001.1, NV2t024038002.1	gfas1.m1.16841.m1
OG0004297	NV2t003971001.1	gfas1.m1.17985.m1, gfas1.m1.9429.m1
OG0004298	NV2t021764001.1	gfas1.m1.6130.m1, gfas1.m1.23148.m1, gfas1.m1.19629.m1, gfas1.m1.19628.m1
OG0004299	NV2t000632001.1, NV2t000632002.1	gfas1.m1.2539.m1
OG0004300	NV2t017809001.1, NV2t017809002.1	gfas1.m1.15145.m1
OG0004301	NV2t020526001.1	gfas1.m1.7348.m1, gfas1.m1.14412.m1
OG0004302	NV2t004240002.1, NV2t004240001.1, NV2t004240003.1	gfas1.m1.5825.m1, gfas1.m1.18356.m1
OG0004303	NV2t006548001.1	gfas1.m1.792.m1, gfas1.m1.6235.m1
OG0004304	NV2t011423001.1, NV2t011423002.1	gfas1.m1.996.m1
OG0004305	NV2t009330001.1, NV2t009330002.1	gfas1.m1.10136.m1
OG0004306	NV2t015995001.1, NV2t015995002.1	gfas1.m1.9749.m1
OG0004308	NV2t008372001.1	gfas1.m1.1701.m1
OG0004309	NV2t023459001.1	gfas1.m1.2790.m1
OG0004310	NV2t021892001.1, NV2t021892002.1	gfas1.m1.3050.m1
OG0004311	NV2t009057001.1, NV2t009057002.1	gfas1.m1.3212.m1
OG0004312	NV2t006123001.1, NV2t006123002.1	gfas1.m1.15035.m1
OG0004313	NV2t016206001.1	gfas1.m1.19136.m1, gfas1.m1.19134.m1, gfas1.m1.22619.m1, gfas1.m1.19137.m1
OG0004314	NV2t024379001.1, NV2t024379002.1	gfas1.m1.15424.m1
OG0004315	NV2t022377001.1, NV2t022377002.1	gfas1.m1.16524.m1
OG0004316	NV2t018522001.1, NV2t018524001.1	gfas1.m1.15777.m1
OG0004317	NV2t016600001.1, NV2t016600002.1	gfas1.m1.836.m1
OG0004318	NV2t000534001.1, NV2t001509001.1, NV2t006811001.1, NV2t004215001.1	gfas1.m1.23928.m1
OG0004319	NV2t014861001.1, NV2t014861002.1	gfas1.m1.16692.m1
OG0004320	NV2t013829001.1, NV2t013829002.1	gfas1.m1.4587.m1
OG0004321	NV2t012331001.1	gfas1.m1.3729.m1, gfas1.m1.6595.m1
OG0004322	NV2t005090001.1, NV2t005090002.1	gfas1.m1.17207.m1
OG0004323	NV2t000913001.1, NV2t000913002.1	gfas1.m1.383.m1
OG0004324	NV2t015801001.1	gfas1.m1.9466.m1, gfas1.m1.13654.m1
OG0004325	NV2t011855001.1	gfas1.m1.10583.m1, gfas1.m1.10585.m1, gfas1.m1.17436.m1, gfas1.m1.17434.m1
OG0004326	NV2t011536004.1, NV2t011536002.1, NV2t011536001.1, NV2t011536003.1	gfas1.m1.982.m1
OG0004327	NV2t020869001.1	gfas1.m1.1432.m1
OG0004328	NV2t016377001.1, NV2t016377002.1	gfas1.m1.14586.m1
OG0004329	NV2t004758001.1	gfas1.m1.12710.m1
OG0004330	NV2t002412001.1, NV2t002412002.1	gfas1.m1.23810.m1
OG0004331	NV2t002956001.1, NV2t002956002.1	gfas1.m1.4564.m1
OG0004332	NV2t018293001.1, NV2t018293002.1	gfas1.m1.12837.m1
OG0004333	NV2t018558001.1, NV2t011669001.1	gfas1.m1.864.m1
OG0004334	NV2t023725001.1	gfas1.m1.4530.m1
OG0004335	NV2t002045001.1, NV2t002045002.1	gfas1.m1.18877.m1
OG0004336	NV2t008586001.1, NV2t008586002.1	gfas1.m1.18635.m1
OG0004337	NV2t021569001.1	gfas1.m1.2412.m1, gfas1.m1.11247.m1
OG0004338	NV2t024929001.1, NV2t024929002.1	gfas1.m1.10211.m1
OG0004339	NV2t012590001.1, NV2t012590002.1	gfas1.m1.940.m1
OG0004340	NV2t015340001.1, NV2t015340002.1	gfas1.m1.6528.m1
OG0004341	NV2t012489003.1, NV2t012489004.1	gfas1.m1.7772.m1
OG0004342	NV2t019416002.1, NV2t019416001.1	gfas1.m1.14638.m1
OG0004343	NV2t023489001.1	gfas1.m1.12434.m1, gfas1.m1.10151.m1
OG0004344	NV2t015543001.1	gfas1.m1.18871.m1
OG0004345	NV2t021873001.1, NV2t021873002.1	gfas1.m1.888.m1
OG0004346	NV2t016034001.1, NV2t016034002.1	gfas1.m1.6730.m1
OG0004347	NV2t006415001.1, NV2t006415002.1	gfas1.m1.18572.m1
OG0004348	NV2t003494001.1, NV2t003494002.1	gfas1.m1.14203.m1
OG0004349	NV2t025263001.1, NV2t025263002.1	gfas1.m1.10443.m1
OG0004350	NV2t013972001.1, NV2t013977001.1	gfas1.m1.18146.m1
OG0004351	NV2t019310001.1, NV2t019310002.1	gfas1.m1.13476.m1
OG0004352	NV2t012219001.1, NV2t012219002.1	gfas1.m1.15235.m1
OG0004353	NV2t010754001.1	gfas1.m1.16134.m1
OG0004354	NV2t005979001.1	gfas1.m1.4728.m1
OG0004355	NV2t020017001.1	gfas1.m1.9948.m1, gfas1.m1.216.m1
OG0004356	NV2t020215001.1, NV2t020215002.1	gfas1.m1.20424.m1
OG0004357	NV2t009724001.1, NV2t009724002.1	gfas1.m1.7281.m1
OG0004358	NV2t016119001.1	gfas1.m1.1812.m1
OG0004359	NV2t008415001.1	gfas1.m1.5741.m1
OG0004359	NV2t008261001.1	gfas1.m1.5746.m1, gfas1.m1.5739.m1
OG0004360	NV2t017947001.1, NV2t017947002.1	gfas1.m1.9594.m1
OG0004361	NV2t000245001.1, NV2t000245002.1	gfas1.m1.6086.m1
OG0004362	NV2t023501001.1, NV2t023506001.1	gfas1.m1.14494.m1
OG0004364	NV2t004026001.1, NV2t004028001.1	gfas1.m1.14370.m1
OG0004365	NV2t016350001.1	gfas1.m1.3481.m1
OG0004366	NV2t021171001.1	gfas1.m1.21319.m1, gfas1.m1.22398.m1
OG0004367	NV2t022047001.1	gfas1.m1.16033.m1
OG0004368	NV2t024101001.1, NV2t024103001.1	gfas1.m1.8344.m1
OG0004369	NV2t015198001.1	gfas1.m1.9416.m1, gfas1.m1.19036.m1
OG0004370	NV2t016426001.1	gfas1.m1.685.m1
OG0004371	NV2t002261001.1, NV2t002261002.1	gfas1.m1.18770.m1
OG0004372	NV2t020712001.1	gfas1.m1.10289.m1, gfas1.m1.5652.m1
OG0004373	NV2t011575001.1, NV2t011575002.1	gfas1.m1.7369.m1
OG0004374	NV2t022513001.1	gfas1.m1.8096.m1
OG0004375	NV2t009040001.1, NV2t009040002.1	gfas1.m1.2477.m1
OG0004377	NV2t022659001.1	gfas1.m1.14543.m1
OG0004378	NV2t018567001.1	gfas1.m1.6010.m1
OG0004379	NV2t001659001.1, NV2t001659002.1	gfas1.m1.17811.m1
OG0004380	NV2t025436001.1	gfas1.m1.9291.m1, gfas1.m1.22395.m1
OG0004381	NV2t007612001.1	gfas1.m1.13420.m1
OG0004382	NV2t022857001.1, NV2t022862002.1	gfas1.m1.14271.m1
OG0004383	NV2t006457001.1	gfas1.m1.23519.m1
OG0004384	NV2t000728001.1, NV2t000728002.1	gfas1.m1.23484.m1
OG0004385	NV2t025109001.1	gfas1.m1.17962.m1, gfas1.m1.17959.m1
OG0004386	NV2t006419001.1	gfas1.m1.14713.m1
OG0004387	NV2t011077001.1	gfas1.m1.18976.m1
OG0004387	NV2t010998001.1	gfas1.m1.8932.m1, gfas1.m1.8929.m1
OG0004388	NV2t020168001.1, NV2t020173001.1	gfas1.m1.2455.m1
OG0004389	NV2t017730001.1, NV2t017730002.1	gfas1.m1.2873.m1
OG0004390	NV2t017410002.1, NV2t017410003.1	gfas1.m1.1883.m1
OG0004391	NV2t000510001.1	gfas1.m1.4195.m1, gfas1.m1.4197.m1
OG0004392	NV2t015892001.1, NV2t015892002.1	gfas1.m1.1989.m1
OG0004393	NV2t004864001.1, NV2t004864002.1	gfas1.m1.8222.m1
OG0004395	NV2t022571002.1, NV2t022571004.1	gfas1.m1.15216.m1
OG0004396	NV2t025115001.1, NV2t014408001.1	gfas1.m1.10358.m1
OG0004397	NV2t009148001.1, NV2t009148003.1, NV2t009148002.1	gfas1.m1.11772.m1, gfas1.m1.7588.m1
OG0004398	NV2t018367001.1, NV2t018369001.1	gfas1.m1.17077.m1
OG0004399	NV2t015226001.1, NV2t015226002.1	gfas1.m1.85.m1
OG0004400	NV2t000623002.1, NV2t000623003.1	gfas1.m1.11617.m1
OG0004401	NV2t005732002.1, NV2t005732001.1, NV2t005732003.1	gfas1.m1.17728.m1, gfas1.m1.17726.m1
OG0004402	NV2t020744001.1, NV2t020744002.1, NV2t020744003.1, NV2t020744004.1	gfas1.m1.14635.m1
OG0004403	NV2t015233001.1, NV2t015233002.1	gfas1.m1.5041.m1
OG0004404	NV2t024870001.1, NV2t024870002.1	gfas1.m1.5388.m1
OG0004405	NV2t017845001.1, NV2t017845003.1	gfas1.m1.13835.m1
OG0004406	NV2t008044001.1, NV2t008044002.1	gfas1.m1.4953.m1
OG0004407	NV2t023364001.1, NV2t023364002.1, NV2t023364003.1	gfas1.m1.7876.m1, gfas1.m1.7870.m1
OG0004408	NV2t006526001.1, NV2t006526002.1	gfas1.m1.16193.m1
OG0004410	NV2t020138001.1, NV2t020138002.1, NV2t020138003.1, NV2t020138004.1	gfas1.m1.16720.m1
OG0004411	NV2t021777001.1, NV2t021779001.1	gfas1.m1.14834.m1
OG0004412	NV2t017856001.1	gfas1.m1.3394.m1
OG0004413	NV2t014352001.1, NV2t014352002.1	gfas1.m1.8007.m1
OG0004414	NV2t003488001.1, NV2t003488002.1	gfas1.m1.7017.m1
OG0004415	NV2t012947001.1, NV2t012947002.1	gfas1.m1.13950.m1
OG0004416	NV2t013929001.1, NV2t013932001.1, NV2t013933001.1, NV2t013929002.1	gfas1.m1.18790.m1
OG0004417	NV2t015781001.1, NV2t021563001.1	gfas1.m1.3505.m1
OG0004418	NV2t011222002.1	gfas1.m1.19825.m1, gfas1.m1.769.m1
OG0004419	NV2t013091001.1	gfas1.m1.3286.m1, gfas1.m1.7123.m1
OG0004420	NV2t019039001.1, NV2t019039002.1	gfas1.m1.1739.m1
OG0004421	NV2t016181001.1	gfas1.m1.16610.m1
OG0004422	NV2t007956001.1, NV2t007956002.1	gfas1.m1.19620.m1
OG0004423	NV2t025380001.1, NV2t025380002.1	gfas1.m1.1051.m1
OG0004424	NV2t015791001.1, NV2t015790001.1	gfas1.m1.17115.m1
OG0004425	NV2t006947001.1	gfas1.m1.4779.m1
OG0004426	NV2t015048001.1, NV2t015058001.1	gfas1.m1.13568.m1
OG0004427	NV2t011611001.1, NV2t011611002.1	gfas1.m1.17653.m1
OG0004428	NV2t024596001.1	gfas1.m1.9041.m1, gfas1.m1.9039.m1
OG0004429	NV2t017906001.1	gfas1.m1.9493.m1, gfas1.m1.9494.m1
OG0004430	NV2t020030001.1	gfas1.m1.10672.m1, gfas1.m1.10671.m1
OG0004431	NV2t012670001.1, NV2t012670002.1	gfas1.m1.16333.m1
OG0004432	NV2t007872001.1, NV2t007872002.1	gfas1.m1.17150.m1
OG0004433	NV2t006819001.1, NV2t006819002.1	gfas1.m1.16787.m1
OG0004434	NV2t004525001.1, NV2t004525002.1, NV2t004525003.1, NV2t004525004.1	gfas1.m1.15498.m1
OG0004435	NV2t003984001.1	gfas1.m1.17100.m1, gfas1.m1.8184.m1, gfas1.m1.10707.m1, gfas1.m1.19339.m1
OG0004436	NV2t000179001.1	gfas1.m1.1953.m1
OG0004437	NV2t013103001.1, NV2t013103002.1	gfas1.m1.3224.m1
OG0004439	NV2t002757001.1	gfas1.m1.1231.m1
OG0004440	NV2t016625001.1, NV2t016625002.1	gfas1.m1.851.m1
OG0004441	NV2t004042001.1, NV2t004042002.1	gfas1.m1.2893.m1
OG0004442	NV2t000393001.1, NV2t000393002.1	gfas1.m1.8471.m1, gfas1.m1.5724.m1, gfas1.m1.5726.m1
OG0004443	NV2t006087001.1	gfas1.m1.23876.m1, gfas1.m1.7959.m1
OG0004444	NV2t022482001.1, NV2t022482002.1	gfas1.m1.704.m1
OG0004445	NV2t011004001.1, NV2t011004004.1, NV2t011004002.1, NV2t011004003.1	gfas1.m1.6826.m1
OG0004447	NV2t000638001.1, NV2t000638002.1	gfas1.m1.2535.m1
OG0004448	NV2t006656001.1, NV2t006656002.1	gfas1.m1.653.m1
OG0004449	NV2t008438001.1, NV2t008438002.1	gfas1.m1.18534.m1
OG0004450	NV2t010205001.1, NV2t010205002.1	gfas1.m1.22891.m1, gfas1.m1.23086.m1, gfas1.m1.12363.m1
OG0004451	NV2t003350001.1, NV2t003350002.1	gfas1.m1.1230.m1
OG0004452	NV2t011860001.1	gfas1.m1.14906.m1, gfas1.m1.14907.m1
OG0004453	NV2t008441001.1, NV2t008441002.1	gfas1.m1.18531.m1
OG0004454	NV2t015984001.1, NV2t015984002.1	gfas1.m1.1925.m1
OG0004455	NV2t002298001.1, NV2t002298002.1	gfas1.m1.3238.m1
OG0004456	NV2t004048001.1, NV2t004048002.1	gfas1.m1.12375.m1
OG0004457	NV2t007538001.1, NV2t007544001.1	gfas1.m1.5640.m1
OG0004458	NV2t005406001.1, NV2t005409001.1	gfas1.m1.2672.m1
OG0004459	NV2t018853001.1	gfas1.m1.18848.m1, gfas1.m1.18846.m1
OG0004460	NV2t022652001.1, NV2t022655001.1	gfas1.m1.23195.m1
OG0004461	NV2t004039001.1, NV2t004039002.1	gfas1.m1.4378.m1
OG0004462	NV2t005176001.1, NV2t005176002.1	gfas1.m1.332.m1
OG0004463	NV2t010811001.1, NV2t010811002.1	gfas1.m1.2918.m1
OG0004464	NV2t025031001.1, NV2t025031002.1	gfas1.m1.15369.m1
OG0004465	NV2t021937001.1, NV2t021937002.1	gfas1.m1.721.m1
OG0004466	NV2t020578001.1, NV2t020578002.1	gfas1.m1.13501.m1
OG0004467	NV2t018950001.1	gfas1.m1.3181.m1, gfas1.m1.3180.m1
OG0004468	NV2t016552002.1, NV2t016552003.1	gfas1.m1.6540.m1
OG0004469	NV2t014910001.1, NV2t014910002.1	gfas1.m1.1102.m1
OG0004470	NV2t004306001.1, NV2t004306003.1, NV2t004306002.1	gfas1.m1.17347.m1, gfas1.m1.17346.m1
OG0004471	NV2t004714001.1, NV2t004714002.1	gfas1.m1.15651.m1
OG0004472	NV2t009667001.1, NV2t009667002.1	gfas1.m1.4790.m1
OG0004473	NV2t017800002.1, NV2t017800003.1	gfas1.m1.7678.m1
OG0004474	NV2t019853001.1, NV2t019853002.1	gfas1.m1.2165.m1
OG0004475	NV2t020755001.1, NV2t020755002.1	gfas1.m1.17986.m1
OG0004476	NV2t018633001.1, NV2t018633002.1	gfas1.m1.18081.m1
OG0004477	NV2t018473001.1, NV2t018473002.1	gfas1.m1.3730.m1
OG0004478	NV2t003086001.1	gfas1.m1.10968.m1, gfas1.m1.18678.m1
OG0004479	NV2t016761001.1, NV2t016761003.1	gfas1.m1.18322.m1
OG0004480	NV2t018134001.1	gfas1.m1.1187.m1
OG0004481	NV2t001607001.1, NV2t001605001.1, NV2t001605002.1	gfas1.m1.15323.m1, gfas1.m1.4854.m1
OG0004482	NV2t009134001.1	gfas1.m1.23359.m1, gfas1.m1.6364.m1
OG0004483	NV2t016352001.1	gfas1.m1.9519.m1, gfas1.m1.1815.m1
OG0004484	NV2t004329001.1, NV2t004329003.1	gfas1.m1.15118.m1
OG0004485	NV2t025566003.1, NV2t025566007.1, NV2t025566005.1, NV2t025566006.1	gfas1.m1.13677.m1
OG0004486	NV2t025230001.1, NV2t025230002.1	gfas1.m1.15322.m1
OG0004487	NV2t001881001.1, NV2t001881002.1	gfas1.m1.4624.m1
OG0004488	NV2t003804001.1, NV2t003804002.1	gfas1.m1.5034.m1
OG0004489	NV2t013880001.1, NV2t014361001.1	gfas1.m1.65.m1
OG0004490	NV2t023938001.1, NV2t023938002.1	gfas1.m1.15232.m1
OG0004491	NV2t004954001.1, NV2t019115001.1	gfas1.m1.20771.m1, gfas1.m1.10990.m1, gfas1.m1.18966.m1
OG0004492	NV2t024263001.1, NV2t024263002.1	gfas1.m1.12433.m1
OG0004493	NV2t023516001.1, NV2t023516002.1	gfas1.m1.14498.m1
OG0004494	NV2t002029001.1, NV2t002029002.1	gfas1.m1.15681.m1
OG0004495	NV2t025334001.1, NV2t025334002.1	gfas1.m1.3305.m1
OG0004496	NV2t011629001.1, NV2t011629002.1	gfas1.m1.6604.m1
OG0004497	NV2t013635001.1	gfas1.m1.4.m1, gfas1.m1.19709.m1
OG0004498	NV2t004463001.1	gfas1.m1.21399.m1
OG0004499	NV2t018163001.1, NV2t018163002.1	gfas1.m1.3399.m1
OG0004500	NV2t023931001.1, NV2t023933001.1	gfas1.m1.13975.m1
OG0004501	NV2t017091001.1, NV2t017091002.1	gfas1.m1.15953.m1
OG0004502	NV2t014474001.1	gfas1.m1.11794.m1, gfas1.m1.22854.m1, gfas1.m1.17749.m1, gfas1.m1.10885.m1
OG0004503	NV2t014837001.1, NV2t014837002.1	gfas1.m1.4660.m1
OG0004504	NV2t000847001.1, NV2t000848001.1	gfas1.m1.19754.m1, gfas1.m1.3222.m1, gfas1.m1.10665.m1
OG0004505	NV2t009083001.1	gfas1.m1.4706.m1, gfas1.m1.4709.m1
OG0004506	NV2t010445001.1, NV2t009606001.1	gfas1.m1.2032.m1
OG0004507	NV2t012119001.1, NV2t012119004.1	gfas1.m1.7044.m1
OG0004508	NV2t024907001.1, NV2t024908001.1	gfas1.m1.20184.m1
OG0004509	NV2t010107001.1, NV2t010110001.1	gfas1.m1.16772.m1
