Orthogroup	Mmus	Acer
OG0003487	AP3S1_MOUSE, AP3S2_MOUSE	KAK2563963.1
OG0003505	INT3_MOUSE	KAK2564653.1
OG0003521	CDAC1_MOUSE	KAK2565067.1
OG0003538	TM117_MOUSE	KAK2570557.1, KAK2565432.1
OG0003555	TTK_MOUSE	KAK2565865.1
OG0003185	SNX30_MOUSE, SNX7_MOUSE	KAK2555025.1
OG0003204	S2536_MOUSE	KAK2555999.1, KAK2556035.1
OG0003222	SRP19_MOUSE	KAK2556689.1
OG0003237	FSCN1_MOUSE, FSCN2_MOUSE	KAK2557228.1
OG0003252	FOXL2_MOUSE	KAK2557673.1
OG0003265	UT14B_MOUSE, UT14A_MOUSE	KAK2558054.1
OG0003279	PAXI_MOUSE	KAK2558177.1
OG0003307	ODR4_MOUSE	KAK2559163.1
OG0003311	AGGF1_MOUSE	KAK2559227.1
OG0003326	AMFR_MOUSE	KAK2559696.1
OG0003344	UBP53_MOUSE, UBP54_MOUSE	KAK2560338.1
OG0003359	LONP2_MOUSE	KAK2560738.1
OG0003375	AP5M1_MOUSE	KAK2561002.1
OG0003407	TTC9A_MOUSE, TTC9C_MOUSE	KAK2561930.1
OG0003423	TBCC1_MOUSE	KAK2562252.1
OG0003438	GRL1A_MOUSE	KAK2562825.1
OG0003455	SYHM_MOUSE, HARS1_MOUSE	KAK2563227.1
OG0003471	UBN1_MOUSE, UBN2_MOUSE	KAK2563459.1
OG0003488	MA2A2_MOUSE, MA2A1_MOUSE	KAK2563964.1
OG0003504	CF263_MOUSE	KAK2564595.1
OG0003520	PDE3B_MOUSE, PDE3A_MOUSE	KAK2565066.1
OG0003552	STXB1_MOUSE, STXB2_MOUSE	KAK2565802.1
OG0003571	TBATA_MOUSE	KAK2566107.1, KAK2566351.1
OG0003588	UBP2_MOUSE	KAK2566511.1
OG0003236	UBE2O_MOUSE	KAK2557225.1
OG0003241	MBOA5_MOUSE	KAK2557363.1, KAK2557365.1
OG0003255	SKI_MOUSE, SKIL_MOUSE	KAK2557767.1
OG0003270	PPIL6_MOUSE	KAK2558090.1
OG0003286	SH2B2_MOUSE, SH2B1_MOUSE	KAK2558322.1
OG0003301	DHX8_MOUSE	KAK2558719.1, KAK2558678.1
OG0003306	F16P2_MOUSE, F16P1_MOUSE	KAK2559134.1
OG0003323	LRCC1_MOUSE	KAK2559570.1, KAK2572918.1
OG0003340	TXND5_MOUSE	KAK2560152.1
OG0003357	C102A_MOUSE	KAK2560630.1
OG0003376	SELN_MOUSE	KAK2561003.1
OG0003393	RPP25_MOUSE, RP25L_MOUSE	KAK2561381.1
OG0003411	COMD3_MOUSE	KAK2562106.1, KAK2562012.1, KAK2562014.1
OG0003427	TCEA1_MOUSE, TCEA2_MOUSE	KAK2562316.1
OG0003444	TF3A_MOUSE	KAK2563053.1, KAK2563155.1
OG0003477	RB15B_MOUSE, RBM15_MOUSE	KAK2563544.1
OG0003494	RHDF2_MOUSE, RHDF1_MOUSE	KAK2564062.1
OG0003498	LCTL_MOUSE	KAK2564206.1, KAK2564207.1
OG0003530	LYSM2_MOUSE, LYSM1_MOUSE	KAK2565298.1
OG0003545	ANS1B_MOUSE, ANS1A_MOUSE	KAK2565649.1
OG0003563	HMCES_MOUSE	KAK2565971.1
OG0003579	SSRA_MOUSE	KAK2566286.1
OG0003596	AMMR1_MOUSE, AMERL_MOUSE	KAK2566675.1
OG0003612	PINK1_MOUSE	KAK2567147.1
OG0003206	TM165_MOUSE	KAK2556077.1
OG0003224	WLS_MOUSE	KAK2556709.1
OG0003243	NELFA_MOUSE	KAK2557543.1, KAK2557460.1, KAK2557461.1, KAK2564825.1
OG0003257	PTRD1_MOUSE	KAK2557886.1
OG0003287	CASP_MOUSE, CUX1_MOUSE	KAK2558324.1
OG0003300	PUR9_MOUSE	KAK2558620.1
OG0003317	IQCE_MOUSE	KAK2559411.1
OG0003369	ISCA2_MOUSE	KAK2560891.1, KAK2560927.1
OG0003386	C170B_MOUSE, CE170_MOUSE	KAK2561174.1
OG0003401	HYCC2_MOUSE, HYCCI_MOUSE	KAK2561596.1
OG0003417	TBG2_MOUSE, TBG1_MOUSE	KAK2562184.1
OG0003434	ASXL2_MOUSE, ASXL1_MOUSE	KAK2562395.1
OG0003452	MELK_MOUSE	KAK2563197.1
OG0003456	SRBP2_MOUSE, SRBP1_MOUSE	KAK2563255.1
OG0003472	ZMY10_MOUSE	KAK2563462.1
OG0003489	ANKF1_MOUSE	KAK2563998.1
OG0003506	ICE2_MOUSE	KAK2564716.1
OG0003523	SBP1_MOUSE, SBP2_MOUSE	KAK2565167.1, KAK2572833.1
OG0003539	AMRA1_MOUSE	KAK2565512.1
OG0003561	SC16B_MOUSE, SC16A_MOUSE	KAK2565944.1
OG0003581	RIC8B_MOUSE, RIC8A_MOUSE	KAK2566334.1
OG0003584	A1CF_MOUSE	KAK2566387.1
OG0003601	NKAP_MOUSE, NKAPL_MOUSE	KAK2566780.1
OG0003618	VAMP8_MOUSE, VAMP4_MOUSE	KAK2567193.1
OG0003308	AL7A1_MOUSE	KAK2559213.1
OG0003324	KPSH1_MOUSE	KAK2559600.1
OG0003342	ZN704_MOUSE	KAK2560191.1
OG0003377	ACP7_MOUSE	KAK2561015.1, KAK2561166.1
OG0003394	CDK6_MOUSE, CDK4_MOUSE	KAK2561398.1
OG0003412	SGTB_MOUSE, SGTA_MOUSE	KAK2562028.1
OG0003428	DCOR_MOUSE	KAK2562347.1
OG0003446	PORCN_MOUSE	KAK2563139.1
OG0003463	ARXS1_MOUSE, ARXS2_MOUSE, SPCS3_MOUSE	KAK2563361.1
OG0003479	RASF5_MOUSE, RASF1_MOUSE	KAK2563595.1
OG0003495	RL10_MOUSE, RL10L_MOUSE	KAK2564131.1
OG0003511	F221A_MOUSE	KAK2564819.1
OG0003529	MGN_MOUSE, MGN2_MOUSE	KAK2565290.1
OG0003546	LC7L3_MOUSE	KAK2565667.1
OG0003564	S27A1_MOUSE, S27A4_MOUSE	KAK2565982.1
OG0003580	ZCHC7_MOUSE	KAK2566312.1
OG0003597	TUTLA_MOUSE, TUTLB_MOUSE	KAK2566690.1
OG0003613	MIGA2_MOUSE, MIGA1_MOUSE	KAK2567173.1
OG0003630	S5A2_MOUSE, S5A1_MOUSE	KAK2567432.1
OG0003645	PARVA_MOUSE, PARVB_MOUSE	KAK2567958.1
OG0003663	PURA1_MOUSE, PURA2_MOUSE	KAK2568602.1
OG0003406	PININ_MOUSE	KAK2561889.1, KAK2561888.1
OG0003421	GIT1_MOUSE, GIT2_MOUSE	KAK2562229.1
OG0003436	NOM1_MOUSE	KAK2562695.1
OG0003453	IDHG2_MOUSE, IDHG1_MOUSE	KAK2563204.1
OG0003469	NNTM_MOUSE	KAK2563422.1
OG0003486	DEPD7_MOUSE	KAK2563957.1
OG0003503	MBD3_MOUSE, MBD2_MOUSE	KAK2564535.1
OG0003518	RED2_MOUSE, RED1_MOUSE	KAK2564932.1
OG0003534	ANGE1_MOUSE, ANGE2_MOUSE	KAK2565382.1
OG0003550	POMT1_MOUSE	KAK2565791.1
OG0003569	UBP33_MOUSE, UBP20_MOUSE	KAK2566028.1
OG0003585	SGCE_MOUSE, SGCA_MOUSE	KAK2566413.1
OG0003600	RRP1B_MOUSE, RRP1_MOUSE	KAK2566731.1
OG0003616	FLOWR_MOUSE	KAK2567182.1
OG0003632	CGRF1_MOUSE	KAK2567488.1, KAK2567677.1, KAK2567678.1
OG0003648	TMED1_MOUSE, TMED5_MOUSE	KAK2568151.1
OG0003665	S39A9_MOUSE	KAK2568618.1, KAK2568621.1
OG0003679	XYLT2_MOUSE, XYLT1_MOUSE	KAK2569055.1
OG0003693	ANM8_MOUSE, ANM1_MOUSE	KAK2569405.1
OG0003708	PGM5_MOUSE, PGM1_MOUSE	KAK2569936.1
OG0003721	5MP2_MOUSE, 5MP1_MOUSE	KAK2570024.1
OG0003379	CANB1_MOUSE, CANB2_MOUSE	KAK2561060.1
OG0003396	NBEL2_MOUSE	KAK2561460.1
OG0003414	INSI2_MOUSE, INSI1_MOUSE	KAK2562082.1
OG0003431	GPN3_MOUSE	KAK2562369.1
OG0003449	MS3L2_MOUSE, MS3L1_MOUSE	KAK2563162.1
OG0003466	ZFN2A_MOUSE, ZFN2B_MOUSE	KAK2563388.1
OG0003484	ERLN2_MOUSE, ERLN1_MOUSE	KAK2563855.1
OG0003501	ERAL1_MOUSE	KAK2564270.1
OG0003517	HEXI2_MOUSE, HEXI1_MOUSE	KAK2564923.1
OG0003535	KPYM_MOUSE, KPYR_MOUSE	KAK2565383.1
OG0003553	ABHGA_MOUSE	KAK2565829.1
OG0003573	TBC9B_MOUSE, TBCD9_MOUSE	KAK2566167.1
OG0003590	DPOD3_MOUSE	KAK2566534.1, KAK2566535.1
OG0003605	ACO12_MOUSE, ACO11_MOUSE	KAK2566938.1
OG0003621	NPC2_MOUSE	KAK2567285.1, KAK2567334.1
OG0003638	SMAG2_MOUSE, SMAG1_MOUSE	KAK2567679.1
OG0003658	ETHE1_MOUSE	KAK2568353.1
OG0003674	HTR5A_MOUSE, HTR5B_MOUSE	KAK2568914.1
OG0003691	HPS5_MOUSE	KAK2569317.1
OG0003707	ASF1A_MOUSE, ASF1B_MOUSE	KAK2569899.1
OG0003722	SOST_MOUSE, SOSD1_MOUSE	KAK2570075.1
OG0003429	KLF10_MOUSE, KLF11_MOUSE	KAK2562348.1
OG0003447	ATP7B_MOUSE, ATP7A_MOUSE	KAK2563148.1
OG0003464	UBP46_MOUSE, UBP12_MOUSE	KAK2563362.1
OG0003480	EP300_MOUSE, CBP_MOUSE	KAK2563619.1
OG0003496	CEP95_MOUSE	KAK2564181.1, KAK2564182.1
OG0003512	SC22C_MOUSE, SC22A_MOUSE	KAK2564849.1
OG0003531	SMAD7_MOUSE, SMAD6_MOUSE	KAK2565300.1
OG0003548	SARDH_MOUSE	KAK2565778.1
OG0003568	CLCB_MOUSE, CLCA_MOUSE	KAK2566017.1
OG0003586	RU2B_MOUSE, SNRPA_MOUSE	KAK2566415.1
OG0003603	SWT1_MOUSE	KAK2566894.1
OG0003619	ARP5L_MOUSE, ARPC5_MOUSE	KAK2567197.1
OG0003636	RTN1_MOUSE	KAK2567622.1
OG0003652	ACL6A_MOUSE, ACL6B_MOUSE	KAK2568226.1
OG0003669	RTF1_MOUSE	KAK2568787.1
OG0003687	NUCB2_MOUSE, NUCB1_MOUSE	KAK2569203.1
OG0003690	UN13D_MOUSE, BAIP3_MOUSE	KAK2569238.1
OG0003705	ASND1_MOUSE	KAK2569815.1
OG0003719	U5S1_MOUSE	KAK2570008.1
OG0003734	RS4X_MOUSE	KAK2570504.1
OG0003751	FA76A_MOUSE, FA76B_MOUSE	KAK2570764.1
OG0003439	SCC4_MOUSE	KAK2562828.1
OG0003457	VILI_MOUSE, AVIL_MOUSE	KAK2563292.1
OG0003473	BTG1_MOUSE, BTG2_MOUSE	KAK2563465.1
OG0003490	KPRA_MOUSE, KPRB_MOUSE	KAK2564003.1
OG0003507	HECW2_MOUSE, HECW1_MOUSE	KAK2564729.1
OG0003524	VATE1_MOUSE, VATE2_MOUSE	KAK2565174.1
OG0003540	GOT1A_MOUSE, GOT1B_MOUSE	KAK2565517.1
OG0003557	VP13B_MOUSE	KAK2565901.1
OG0003575	IKKA_MOUSE, IKKB_MOUSE	KAK2566197.1
OG0003608	RABX5_MOUSE	KAK2566980.1, KAK2567045.1
OG0003623	RGPA1_MOUSE, RGPA2_MOUSE	KAK2567309.1
OG0003639	SP20H_MOUSE	KAK2567760.1
OG0003656	PG12B_MOUSE, PG12A_MOUSE	KAK2568345.1
OG0003671	PKHB1_MOUSE, PKHB2_MOUSE	KAK2568814.1
OG0003682	ZDH13_MOUSE, ZDH17_MOUSE	KAK2569073.1
OG0003698	SUOX_MOUSE	KAK2569623.1
OG0003714	TM38A_MOUSE, TM38B_MOUSE	KAK2569967.1
OG0003731	CD5R1_MOUSE, CD5R2_MOUSE	KAK2570315.1
OG0003736	LATS1_MOUSE, LATS2_MOUSE	KAK2570511.1
OG0003755	RIPP2_MOUSE, RIPP1_MOUSE	KAK2570837.1
OG0003441	PX11B_MOUSE, PX11A_MOUSE	KAK2563030.1
OG0003445	G3BP2_MOUSE, G3BP1_MOUSE	KAK2563078.1
OG0003462	AMPO_MOUSE	KAK2563345.1
OG0003478	UHRF2_MOUSE, UHRF1_MOUSE	KAK2563550.1
OG0003482	RUXE_MOUSE	KAK2563713.1
OG0003499	GNA12_MOUSE, GNA13_MOUSE	KAK2564228.1
OG0003515	TRA2B_MOUSE, TRA2A_MOUSE	KAK2564906.1
OG0003533	ACACA_MOUSE, ACACB_MOUSE	KAK2565336.1
OG0003551	KAT1_MOUSE, KAT3_MOUSE	KAK2565797.1
OG0003572	CRKL_MOUSE, CRK_MOUSE	KAK2566156.1
OG0003589	P2R3D_MOUSE	KAK2566527.1
OG0003606	LRIQ3_MOUSE	KAK2566961.1
OG0003627	SDE2_MOUSE	KAK2567391.1
OG0003643	GOLI_MOUSE, RN150_MOUSE	KAK2567878.1
OG0003661	DDX31_MOUSE	KAK2568490.1
OG0003677	IDI1_MOUSE, IDI2_MOUSE	KAK2569003.1
OG0003694	BMAL1_MOUSE, BMAL2_MOUSE	KAK2569441.1
OG0003710	RCL1_MOUSE	KAK2569949.1
OG0003724	STRAB_MOUSE, STRAA_MOUSE	KAK2570134.1
OG0003742	SFT2B_MOUSE, SFT2A_MOUSE	KAK2570573.1
OG0003759	IF1AX_MOUSE, IF1A_MOUSE	KAK2570965.1
OG0003426	SRR_MOUSE	KAK2562294.1
OG0003443	RPC3_MOUSE	KAK2563047.1
OG0003460	RHG22_MOUSE, RHG24_MOUSE	KAK2563335.1
OG0003476	IFRD1_MOUSE, IFRD2_MOUSE	KAK2563542.1
OG0003510	WDR37_MOUSE	KAK2564818.1
OG0003528	SPP2B_MOUSE, SPP2C_MOUSE	KAK2565277.1
OG0003544	MTMR5_MOUSE, MTMRD_MOUSE	KAK2565635.1
OG0003562	EEIG2_MOUSE, EEIG1_MOUSE	KAK2565956.1
OG0003567	S53A1_MOUSE	KAK2565994.1
OG0003583	IF4E_MOUSE, I4E1B_MOUSE	KAK2566354.1
OG0003599	NOMO1_MOUSE	KAK2566727.1
OG0003615	UBAC1_MOUSE	KAK2567180.1
OG0003634	MOCS3_MOUSE	KAK2567560.1
OG0003650	DHB12_MOUSE, HSDL1_MOUSE	KAK2568197.1
OG0003655	VATC2_MOUSE, VATC1_MOUSE	KAK2568328.1
OG0003672	VRK1_MOUSE, VRK2_MOUSE	KAK2568843.1
OG0003689	ILRUN_MOUSE	KAK2569234.1
OG0003706	GPX7_MOUSE, GPX8_MOUSE	KAK2569871.1
OG0003727	DEFI6_MOUSE, SWP70_MOUSE	KAK2570242.1
OG0003746	SYAP1_MOUSE	KAK2570692.1
OG0003763	SPS1_MOUSE, SPS2_MOUSE	KAK2571095.1
OG0003780	TTLL3_MOUSE, TTLL8_MOUSE	KAK2571440.1
OG0003474	TBCD1_MOUSE, TBCD4_MOUSE	KAK2563509.1
OG0003492	GET4_MOUSE	KAK2564057.1
OG0003509	CB069_MOUSE	KAK2564805.1
OG0003526	AMN1_MOUSE	KAK2565196.1
OG0003542	UBP7_MOUSE	KAK2565584.1
OG0003547	MYRF_MOUSE	KAK2565718.1
OG0003582	TM220_MOUSE	KAK2566343.1, KAK2571877.1
OG0003614	SPTA1_MOUSE, SPTN1_MOUSE	KAK2567176.1
OG0003631	SPTSA_MOUSE, SPTSB_MOUSE	KAK2567476.1
OG0003647	HAND2_MOUSE, HAND1_MOUSE	KAK2568026.1
OG0003667	DCST1_MOUSE, DCST2_MOUSE	KAK2568693.1
OG0003685	MET15_MOUSE	KAK2569179.1
OG0003702	AP1M2_MOUSE, AP1M1_MOUSE	KAK2569783.1
OG0003718	STK11_MOUSE	KAK2569999.1
OG0003735	MACA1_MOUSE, MACA2_MOUSE	KAK2570509.1
OG0003740	GNRHR_MOUSE	KAK2570868.1, KAK2570549.1, KAK2570550.1
OG0003745	PUR2_MOUSE	KAK2570668.1
OG0003762	TBK1_MOUSE, IKKE_MOUSE	KAK2571078.1
OG0003778	S60A1_MOUSE	KAK2571425.1, KAK2571428.1
OG0003794	GRD2I_MOUSE	KAK2571744.1, KAK2571747.1
OG0003810	MET22_MOUSE	KAK2571940.1
OG0003828	VA0E2_MOUSE, VA0E1_MOUSE	KAK2572333.1
OG0003833	ATRN1_MOUSE, ATRN_MOUSE	KAK2572510.1
OG0003849	STK10_MOUSE, SLK_MOUSE	KAK2572793.1
OG0003497	UNK_MOUSE, UNKL_MOUSE	KAK2564200.1
OG0003514	NAB1_MOUSE, NAB2_MOUSE	KAK2564863.1
OG0003532	HCLS1_MOUSE, SRC8_MOUSE	KAK2565317.1
OG0003549	RGL1_MOUSE, GNDS_MOUSE	KAK2565786.1
OG0003570	BOK_MOUSE	KAK2567206.1, KAK2566052.1
OG0003587	CRDL1_MOUSE, CRDL2_MOUSE	KAK2566501.1
OG0003604	LHX6_MOUSE, LHX8_MOUSE	KAK2566917.1
OG0003620	TPST1_MOUSE, TPST2_MOUSE	KAK2567217.1
OG0003625	TTBK2_MOUSE, TTBK1_MOUSE	KAK2567351.1
OG0003641	ST7L_MOUSE, ST7_MOUSE	KAK2567841.1
OG0003659	TBCD7_MOUSE	KAK2568419.1
OG0003675	RNF8_MOUSE	KAK2568936.1
OG0003683	STK38_MOUSE, ST38L_MOUSE	KAK2569134.1
OG0003700	ZFY16_MOUSE	KAK2569676.1
OG0003715	AP3D1_MOUSE	KAK2569969.1
OG0003732	CHIO_MOUSE, CHIN_MOUSE	KAK2570322.1
OG0003767	HFM1_MOUSE	KAK2571173.1
OG0003784	NSUN5_MOUSE	KAK2571483.1
OG0003802	USH1G_MOUSE, ANS4B_MOUSE	KAK2571799.1
OG0003819	PWP2B_MOUSE, PWP2A_MOUSE	KAK2572092.1
OG0003837	DEN10_MOUSE	KAK2572562.1
OG0003485	EHBP1_MOUSE	KAK2563900.1, KAK2563910.1, KAK2565877.1
OG0003519	CLAP2_MOUSE, CLAP1_MOUSE	KAK2565032.1
OG0003537	RCN1_MOUSE, CALU_MOUSE	KAK2565411.1
OG0003554	VATG1_MOUSE, VATG3_MOUSE	KAK2565845.1
OG0003559	UCK2_MOUSE, UCK1_MOUSE	KAK2565909.1
OG0003594	ANR40_MOUSE	KAK2566639.1, KAK2566640.1
OG0003610	TF2H4_MOUSE	KAK2567068.1
OG0003626	AQR_MOUSE	KAK2567367.1
OG0003642	FHI1B_MOUSE, FHI1A_MOUSE	KAK2567877.1
OG0003660	FBX40_MOUSE, FBX30_MOUSE	KAK2568431.1
OG0003676	SNAB_MOUSE, SNAA_MOUSE	KAK2568950.1
OG0003692	CEPT1_MOUSE, CHPT1_MOUSE	KAK2569327.1
OG0003709	HOOK1_MOUSE, HOOK3_MOUSE	KAK2569947.1
OG0003723	KAT2B_MOUSE, KAT2A_MOUSE	KAK2570133.1
OG0003741	DCAF6_MOUSE	KAK2570559.1
OG0003758	ODPA_MOUSE, ODPAT_MOUSE	KAK2570940.1
OG0003775	EXD2_MOUSE	KAK2571322.1, KAK2571324.1
OG0003791	TV23B_MOUSE	KAK2571725.1
OG0003807	NDEL1_MOUSE, NDE1_MOUSE	KAK2571838.1
OG0003823	SAC2_MOUSE	KAK2572184.1
OG0003840	RCCD1_MOUSE	KAK2572611.1
OG0003859	SBP2L_MOUSE, SEBP2_MOUSE	KAK2573034.1
OG0003508	KAL1L_MOUSE, KANL1_MOUSE	KAK2564760.1
OG0003558	NIT1_MOUSE	KAK2565902.1
OG0003576	PAPS1_MOUSE, PAPS2_MOUSE	KAK2566201.1
OG0003593	PKNX1_MOUSE, PKNX2_MOUSE	KAK2566632.1
OG0003609	PRR3_MOUSE, PP1RA_MOUSE	KAK2567029.1
OG0003624	DAAM1_MOUSE, DAAM2_MOUSE	KAK2567340.1
OG0003640	WIF1_MOUSE	KAK2567775.1, KAK2567778.1
OG0003657	NUP62_MOUSE	KAK2568349.1
OG0003673	PPR37_MOUSE	KAK2568849.1
OG0003699	PIGW_MOUSE	KAK2569633.1
OG0003713	FBX4_MOUSE	KAK2569962.1
OG0003729	LRRF2_MOUSE, LRRF1_MOUSE	KAK2570290.1
OG0003748	RB39B_MOUSE, RB39A_MOUSE	KAK2570738.1
OG0003765	DDX20_MOUSE	KAK2571132.1
OG0003798	NTAN1_MOUSE	KAK2571776.1
OG0003815	PIGY_MOUSE	KAK2572009.1
OG0003834	LBX2_MOUSE, LBX1_MOUSE	KAK2572522.1
OG0003853	AS3MT_MOUSE	KAK2572969.1
OG0003870	PR40B_MOUSE, PR40A_MOUSE	KAK2573176.1
OG0003888	DCNL1_MOUSE, DCNL2_MOUSE	KAK2573436.1
OG0003906	DSCL1_MOUSE, DSCAM_MOUSE	KAK2573811.1
OG0003922	KSR2_MOUSE, KSR1_MOUSE	KAK2573947.1
OG0003602	VANG2_MOUSE, VANG1_MOUSE	KAK2566798.1
OG0003617	PLPP7_MOUSE, PLPP6_MOUSE	KAK2567190.1
OG0003633	RM04_MOUSE	KAK2567507.1
OG0003684	RASF7_MOUSE, RASF8_MOUSE	KAK2569158.1
OG0003701	DMTA2_MOUSE, DMRTA_MOUSE	KAK2569761.1
OG0003716	YTDC1_MOUSE	KAK2569992.1
OG0003730	PHOP1_MOUSE, PHOP2_MOUSE	KAK2570295.1
OG0003749	UBP16_MOUSE, UBP45_MOUSE	KAK2570758.1
OG0003754	KBRS2_MOUSE, KBRS1_MOUSE	KAK2570836.1
OG0003772	CXXC1_MOUSE	KAK2571254.1
OG0003787	ERF3A_MOUSE, ERF3B_MOUSE	KAK2571598.1
OG0003801	HAPR1_MOUSE, HAPR2_MOUSE	KAK2571797.1
OG0003816	MYO15_MOUSE	KAK2572046.1
OG0003832	MMS19_MOUSE	KAK2572426.1
OG0003847	TBC14_MOUSE, TBC12_MOUSE	KAK2572709.1
OG0003866	TMM19_MOUSE	KAK2573152.1
OG0003882	ACAD9_MOUSE, ACADV_MOUSE	KAK2573341.1
OG0003887	RRAGA_MOUSE, RRAGB_MOUSE	KAK2573419.1
OG0003904	TAF9_MOUSE, TAF9B_MOUSE	KAK2573751.1
OG0003920	GUCD1_MOUSE	KAK2573932.1
OG0003935	DERL3_MOUSE, DERL2_MOUSE	KAK2574101.1
OG0003543	TF2H1_MOUSE	KAK2565594.1
OG0003560	FBXL6_MOUSE	KAK2565916.1, KAK2565915.1
OG0003578	DHB14_MOUSE	KAK2566284.1
OG0003611	PMF1_MOUSE	KAK2567070.1
OG0003628	DDX28_MOUSE	KAK2567413.1, KAK2567409.1, KAK2567410.1
OG0003644	GNTK_MOUSE	KAK2567934.1
OG0003662	P210L_MOUSE, PO210_MOUSE	KAK2568492.1
OG0003678	ATF5_MOUSE, ATF4_MOUSE	KAK2569053.1
OG0003695	GNPTG_MOUSE	KAK2569451.1
OG0003711	RPAB2_MOUSE	KAK2569951.1
OG0003725	LMBRL_MOUSE, LMBR1_MOUSE	KAK2570169.1
OG0003743	TET5C_MOUSE, TET5A_MOUSE	KAK2570610.1
OG0003760	LSM3_MOUSE	KAK2571011.1, KAK2571122.1, KAK2571123.1
OG0003777	POC1B_MOUSE, POC1A_MOUSE	KAK2571397.1
OG0003793	RFIP4_MOUSE, RFIP3_MOUSE	KAK2571736.1
OG0003809	ACON_MOUSE	KAK2571878.1
OG0003844	MEP50_MOUSE	KAK2572662.1
OG0003864	SETD3_MOUSE	KAK2573102.1
OG0003880	RAB6B_MOUSE, RAB6A_MOUSE	KAK2573334.1
OG0003897	PA1B2_MOUSE, PA1B3_MOUSE	KAK2573620.1
OG0003902	BACE2_MOUSE, BACE1_MOUSE	KAK2573732.1
OG0003919	SMD3_MOUSE	KAK2573931.1
OG0003934	ASPH1_MOUSE, ASPH2_MOUSE	KAK2574096.1
OG0003939	CX6A2_MOUSE, CX6A1_MOUSE	KAK2574236.1
OG0003629	KPTN_MOUSE	KAK2567422.1, KAK2567425.1
OG0003646	NEMO_MOUSE, OPTN_MOUSE	KAK2568022.1
OG0003664	PACS2_MOUSE, PACS1_MOUSE	KAK2568603.1
OG0003681	GYS2_MOUSE, GYS1_MOUSE	KAK2569066.1
OG0003696	ABTB2_MOUSE, ABTB3_MOUSE	KAK2569465.1
OG0003728	TLK1_MOUSE, TLK2_MOUSE	KAK2570250.1
OG0003747	MSTO1_MOUSE	KAK2570700.1
OG0003764	OTUD1_MOUSE, OTUD5_MOUSE	KAK2571104.1
OG0003769	TPRKB_MOUSE	KAK2571181.1
OG0003785	SPHK2_MOUSE, SPHK1_MOUSE	KAK2571560.1
OG0003800	UBAD2_MOUSE, UBAD1_MOUSE	KAK2571795.1
OG0003817	CENPM_MOUSE	KAK2572083.1
OG0003835	BNI3L_MOUSE, BNIP3_MOUSE	KAK2572556.1
OG0003867	KAT6B_MOUSE, KAT6A_MOUSE	KAK2573160.1
OG0003883	BCORL_MOUSE, BCOR_MOUSE	KAK2573365.1
OG0003900	TREX2_MOUSE, TREX1_MOUSE	KAK2573687.1
OG0003916	HNF1A_MOUSE, HNF1B_MOUSE	KAK2573909.1
OG0003931	INP5K_MOUSE, PI5PA_MOUSE	KAK2574054.1
OG0003936	BCR_MOUSE, ABR_MOUSE	KAK2574132.1
OG0003952	ATX2L_MOUSE, ATX2_MOUSE	KAK2574385.1
OG0003574	PKHF2_MOUSE	KAK2566177.1
OG0003591	NCK1_MOUSE, NCK2_MOUSE	KAK2566584.1
OG0003607	QSOX2_MOUSE, QSOX1_MOUSE	KAK2566966.1
OG0003622	FRMD8_MOUSE	KAK2567304.1
OG0003637	FA98B_MOUSE, FA98A_MOUSE	KAK2567670.1
OG0003653	PRS6A_MOUSE	KAK2568262.1
OG0003670	GMFB_MOUSE, GMFG_MOUSE	KAK2568813.1
OG0003688	EKI1_MOUSE, EKI2_MOUSE	KAK2569204.1
OG0003704	DNAI4_MOUSE	KAK2569811.1
OG0003720	CX4L2_MOUSE, CXFA4_MOUSE	KAK2570023.1
OG0003738	ATM_MOUSE	KAK2570542.1, KAK2570538.1
OG0003756	HNRPQ_MOUSE	KAK2570843.1, KAK2570844.1
OG0003773	PHOS_MOUSE, PHLP_MOUSE	KAK2571274.1
OG0003805	CSN1_MOUSE	KAK2571820.1
OG0003821	LHPP_MOUSE	KAK2572159.1
OG0003838	SMC3_MOUSE	KAK2572592.1
OG0003856	DPP8_MOUSE, DPP9_MOUSE	KAK2573009.1
OG0003872	TPP2_MOUSE	KAK2573243.1, KAK2573431.1
OG0003890	CUL4B_MOUSE, CUL4A_MOUSE	KAK2573448.1
OG0003908	CF97D_MOUSE, C97D2_MOUSE	KAK2573821.1
OG0003924	HIP1R_MOUSE, HIP1_MOUSE	KAK2573968.1
OG0003942	ZDHC5_MOUSE, ZDHC8_MOUSE	KAK2574241.1
OG0003680	CSDC2_MOUSE, CHSP1_MOUSE	KAK2569057.1
OG0003697	PPWD1_MOUSE	KAK2569577.1
OG0003712	THIO_MOUSE, TXND2_MOUSE	KAK2569953.1
OG0003726	PTG3L_MOUSE, TEBP_MOUSE	KAK2570178.1
OG0003744	AKIR1_MOUSE, AKIR2_MOUSE	KAK2570661.1
OG0003761	DC11L_MOUSE, DRC11_MOUSE	KAK2571033.1
OG0003779	NOXA1_MOUSE, NCF2_MOUSE	KAK2571429.1
OG0003795	SMG1_MOUSE	KAK2571753.1
OG0003812	GDIR2_MOUSE, GDIR1_MOUSE	KAK2571973.1
OG0003829	KANL3_MOUSE	KAK2572352.1
OG0003846	HS12A_MOUSE, HS12B_MOUSE	KAK2572705.1
OG0003852	VATB2_MOUSE, VATB1_MOUSE	KAK2572864.1
