Orthogroup	Hsap	Pdam
OG0008047	T2EB_HUMAN	pdam_00017577-RA
OG0008048	T2FB_HUMAN	pdam_00007993-RA
OG0008050	T3HPD_HUMAN	pdam_00021555-RA
OG0008052	TAB1_HUMAN	pdam_00005732-RA
OG0008053	TACO1_HUMAN	pdam_00015318-RA
OG0008054	TAD2A_HUMAN	pdam_00006554-RA
OG0008055	TADA3_HUMAN	pdam_00007991-RA
OG0008056	TAF10_HUMAN	pdam_00003353-RA
OG0008057	TAF12_HUMAN	pdam_00004577-RA
OG0008058	TAF1C_HUMAN	pdam_00017729-RA
OG0008059	TAF5L_HUMAN	pdam_00002119-RA
OG0008060	TAF6L_HUMAN	pdam_00006526-RA
OG0008061	TAF8_HUMAN	pdam_00008306-RA
OG0008062	TALDO_HUMAN	pdam_00006654-RA
OG0008063	TAM41_HUMAN	pdam_00013013-RA
OG0008064	TARB1_HUMAN	pdam_00001143-RA
OG0008065	TASP1_HUMAN	pdam_00011059-RA
OG0008066	TATD1_HUMAN	pdam_00005785-RA
OG0008067	TATD3_HUMAN	pdam_00015451-RA
OG0008068	TBATA_HUMAN	pdam_00012189-RA
OG0008069	TBC13_HUMAN	pdam_00021296-RA
OG0008070	TBC23_HUMAN	pdam_00014843-RA
OG0008071	TBC25_HUMAN	pdam_00021035-RA
OG0008072	TBC31_HUMAN	pdam_00015803-RA
OG0008073	TBCA_HUMAN	pdam_00004743-RA
OG0008074	TBCB_HUMAN	pdam_00015828-RA
OG0008075	TBCEL_HUMAN	pdam_00024864-RA
OG0008076	TBCK_HUMAN	pdam_00019756-RA
OG0008077	TBD_HUMAN	pdam_00016048-RA
OG0008078	TBL3_HUMAN	pdam_00011275-RA
OG0008079	TBXT_HUMAN	pdam_00014473-RA
OG0008080	TCAB1_HUMAN	pdam_00000964-RA
OG0008081	TCAIM_HUMAN	pdam_00003676-RA
OG0008082	TCHP_HUMAN	pdam_00008898-RA
OG0008083	TCP4_HUMAN	pdam_00015018-RA
OG0008084	TCPA_HUMAN	pdam_00013600-RA
OG0008085	TCPD_HUMAN	pdam_00013440-RA
OG0008086	TCPE_HUMAN	pdam_00005559-RA
OG0008087	TCPH_HUMAN	pdam_00014455-RA
OG0008088	TCPQ_HUMAN	pdam_00003977-RA
OG0008089	TCPR1_HUMAN	pdam_00008993-RA
OG0008090	TCPR2_HUMAN	pdam_00017689-RA
OG0008091	TCRG1_HUMAN	pdam_00002162-RA
OG0008092	TDG_HUMAN	pdam_00015787-RA
OG0008093	TDH_HUMAN	pdam_00012903-RA
OG0008094	TDIF1_HUMAN	pdam_00018579-RA
OG0008095	TDRD9_HUMAN	pdam_00003760-RA
OG0008096	TEAN2_HUMAN	pdam_00008468-RA
OG0008097	TECR_HUMAN	pdam_00020525-RA
OG0008098	TECT2_HUMAN	pdam_00006889-RA
OG0008099	TEDC1_HUMAN	pdam_00016313-RA
OG0008100	TEFM_HUMAN	pdam_00023716-RA
OG0008101	TEKL1_HUMAN	pdam_00007592-RA
OG0008102	TEKT2_HUMAN	pdam_00010219-RA
OG0008103	TEN1L_HUMAN	pdam_00003449-RA
OG0008105	TERB1_HUMAN	pdam_00003248-RA
OG0008106	TEX10_HUMAN	pdam_00004480-RA
OG0008107	TEX2_HUMAN	pdam_00000537-RA
OG0008108	TEX30_HUMAN	pdam_00007785-RA
OG0008109	TEX52_HUMAN	pdam_00012067-RA
OG0008110	TF2AA_HUMAN	pdam_00000056-RA
OG0008111	TF2H1_HUMAN	pdam_00020386-RA
OG0008112	TF2H5_HUMAN	pdam_00009459-RA
OG0008113	TF3C1_HUMAN	pdam_00021958-RA
OG0008114	TF3C3_HUMAN	pdam_00002256-RA
OG0008115	TF3C4_HUMAN	pdam_00018339-RA
OG0008116	TF3C6_HUMAN	pdam_00016772-RA
OG0008117	TFPT_HUMAN	pdam_00013071-RA
OG0008118	TGFA1_HUMAN	pdam_00017970-RA
OG0008119	TGRM1_HUMAN	pdam_00002933-RA
OG0008120	TGS1_HUMAN	pdam_00018572-RA
OG0008121	TGT_HUMAN	pdam_00010656-RA
OG0008122	THADA_HUMAN	pdam_00002886-RA
OG0008124	THG1_HUMAN	pdam_00010053-RA
OG0008125	THIC_HUMAN	pdam_00008065-RA
OG0008126	THIL_HUMAN	pdam_00007310-RA
OG0008127	THIM_HUMAN	pdam_00017978-RA
OG0008128	THIOM_HUMAN	pdam_00010515-RA
OG0008129	THNS2_HUMAN	pdam_00009172-RA
OG0008130	THOC1_HUMAN	pdam_00023130-RA
OG0008131	THOC2_HUMAN	pdam_00001751-RA
OG0008132	THOC3_HUMAN	pdam_00024289-RA
OG0008133	THOC7_HUMAN	pdam_00017981-RA
OG0008135	THTPA_HUMAN	pdam_00010308-RA
OG0008136	THUM1_HUMAN	pdam_00019003-RA
OG0008137	THYN1_HUMAN	pdam_00006406-RA
OG0008138	TICRR_HUMAN	pdam_00013956-RA
OG0008139	TIDC1_HUMAN	pdam_00001373-RA
OG0008140	TIGAR_HUMAN	pdam_00002783-RA
OG0008141	TIM10_HUMAN	pdam_00006882-RA
OG0008142	TIM13_HUMAN	pdam_00011467-RA
OG0008143	TIM14_HUMAN	pdam_00013738-RA
OG0008144	TIM16_HUMAN	pdam_00024592-RA
OG0008145	TIM21_HUMAN	pdam_00025540-RA
OG0008146	TIM22_HUMAN	pdam_00000294-RA
OG0008147	TIM29_HUMAN	pdam_00002583-RA
OG0008148	TIM44_HUMAN	pdam_00015011-RA
OG0008149	TIM9_HUMAN	pdam_00002829-RA
OG0008150	TIM_HUMAN	pdam_00012996-RA
OG0008151	TIPRL_HUMAN	pdam_00002007-RA
OG0008152	TIP_HUMAN	pdam_00002573-RA
OG0008153	TKFC_HUMAN	pdam_00006505-RA
OG0008154	TLCD4_HUMAN	pdam_00019205-RA
OG0008155	TLCD5_HUMAN	pdam_00003423-RA
OG0008156	TLS1_HUMAN	pdam_00010655-RA
OG0008157	TM101_HUMAN	pdam_00000749-RA
OG0008158	TM10A_HUMAN	pdam_00007500-RA
OG0008160	TM115_HUMAN	pdam_00022111-RA
OG0008161	TM127_HUMAN	pdam_00003563-RA
OG0008162	TM128_HUMAN	pdam_00019032-RA
OG0008163	TM129_HUMAN	pdam_00019518-RA
OG0008164	TM145_HUMAN	pdam_00014526-RA
OG0008165	TM164_HUMAN	pdam_00001027-RA
OG0008166	TM168_HUMAN	pdam_00016842-RA
OG0008167	TM186_HUMAN	pdam_00014924-RA
OG0008168	TM192_HUMAN	pdam_00006302-RA
OG0008169	TM208_HUMAN	pdam_00002411-RA
OG0008170	TM209_HUMAN	pdam_00022341-RA
OG0008171	TM218_HUMAN	pdam_00003428-RA
OG0008172	TM222_HUMAN	pdam_00010974-RA
OG0008173	TM230_HUMAN	pdam_00007426-RA
OG0008174	TM231_HUMAN	pdam_00017489-RA
OG0008175	TM234_HUMAN	pdam_00010243-RA
OG0008176	TM237_HUMAN	pdam_00010103-RA
OG0008177	TM242_HUMAN	pdam_00018731-RA
OG0008178	TM244_HUMAN	pdam_00010218-RA
OG0008179	TM245_HUMAN	pdam_00013011-RA
OG0008180	TM248_HUMAN	pdam_00008104-RA
OG0008181	TM258_HUMAN	pdam_00019601-RA
OG0008182	TM263_HUMAN	pdam_00004546-RA
OG0008183	TM2D1_HUMAN	pdam_00013150-RA
OG0008184	TM2D2_HUMAN	pdam_00018305-RA
OG0008185	TM35B_HUMAN	pdam_00015012-RA
OG0008186	TM41B_HUMAN	pdam_00011759-RA
OG0008187	TM9S1_HUMAN	pdam_00011768-RA
OG0008188	TM9S3_HUMAN	pdam_00001694-RA
OG0008189	TM9S4_HUMAN	pdam_00010475-RA
OG0008190	TMCO1_HUMAN	pdam_00005829-RA
OG0008191	TMCO6_HUMAN	pdam_00007238-RA
OG0008192	TMED2_HUMAN	pdam_00020810-RA
OG0008193	TMEDA_HUMAN	pdam_00003783-RA
OG0008194	TMF1_HUMAN	pdam_00011820-RA
OG0008195	TMLH_HUMAN	pdam_00004238-RA
OG0008196	TMM11_HUMAN	pdam_00003012-RA
OG0008197	TMM18_HUMAN	pdam_00006844-RA
OG0008198	TMM62_HUMAN	pdam_00016016-RA
OG0008199	TMM64_HUMAN	pdam_00002546-RA
OG0008200	TMM69_HUMAN	pdam_00012503-RA
OG0008201	TMM70_HUMAN	pdam_00015404-RA
OG0008203	TMM98_HUMAN	pdam_00005782-RA
OG0008204	TMTC2_HUMAN	pdam_00001901-RA
OG0008205	TMX1_HUMAN	pdam_00011589-RA
OG0008206	TMX2_HUMAN	pdam_00000616-RA
OG0008207	TMX3_HUMAN	pdam_00015794-RA
OG0008208	TNAP3_HUMAN	pdam_00021364-RA
OG0008210	TNG6_HUMAN	pdam_00015694-RA
OG0008211	TOLIP_HUMAN	pdam_00018645-RA
OG0008212	TOM20_HUMAN	pdam_00015455-RA
OG0008213	TOM22_HUMAN	pdam_00010088-RA
OG0008214	TOM70_HUMAN	pdam_00006819-RA
OG0008215	TONSL_HUMAN	pdam_00017658-RA
OG0008216	TOP3B_HUMAN	pdam_00010102-RA
OG0008217	TOPB1_HUMAN	pdam_00018302-RA
OG0008218	TOPK_HUMAN	pdam_00022060-RA
OG0008219	TOPRS_HUMAN	pdam_00024408-RA
OG0008220	TP53B_HUMAN	pdam_00015225-RA
OG0008221	TPC10_HUMAN	pdam_00007339-RA
OG0008222	TPC13_HUMAN	pdam_00012974-RA
OG0008223	TPC2L_HUMAN	pdam_00011379-RA
OG0008224	TPC2_HUMAN	pdam_00003252-RA
OG0008225	TPC6B_HUMAN	pdam_00017004-RA
OG0008226	TPGS1_HUMAN	pdam_00018617-RA
OG0008227	TPIS_HUMAN	pdam_00011133-RA
OG0008228	TPK1_HUMAN	pdam_00004894-RA
OG0008229	TPPC1_HUMAN	pdam_00022149-RA
OG0008230	TPPC3_HUMAN	pdam_00004578-RA
OG0008231	TPPC8_HUMAN	pdam_00014568-RA
OG0008232	TPRA1_HUMAN	pdam_00006166-RA
OG0008233	TPR_HUMAN	pdam_00018239-RA
OG0008234	TPX2_HUMAN	pdam_00003631-RA
OG0008235	TRA2B_HUMAN	pdam_00004457-RA
OG0008236	TRABD_HUMAN	pdam_00020346-RA
OG0008237	TRAIP_HUMAN	pdam_00000459-RA
OG0008238	TRAP1_HUMAN	pdam_00005475-RA
OG0008239	TRDMT_HUMAN	pdam_00015911-RA
OG0008240	TREA_HUMAN	pdam_00015384-RA
OG0008243	TRI23_HUMAN	pdam_00012973-RA
OG0008244	TRIA1_HUMAN	pdam_00007293-RA
OG0008245	TRIPC_HUMAN	pdam_00012958-RA
OG0008246	TRM11_HUMAN	pdam_00017097-RA
OG0008247	TRM13_HUMAN	pdam_00009877-RA
OG0008248	TRM1_HUMAN	pdam_00008536-RA
OG0008249	TRM44_HUMAN	pdam_00024849-RA
OG0008250	TRM5_HUMAN	pdam_00003770-RA
OG0008251	TRM61_HUMAN	pdam_00005563-RA
OG0008252	TRM7_HUMAN	pdam_00006082-RA
OG0008253	TRMB_HUMAN	pdam_00023563-RA
OG0008254	TRNT1_HUMAN	pdam_00004929-RA
OG0008255	TSC1_HUMAN	pdam_00004350-RA
OG0008256	TSC2_HUMAN	pdam_00021002-RA
OG0008259	TSR1_HUMAN	pdam_00006686-RA
OG0008260	TSR2_HUMAN	pdam_00024685-RA
OG0008261	TSR3_HUMAN	pdam_00019821-RA
OG0008262	TSSC4_HUMAN	pdam_00003696-RA
OG0008263	TTC13_HUMAN	pdam_00009225-RA
OG0008264	TTC16_HUMAN	pdam_00010659-RA
OG0008265	TTC17_HUMAN	pdam_00004542-RA
OG0008266	TTC19_HUMAN	pdam_00008177-RA
OG0008267	TTC27_HUMAN	pdam_00015207-RA
OG0008268	TTC29_HUMAN	pdam_00001679-RA
OG0008269	TTC34_HUMAN	pdam_00000529-RA
OG0008270	TTC41_HUMAN	pdam_00012455-RA
OG0008271	TTC5_HUMAN	pdam_00014694-RA
OG0008272	TTC6_HUMAN	pdam_00016136-RA, pdam_00010861-RA
OG0008273	TTI1_HUMAN	pdam_00019516-RA
OG0008274	TTI2_HUMAN	pdam_00010534-RA
OG0008275	TTL10_HUMAN	pdam_00005965-RA
OG0008276	TTL11_HUMAN	pdam_00004354-RA
OG0008277	TTLL1_HUMAN	pdam_00013227-RA
OG0008278	TTLL2_HUMAN	pdam_00008077-RA
OG0008279	TTLL5_HUMAN	pdam_00013822-RA
OG0008280	TTLL7_HUMAN	pdam_00023222-RA
OG0008281	TTLL9_HUMAN	pdam_00018906-RA
OG0008282	TUSC2_HUMAN	pdam_00008722-RA
OG0008283	TXD11_HUMAN	pdam_00022033-RA
OG0008284	TXD12_HUMAN	pdam_00022794-RA
OG0008285	TXIP1_HUMAN	pdam_00003619-RA
OG0008286	TXN4A_HUMAN	pdam_00000303-RA
OG0008287	TXND9_HUMAN	pdam_00007501-RA
OG0008288	TXTP_HUMAN	pdam_00004876-RA
OG0008289	TYSD1_HUMAN	pdam_00005292-RA
OG0008290	TYSY_HUMAN	pdam_00004554-RA
OG0008291	TYW2_HUMAN	pdam_00017977-RA
OG0008292	TYW3_HUMAN	pdam_00010119-RA
OG0008293	TYW5_HUMAN	pdam_00012629-RA
OG0008294	U1SBP_HUMAN	pdam_00005888-RA
OG0008295	UB2G1_HUMAN	pdam_00008907-RA
OG0008296	UB2G2_HUMAN	pdam_00005996-RA
OG0008297	UB2J1_HUMAN	pdam_00002034-RA
OG0008298	UB2J2_HUMAN	pdam_00003056-RA
OG0008299	UBAC2_HUMAN	pdam_00015504-RA
OG0008300	UBC12_HUMAN	pdam_00005139-RA
OG0008301	UBC9_HUMAN	pdam_00003015-RA
OG0008302	UBCP1_HUMAN	pdam_00006773-RA
OG0008303	UBE2C_HUMAN	pdam_00009159-RA
OG0008304	UBE2H_HUMAN	pdam_00022512-RA
OG0008305	UBE2N_HUMAN	pdam_00010941-RA
OG0008306	UBE2S_HUMAN	pdam_00010913-RA
OG0008307	UBE2T_HUMAN	pdam_00008268-RA
OG0008308	UBE2W_HUMAN	pdam_00009620-RA
OG0008309	UBE3A_HUMAN	pdam_00018987-RA
OG0008310	UBE3B_HUMAN	pdam_00020534-RA
OG0008311	UBE3C_HUMAN	pdam_00006120-RA
OG0008312	UBE4A_HUMAN	pdam_00023091-RA
OG0008313	UBE4B_HUMAN	pdam_00006368-RA
OG0008314	UBIA1_HUMAN	pdam_00006396-RA
OG0008315	UBL4A_HUMAN	pdam_00019063-RA
OG0008316	UBL5_HUMAN	pdam_00015996-RA
OG0008317	UBL7_HUMAN	pdam_00000893-RA
OG0008318	UBP14_HUMAN	pdam_00023105-RA
OG0008319	UBP19_HUMAN	pdam_00017271-RA
OG0008320	UBP1_HUMAN	pdam_00000595-RA
OG0008321	UBP24_HUMAN	pdam_00022361-RA
OG0008322	UBP32_HUMAN	pdam_00003724-RA
OG0008323	UBP34_HUMAN	pdam_00003797-RA
OG0008324	UBP38_HUMAN	pdam_00011937-RA
OG0008325	UBP47_HUMAN	pdam_00020475-RA
OG0008326	UBP53_HUMAN	pdam_00021856-RA
OG0008327	UBP8_HUMAN	pdam_00019293-RA
OG0008328	UBR3_HUMAN	pdam_00010614-RA
OG0008329	UBR4_HUMAN	pdam_00005841-RA
OG0008330	UBR5_HUMAN	pdam_00006840-RA
OG0008331	UBR7_HUMAN	pdam_00023185-RA
OG0008332	UBX10_HUMAN	pdam_00023820-RA
OG0008333	UBXN1_HUMAN	pdam_00021103-RA
OG0008334	UBXN7_HUMAN	pdam_00003456-RA
OG0008335	UBXN8_HUMAN	pdam_00005091-RA
OG0008336	UCHL5_HUMAN	pdam_00017462-RA
OG0008337	UCKL1_HUMAN	pdam_00000276-RA
OG0008339	UFC1_HUMAN	pdam_00020022-RA
OG0008340	UFL1_HUMAN	pdam_00004562-RA
OG0008341	UFM1_HUMAN	pdam_00013070-RA
OG0008342	UFSP1_HUMAN	pdam_00020477-RA
OG0008343	UFSP2_HUMAN	pdam_00009584-RA
OG0008344	ULK4_HUMAN	pdam_00017006-RA
OG0008345	UMPS_HUMAN	pdam_00025418-RA
OG0008346	UNC79_HUMAN	pdam_00024123-RA
OG0008347	UQCC1_HUMAN	pdam_00011781-RA
OG0008348	UQCC2_HUMAN	pdam_00019680-RA
OG0008349	URM1_HUMAN	pdam_00005846-RA
OG0008350	USB1_HUMAN	pdam_00015277-RA
OG0008351	USH1C_HUMAN	pdam_00005624-RA
OG0008352	USO1_HUMAN	pdam_00014155-RA
OG0008353	USPL1_HUMAN	pdam_00014168-RA
OG0008354	UTP11_HUMAN	pdam_00001539-RA
OG0008355	UTP18_HUMAN	pdam_00001664-RA
OG0008356	UTP20_HUMAN	pdam_00002735-RA
OG0008357	UTP23_HUMAN	pdam_00010944-RA
OG0008358	UTP4_HUMAN	pdam_00019785-RA
OG0008359	UTP6_HUMAN	pdam_00000513-RA
OG0008360	UXS1_HUMAN	pdam_00014828-RA
OG0008361	UXT_HUMAN	pdam_00005897-RA
OG0008362	VAC14_HUMAN	pdam_00014564-RA
OG0008363	VAMP4_HUMAN	pdam_00009429-RA
OG0008364	VAMP7_HUMAN	pdam_00011942-RA
OG0008365	VATC1_HUMAN	pdam_00014748-RA
OG0008366	VATD_HUMAN	pdam_00003784-RA
OG0008367	VATF_HUMAN	pdam_00007061-RA
OG0008368	VATG3_HUMAN	pdam_00020961-RA
OG0008369	VATL_HUMAN	pdam_00006036-RA
OG0008370	VCIP1_HUMAN	pdam_00010425-RA
OG0008371	VEZA_HUMAN	pdam_00011805-RA
OG0008372	VINC_HUMAN	pdam_00004077-RA
OG0008373	VIR_HUMAN	pdam_00022778-RA
OG0008374	VMA12_HUMAN	pdam_00011669-RA
OG0008377	VP13B_HUMAN	pdam_00017808-RA
OG0008378	VP26C_HUMAN	pdam_00014849-RA
OG0008379	VP33A_HUMAN	pdam_00008106-RA
OG0008380	VP35L_HUMAN	pdam_00009345-RA
OG0008381	VP37A_HUMAN	pdam_00006811-RA
OG0008382	VPS11_HUMAN	pdam_00011789-RA
OG0008383	VPS16_HUMAN	pdam_00011635-RA
OG0008384	VPS18_HUMAN	pdam_00020152-RA
OG0008385	VPS25_HUMAN	pdam_00023087-RA
OG0008386	VPS28_HUMAN	pdam_00014729-RA
OG0008387	VPS29_HUMAN	pdam_00000296-RA
OG0008388	VPS35_HUMAN	pdam_00011877-RA
OG0008389	VPS36_HUMAN	pdam_00008236-RA
OG0008390	VPS39_HUMAN	pdam_00000713-RA
OG0008391	VPS45_HUMAN	pdam_00000074-RA
OG0008392	VPS52_HUMAN	pdam_00000095-RA
OG0008393	VPS53_HUMAN	pdam_00013992-RA
OG0008394	VPS72_HUMAN	pdam_00003937-RA
OG0008395	VPS8_HUMAN	pdam_00017314-RA
OG0008396	VSX2_HUMAN	pdam_00006494-RA
OG0008397	VTA1_HUMAN	pdam_00011168-RA
OG0008398	VTI1A_HUMAN	pdam_00009452-RA
OG0008399	VWA3A_HUMAN	pdam_00003032-RA
OG0008400	WAC_HUMAN	pdam_00011616-RA
OG0008401	WASC3_HUMAN	pdam_00002752-RA
OG0008402	WBP11_HUMAN	pdam_00005395-RA
OG0008403	WBP4_HUMAN	pdam_00001661-RA
OG0008404	WDFY3_HUMAN	pdam_00002608-RA
OG0008405	WDR11_HUMAN	pdam_00004997-RA
OG0008406	WDR12_HUMAN	pdam_00016809-RA
OG0008407	WDR18_HUMAN	pdam_00009286-RA
OG0008408	WDR19_HUMAN	pdam_00015319-RA
OG0008409	WDR1_HUMAN	pdam_00020375-RA
OG0008410	WDR20_HUMAN	pdam_00012042-RA
OG0008411	WDR24_HUMAN	pdam_00012589-RA
OG0008412	WDR26_HUMAN	pdam_00016009-RA
OG0008413	WDR31_HUMAN	pdam_00015998-RA
OG0008414	WDR3_HUMAN	pdam_00002032-RA
OG0008415	WDR41_HUMAN	pdam_00013943-RA
OG0008416	WDR43_HUMAN	pdam_00019112-RA
OG0008417	WDR44_HUMAN	pdam_00001220-RA
OG0008418	WDR46_HUMAN	pdam_00013746-RA
OG0008419	WDR47_HUMAN	pdam_00005859-RA
OG0008420	WDR48_HUMAN	pdam_00016559-RA
OG0008421	WDR53_HUMAN	pdam_00001762-RA
OG0008422	WDR54_HUMAN	pdam_00008826-RA
OG0008423	WDR59_HUMAN	pdam_00007709-RA
OG0008424	WDR70_HUMAN	pdam_00013566-RA
OG0008425	WDR76_HUMAN	pdam_00020253-RA
OG0008426	WDR7_HUMAN	pdam_00012305-RA
OG0008427	WDR82_HUMAN	pdam_00014331-RA
OG0008428	WDR83_HUMAN	pdam_00020117-RA
OG0008429	WDR89_HUMAN	pdam_00004809-RA
OG0008430	WDR90_HUMAN	pdam_00010827-RA
OG0008431	WDR91_HUMAN	pdam_00011709-RA
OG0008432	WDTC1_HUMAN	pdam_00013305-RA
OG0008433	WFDC1_HUMAN	pdam_00009994-RA
OG0008434	WIPI2_HUMAN	pdam_00004236-RA
OG0008435	WIPI3_HUMAN	pdam_00008987-RA
OG0008436	WIPI4_HUMAN	pdam_00006463-RA
OG0008437	WLS_HUMAN	pdam_00021272-RA
OG0008438	WNT6_HUMAN	pdam_00000637-RA
OG0008439	WRIP1_HUMAN	pdam_00003662-RA
OG0008440	WRN_HUMAN	pdam_00006474-RA
OG0008441	WRP73_HUMAN	pdam_00003063-RA
OG0008442	WWOX_HUMAN	pdam_00022662-RA
OG0008443	XBP1_HUMAN	pdam_00016926-RA
OG0008445	XPA_HUMAN	pdam_00000843-RA
OG0008446	XPC_HUMAN	pdam_00011539-RA
OG0008447	XPF_HUMAN	pdam_00025184-RA
OG0008448	XPO5_HUMAN	pdam_00003840-RA
OG0008449	XPO6_HUMAN	pdam_00012714-RA
OG0008450	XPP3_HUMAN	pdam_00013742-RA
OG0008451	XRCC2_HUMAN	pdam_00003425-RA
OG0008452	XRCC5_HUMAN	pdam_00017104-RA
OG0008453	XRCC6_HUMAN	pdam_00012066-RA
OG0008454	XRN1_HUMAN	pdam_00000477-RA
OG0008455	XRN2_HUMAN	pdam_00023034-RA
OG0008456	XRP2_HUMAN	pdam_00004103-RA
OG0008457	XRRA1_HUMAN	pdam_00000924-RA
OG0008458	XYLB_HUMAN	pdam_00002529-RA
OG0008459	XYLK_HUMAN	pdam_00018122-RA
OG0008460	YAF2_HUMAN	pdam_00003303-RA
OG0008461	YBEY_HUMAN	pdam_00009683-RA
OG0008462	YETS2_HUMAN	pdam_00007005-RA
OG0008463	YIPF3_HUMAN	pdam_00023562-RA
OG0008464	YIPF4_HUMAN	pdam_00018369-RA
OG0008465	YIPF6_HUMAN	pdam_00019800-RA
OG0008466	YJU2B_HUMAN	pdam_00008466-RA
OG0008467	YJU2_HUMAN	pdam_00006433-RA
OG0008469	YLPM1_HUMAN	pdam_00010187-RA
OG0008470	YMEL1_HUMAN	pdam_00009680-RA
OG0008471	YTDC2_HUMAN	pdam_00024147-RA
OG0008472	ZBBX_HUMAN	pdam_00001820-RA
OG0008475	ZC3C1_HUMAN	pdam_00022513-RA
OG0008476	ZC3H1_HUMAN	pdam_00002698-RA
OG0008477	ZC3HA_HUMAN	pdam_00006425-RA
OG0008478	ZC3HD_HUMAN	pdam_00006818-RA
OG0008479	ZC3HE_HUMAN	pdam_00007677-RA
OG0008480	ZC3HF_HUMAN	pdam_00020642-RA
OG0008481	ZC4H2_HUMAN	pdam_00014350-RA
OG0008483	ZCH10_HUMAN	pdam_00012823-RA
OG0008484	ZCH24_HUMAN	pdam_00012188-RA
OG0008485	ZCHC4_HUMAN	pdam_00011214-RA
OG0008486	ZCHC8_HUMAN	pdam_00013126-RA
OG0008487	ZCHC9_HUMAN	pdam_00000158-RA
OG0008488	ZDH12_HUMAN	pdam_00019956-RA
OG0008489	ZDH14_HUMAN	pdam_00018732-RA
OG0008490	ZDH16_HUMAN	pdam_00006250-RA
OG0008491	ZDHC4_HUMAN	pdam_00010923-RA
OG0008492	ZER1_HUMAN	pdam_00017457-RA
OG0008493	ZFAN1_HUMAN	pdam_00017242-RA
OG0008495	ZFN2A_HUMAN	pdam_00009556-RA
OG0008497	ZFPL1_HUMAN	pdam_00023164-RA
OG0008498	ZFR2_HUMAN	pdam_00018908-RA
OG0008499	ZFY21_HUMAN	pdam_00019237-RA
OG0008500	ZFY27_HUMAN	pdam_00009779-RA
OG0008501	ZGLP1_HUMAN	pdam_00002066-RA
OG0008502	ZGRF1_HUMAN	pdam_00023690-RA
OG0008503	ZMAT2_HUMAN	pdam_00007008-RA
OG0008504	ZMAT5_HUMAN	pdam_00018379-RA
OG0008505	ZMY11_HUMAN	pdam_00010138-RA
OG0008506	ZMY19_HUMAN	pdam_00023571-RA
OG0008507	ZN207_HUMAN	pdam_00022837-RA
OG0008508	ZN277_HUMAN	pdam_00011064-RA
OG0008509	ZN330_HUMAN	pdam_00000626-RA
OG0008511	ZN474_HUMAN	pdam_00002616-RA
OG0008512	ZN598_HUMAN	pdam_00005400-RA
OG0008513	ZN622_HUMAN	pdam_00015317-RA
OG0008514	ZN706_HUMAN	pdam_00011307-RA
OG0008515	ZNHI1_HUMAN	pdam_00000982-RA
OG0008516	ZNHI3_HUMAN	pdam_00024467-RA
OG0008517	ZNRD2_HUMAN	pdam_00002882-RA
OG0008518	ZNRF3_HUMAN	pdam_00009596-RA
OG0008519	ZNT2_HUMAN	pdam_00011288-RA
OG0008520	ZNT9_HUMAN	pdam_00006037-RA
OG0008521	ZPR1_HUMAN	pdam_00024136-RA
OG0008522	ZRAB2_HUMAN	pdam_00010798-RA
OG0008523	ZRAN1_HUMAN	pdam_00016049-RA
OG0008525	ZSWM2_HUMAN	pdam_00012647-RA
OG0008526	ZSWM7_HUMAN	pdam_00006968-RA
OG0008527	ZSWM8_HUMAN	pdam_00005074-RA
OG0008528	ZUP1_HUMAN	pdam_00007301-RA
OG0008529	ZW10_HUMAN	pdam_00005277-RA
OG0008530	ZWILC_HUMAN	pdam_00011770-RA
OG0008531	ZZEF1_HUMAN	pdam_00000585-RA
OG0008532	ZZZ3_HUMAN	pdam_00010125-RA, pdam_00010126-RA
OG0008991	DZIP3_HUMAN	pdam_00017374-RA
OG0008994	NETR_HUMAN	pdam_00001007-RA
OG0008997	H2AX_HUMAN	pdam_00020458-RA
OG0008998	WNT4_HUMAN	pdam_00000446-RA
OG0009000	SNED1_HUMAN	pdam_00017297-RA
OG0009001	DYH10_HUMAN	pdam_00000330-RA
OG0009002	DYH7_HUMAN	pdam_00019407-RA
OG0009004	GALT2_HUMAN	pdam_00022574-RA
OG0009006	WFDC2_HUMAN	pdam_00015967-RA
OG0009008	SRS10_HUMAN	pdam_00019132-RA
OG0009009	CV015_HUMAN	pdam_00020538-RA
OG0009010	TENS3_HUMAN	pdam_00000658-RA
OG0009012	IKBA_HUMAN	pdam_00015494-RA
OG0009015	EDA_HUMAN	pdam_00001260-RA
OG0009018	MERL_HUMAN	pdam_00010242-RA
OG0009020	TDRD5_HUMAN	pdam_00005889-RA
OG0009021	KGP2_HUMAN	pdam_00003236-RA
OG0009023	PDLI5_HUMAN	pdam_00012186-RA
OG0009024	CT202_HUMAN	pdam_00016407-RA
OG0009025	HAOX1_HUMAN	pdam_00012398-RA
OG0009028	ZN576_HUMAN	pdam_00002121-RA
OG0009029	ASML_HUMAN	pdam_00012551-RA
OG0009030	HSDL1_HUMAN	pdam_00008294-RA
OG0009032	SEPT2_HUMAN	pdam_00008892-RA
OG0009033	TYB10_HUMAN	pdam_00021540-RA
OG0009034	CA053_HUMAN	pdam_00022286-RA
OG0009037	MLP3C_HUMAN	pdam_00002824-RA
OG0009039	CMIP5_HUMAN	pdam_00014904-RA
OG0009041	WDR97_HUMAN	pdam_00018199-RA
OG0009044	FAAH2_HUMAN	pdam_00010168-RA
OG0009046	TTC31_HUMAN	pdam_00014436-RA
